Hotel,Area,Room,Demand,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Supply,Date
圓山大飯店,Taipei,500,12674.0,0.8177,4594.0,58222585.0,76688446.0,152478584.0,3756.5137999999997,15500,2018-12-31
國賓大飯店,Taipei,422,10102.0,0.7722,3911.0,39509021.0,97285321.0,150079316.0,3020.0742,13082,2018-12-31
台北華國大飯店,Taipei,326,8843.0,0.875,3003.0,26559438.0,10238931.0,38963304.0,2627.625,10106,2018-12-31
華泰王子大飯店,Taipei,215,5543.0,0.8317,2964.0,16428155.0,12638402.0,32383938.0,2465.1588,6665,2018-12-31
國王大飯店,Taipei,97,2086.0,0.6937000000000001,1520.0,3171497.0,901771.0,4163630.0,1054.4240000000002,3007,2018-12-31
豪景大酒店,Taipei,209,4986.0,0.7696,2652.0,13223347.0,1916634.0,15420597.0,2040.9791999999998,6479,2018-12-31
台北凱撒大飯店,Taipei,478,13990.0,0.9440999999999999,3606.0,50447863.0,26311529.0,83802698.0,3404.4246,14818,2018-12-31
康華大飯店,Taipei,215,5228.0,0.7844,2620.0,13699729.0,13077723.0,27927528.0,2055.128,6665,2018-12-31
神旺大飯店,Taipei,268,7360.0,0.8859,3335.0,24547000.0,32972599.0,62212297.0,2954.4765,8308,2018-12-31
兄弟大飯店,Taipei,250,5980.0,0.7716,3669.0,21942873.0,47257735.0,74487962.0,2831.0004,7750,2018-12-31
三德大飯店,Taipei,268,6771.0,0.815,2192.0,14839350.0,6508861.0,22491396.0,1786.4799999999998,8308,2018-12-31
亞都麗緻大飯店,Taipei,209,4872.0,0.752,4613.0,22474435.0,15811745.0,44197548.0,3468.976,6479,2018-12-31
國聯大飯店,Taipei,243,5400.0,0.7168000000000001,2328.0,12571793.0,2011380.0,16151063.0,1668.7104000000002,7533,2018-12-31
台北寒舍喜來登大飯店,Taipei,688,17422.0,0.8169,4959.0,86391256.0,136506394.0,248362270.0,4051.0071,21328,2018-12-31
老爺大酒店,Taipei,202,6010.0,0.9598,5105.0,30682106.0,27111354.0,65691951.0,4899.7789999999995,6262,2018-12-31
福華大飯店,Taipei,606,13799.0,0.7345,4300.0,59341000.0,52701000.0,131067000.0,3158.3500000000004,18786,2018-12-31
台北君悅酒店,Taipei,850,21606.0,0.82,6828.0,147535718.0,116738007.0,296241259.0,5598.96,26350,2018-12-31
晶華酒店,Taipei,538,14417.0,0.8644,6084.0,87706916.0,173396158.0,321516831.0,5259.009599999999,16678,2018-12-31
西華大飯店,Taipei,343,9083.0,0.8542000000000001,4838.0,43946363.0,24262610.0,74350383.0,4132.6196,10633,2018-12-31
香格里拉台北遠東國際大飯店,Taipei,420,10507.0,0.807,6823.0,71685356.0,76396521.0,170846800.0,5506.161,13020,2018-12-31
台北威斯汀六福皇宮,Taipei,288,5446.0,0.61,5337.0,29067341.0,61328308.0,96535390.0,3255.5699999999997,8928,2018-12-31
美麗信花園酒店,Taipei,203,5715.0,0.9081999999999999,2448.0,13989644.0,6429451.0,27047064.0,2223.2735999999995,6293,2018-12-31
台北寒舍艾美酒店,Taipei,160,4300.0,0.8669,10465.0,45001312.0,85220395.0,147687239.0,9072.1085,4960,2018-12-31
台北W飯店,Taipei,405,10668.0,0.8497,10028.0,106979357.0,63907226.0,191379294.0,8520.7916,12555,2018-12-31
台北萬豪酒店,Taipei,318,8138.0,0.8255,6390.0,52002594.0,103519897.0,191830900.0,5274.945,9858,2018-12-31
台北美福大飯店,Taipei,146,2853.0,0.6304,6686.0,19075597.0,65685108.0,89964062.0,4214.8544,4526,2018-12-31
亞士都飯店,Taipei,40,707.0,0.5702,2418.0,1709344.0,0.0,1709344.0,1378.7436,1240,2018-12-31
第一大飯店,Taipei,176,3980.0,0.7295,1782.0,7092364.0,2928565.0,29628612.0,1299.969,5456,2018-12-31
六福客棧,Taipei,226,6062.0,0.8653,1549.0,9388083.0,7732996.0,17618145.0,1340.3497,7006,2018-12-31
洛碁大飯店花華本館,Taipei,112,3036.0,0.8744,2068.0,6279957.0,0.0,6279957.0,1808.2592,3472,2018-12-31
義華酒店,Taipei,149,1282.0,0.2775,4000.0,5128000.0,182201.0,8822446.0,1110.0,4619,2018-12-31
歐華酒店,Taipei,112,2095.0,0.6034,3263.0,6836758.0,6917325.0,15266014.0,1968.8942000000002,3472,2018-12-31
慶泰大飯店,Taipei,150,3529.0,0.7589,3094.0,10920027.0,7134107.0,18742616.0,2348.0366,4650,2018-12-31
天成大飯店,Taipei,225,6799.0,0.9748,3375.0,22944032.0,35210920.0,62030367.0,3289.95,6975,2018-12-31
福容大飯店 台北一館,Taipei,120,2763.0,0.7426999999999999,3225.0,8911013.0,11803923.0,22197966.0,2395.2074999999995,3720,2018-12-31
首都大飯店,Taipei,129,3542.0,0.8856999999999999,3317.0,11749500.0,3801326.0,15751364.0,2937.8669,3999,2018-12-31
台北君品大酒店,Taipei,286,7428.0,0.8378,5504.0,40884560.0,59679838.0,105624679.0,4611.2512,8866,2018-12-31
