Hotel,Area,Room,Supply,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Demand,Date,Month
桃園喜來登酒店(原桃禧航空城酒店 ~03/2019),Taoyuan-Hsinchu-Miaoli,190,5890,0.44,1647.97,4279789,9939047,15494064,726.62,2597,8/1/2020,Aug-20
樂樂日暉溫泉酒店,Others,48,1488,0.75,2499.07,2806457,0,2806457,1886.06,1123,8/1/2020,Aug-20
歐華酒店,Taipei,112,3472,0.1,2577.78,899644,4840786,6361765,259.11,349,8/1/2020,Aug-20
海灣藝術酒店,Taichung,226,7006,0.27,2296.8,4272040,17460,4289500,609.77,1860,8/1/2020,Aug-20
涵碧樓⼤飯店,Scenery,96,2976,0.89,15479.83,40789345,9394693,57373228,13706.1,2635,8/1/2020,Aug-20
漢來⼤飯店,Kaohsiung,535,16585,0.58,2878.73,27699125,82774731,129221178,1670.13,9622,8/1/2020,Aug-20
澎湖福朋喜來登酒店,Others,331,10261,0.85,3676.45,31981465,29602997,69106905,3116.8,8699,8/1/2020,Aug-20
瑞穗天合國際觀光酒店,Hualien,198,6138,0.93,8582.25,49047572,23864428,84826183,7990.81,5715,8/1/2020,Aug-20
瓏⼭林台北中和飯店,Others,126,3906,0.15,1995.55,1159414,2430488,4712050,296.83,581,8/1/2020,Aug-20
知本老爺大酒店,Scenery,182,5642,0.96,5101.57,27533177,13840597,47054651,4880.04,5397,8/1/2020,Aug-20
碧特弗⼤飯店,Others,54,1674,0.09,3030.57,469739,91838,561577,280.61,155,8/1/2020,Aug-20
礁溪老爺大酒店,Scenery,197,6107,0.8,7340.97,36014813,17350081,67535642,5897.3,4906,8/1/2020,Aug-20
神旺⼤飯店,Taipei,268,8308,0.03,2555.44,666969,22085024,24078322,80.28,261,8/1/2020,Aug-20
福容大飯店(台北一館),Taipei,120,3720,0.13,2611.77,1308497,5594764,7525431,351.75,501,8/1/2020,Aug-20
福容大飯店(林口),Taoyuan-Hsinchu-Miaoli,149,4619,0.68,1444.34,4569886,1739709,6317802,989.37,3164,8/1/2020,Aug-20
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5642,0.31,2285.57,3997468,3329991,7863210,708.52,1749,8/1/2020,Aug-20
福容大飯店(淡水漁人碼頭),Others,198,6138,0.66,4643.86,18737980,17221059,38813267,3052.78,4035,8/1/2020,Aug-20
福容大飯店(福隆),Scenery,174,5394,0.63,5318.72,18078333,9258049,28299517,3351.56,3399,8/1/2020,Aug-20
福容大飯店(高雄),Kaohsiung,250,7750,0.57,2257.95,10009507,3668977,13689845,1291.55,4433,8/1/2020,Aug-20
福華大飯店,Taipei,606,18786,0.3,2527.5,14384000,32424000,59891000,765.68,5691,8/1/2020,Aug-20
第一⼤飯店,Taipei,176,5456,0.15,1204.26,954980,3490010,23460499,175.03,793,8/1/2020,Aug-20
綠舞國際觀光飯店,Others,104,3224,0.78,4444.66,11213884,6445149,21540284,3478.25,2523,8/1/2020,Aug-20
美侖⼤飯店,Hualien,343,10633,0.58,2607.59,16203545,6261967,23246393,1523.89,6214,8/1/2020,Aug-20
美麗信花園酒店,Taipei,203,6293,0.53,1193.44,3950300,3303790,10600115,627.73,3310,8/1/2020,Aug-20
美麗春天⼤飯店,Others,34,1054,0.09,3038.86,297808,121742,419550,282.55,98,8/1/2020,Aug-20
義大皇家酒店,Kaohsiung,656,20336,0.71,3218.97,46401441,28070718,78989888,2281.74,14415,8/1/2020,Aug-20
義華酒店,Taipei,149,4619,0.15,3066,2094078,170423,2590677,453.36,683,8/1/2020,Aug-20
老爺大酒店,Taipei,202,6262,0.52,2263.76,7395691,20579395,32389673,1181.04,3267,8/1/2020,Aug-20
耐斯王⼦⼤飯店,Others,245,7595,0.68,2000.69,10391601,15439906,26985458,1368.22,5194,8/1/2020,Aug-20
花蓮亞士都飯店,Hualien,167,5177,0.76,1339.4,5300000,2354113,7720047,1023.76,3957,8/1/2020,Aug-20
花蓮翰品酒店,Hualien,197,6107,0.86,3712.66,19532308,10024873,30179559,3198.35,5261,8/1/2020,Aug-20
華園大飯店,Kaohsiung,269,8339,0.52,1618.13,7022665,2765671,10422821,842.15,4340,8/1/2020,Aug-20
華泰王子大飯店,Taipei,220,6820,0.21,1397.32,1991178,10235530,14557901,291.96,1425,8/1/2020,Aug-20
蘭城晶英酒店,Others,193,5983,0.95,10109.31,57441127,64655079,135192368,9600.72,5682,8/1/2020,Aug-20
裕元花園酒店,Taichung,149,4619,0.79,3020.32,10999991,27759056,43916890,2381.47,3642,8/1/2020,Aug-20
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11904,0.15,2762.81,4934376,3619687,9299819,414.51,1786,8/1/2020,Aug-20
豪景⼤酒店,Taipei,209,6479,0.01,2389.32,229375,0,575391,35.4,96,8/1/2020,Aug-20
趣淘漫旅,Scenery,198,6138,0.93,3402.09,19517766,4900865,27696493,3179.83,5737,8/1/2020,Aug-20
遠百企業觀光旅館,Others,40,1240,0.03,1019.05,42800,0,42800,34.52,42,8/1/2020,Aug-20
遠雄悅來大飯店,Hualien,381,11811,0.93,4282.15,46979497,24066412,84933406,3977.61,10971,8/1/2020,Aug-20
鈺通⼤飯店,Others,120,3720,0.37,2120.57,2934869,6170255,9129466,788.94,1384,8/1/2020,Aug-20
阿里山賓館,Scenery,35,1085,0.52,6167.38,3503071,0,3503071,3228.64,568,8/1/2020,Aug-20
阿里山賓館(新館),Scenery,104,3224,0.89,5936.56,17103229,11506369,29086649,5304.97,2881,8/1/2020,Aug-20
陸島酒店,Others,47,1457,0.91,1271.73,1685040,222880,1908890,1156.51,1325,8/1/2020,Aug-20
陽明⼭中國麗緻⼤飯店,Scenery,47,1457,0.48,3857.45,2696356,2803434,7793830,1850.62,699,8/1/2020,Aug-20
雲品溫泉酒店⽇⽉潭,Scenery,211,6541,0.86,10336.26,58172463,27705022,92287252,8893.51,5628,8/1/2020,Aug-20
首都大飯店,Taipei,129,3999,0.41,1643.42,2713282,2542635,5792434,678.49,1651,8/1/2020,Aug-20
香格⾥拉台北遠東國際⼤飯店,Taipei,420,13020,0.32,4370.66,17998369,40378550,68351930,1382.36,4118,8/1/2020,Aug-20
香格里拉台南遠東國際大飯店,Others,331,10261,0.8,3730.31,30435571,24320681,61454373,2966.14,8159,8/1/2020,Aug-20
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5921,0.55,2477.8,8040470,3954622,12232046,1357.96,3245,8/1/2020,Aug-20
⾼雄國賓⼤飯店,Kaohsiung,453,14043,0.67,2290.85,21501906,32960215,55920224,1531.15,9386,8/1/2020,Aug-20
高雄圓山大飯店,Scenery,107,3317,0.45,2957.32,4456688,9731348,15448484,1343.59,1507,8/1/2020,Aug-20
⾼雄福華⼤飯店,Kaohsiung,271,8401,0.63,2329.14,12328133,20869506,36258015,1467.46,5293,8/1/2020,Aug-20
麒麟⼤飯店,Others,167,5177,0.59,3585.26,10996006,3068270,14320015,2124.01,3067,8/1/2020,Aug-20
麗尊⼤酒店,Kaohsiung,188,5828,0.41,2374.96,5716540,8243961,14632693,980.88,2407,8/1/2020,Aug-20
龍⾕⼤飯店,Scenery,189,5859,0.22,2123.29,2781515,936038,3989290,474.74,1310,8/1/2020,Aug-20
⻄華⼤飯店,Taipei,343,10290,0.24,2221.12,5519481,17260887,25893532,536.39,2485,9/1/2020,Sep-20
⻑榮桂冠酒店(台中),Taichung,354,10620,0.55,2110.51,12251519,44613068,61236261,1153.63,5805,9/1/2020,Sep-20
⻑榮桂冠酒店(基隆),Others,140,4200,0.82,2560.49,8792714,5580436,17792743,2093.5,3434,9/1/2020,Sep-20
⻑榮鳳凰酒店(礁溪),Others,231,6930,0.62,5299.17,22675137,18047188,47122734,3272.03,4279,9/1/2020,Sep-20
三德⼤飯店,Taipei,287,8610,0.51,3598.7,15899075,2744342,21233015,1846.58,4418,9/1/2020,Sep-20
亞士都飯店,Taipei,40,1200,0.11,2224.49,282510,0,282510,235.42,127,9/1/2020,Sep-20
亞都麗緻⼤飯店,Taipei,209,6270,0.27,2778.54,4784643,12964469,22681739,763.1,1722,9/1/2020,Sep-20
兄弟大飯店,Taipei,250,7500,0.08,2933.08,1739316,34206007,39988450,231.91,593,9/1/2020,Sep-20
全國⼤飯店,Taichung,178,5340,0.37,2213.03,4330898,7834624,15928315,811.03,1957,9/1/2020,Sep-20
六福客棧,Taipei,230,6900,0.47,1569.24,5073368,0,5560159,735.27,3233,9/1/2020,Sep-20
凱撒⼤飯店,Scenery,281,8430,0.98,5295.2,43944892,8692467,55121772,5212.92,8299,9/1/2020,Sep-20
北投老爺酒店,Taipei,50,1500,0.73,3176.26,3487528,3975204,8670968,2325.02,1098,9/1/2020,Sep-20
北投麗禧溫泉酒店,Taipei,66,1980,0.43,12511.65,10772533,6022562,21728243,5440.67,861,9/1/2020,Sep-20
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3330,0.62,2770.78,5718885,16991774,26621017,1717.38,2064,9/1/2020,Sep-20
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7650,0.64,2678.25,13155564,15579635,29576290,1719.68,4912,9/1/2020,Sep-20
台中港酒店,Taichung,200,6000,0.82,2663.32,13095556,4080946,18140244,2182.59,4917,9/1/2020,Sep-20
台中福華大飯店,Taichung,155,4650,0.66,2460.32,7494148,9096463,21738340,1611.64,3046,9/1/2020,Sep-20
台中金典酒店,Taichung,222,6660,0.63,2492.16,10521891,17801226,37177181,1579.86,4222,9/1/2020,Sep-20
台北W飯店,Taipei,405,12150,0.27,6390.41,21145851,34644987,62201433,1740.4,3309,9/1/2020,Sep-20
台北中山雅樂軒酒店,Taipei,88,2640,0.58,2181.02,3352235,773187,4596404,1269.79,1537,9/1/2020,Sep-20
台北凱撒大飯店,Taipei,478,14340,0.41,1887.29,11221798,16417929,31624135,782.55,5946,9/1/2020,Sep-20
台北君品大酒店,Taipei,286,8580,0.26,2740.35,6209643,45033803,54704866,723.73,2266,9/1/2020,Sep-20
台北君悅酒店,Taipei,850,25500,0.18,4068.14,19022617,93358083,126837202,745.98,4676,9/1/2020,Sep-20
台北寒舍喜來登大飯店,Taipei,688,20640,0.31,3138.24,20053373,113781871,147824655,971.58,6390,9/1/2020,Sep-20
台北寒舍艾美酒店,Taipei,160,4800,0.23,6080.22,6572717,43296578,55544819,1369.32,1081,9/1/2020,Sep-20
台北有園飯店,Taipei,56,1680,0.36,2085,1244746,0,1667533,740.92,597,9/1/2020,Sep-20
台北美福⼤飯店,Taipei,146,4380,0.45,4562.04,8909669,53628470,68735135,2034.17,1953,9/1/2020,Sep-20
台北花園⼤酒店,Taipei,241,7230,0.37,1142.28,3072721,17225416,22508712,425,2690,9/1/2020,Sep-20
台北華國⼤飯店,Taipei,326,9780,0.63,2801.47,17226250,9700694,27546556,1761.38,6149,9/1/2020,Sep-20
台北萬豪酒店,Taipei,318,9540,0.3,4731.72,13707792,53338426,90350640,1436.88,2897,9/1/2020,Sep-20
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15480,0.35,3031.58,16416029,11060950,31757095,1060.47,5415,9/1/2020,Sep-20
台南大員皇冠假日酒店,Others,231,6930,0.65,3383.12,15132689,17275944,35640465,2183.65,4473,9/1/2020,Sep-20
台南⼤飯店,Others,152,4560,0.48,2007.03,4395392,5990262,11082721,963.9,2190,9/1/2020,Sep-20
台東桂⽥喜來登酒店,Others,278,8340,0.75,2542.55,15903644,18471746,36921153,1906.91,6255,9/1/2020,Sep-20
台糖⻑榮酒店(台南),Others,197,5910,0.66,2449.71,9495069,19022854,32892114,1606.61,3876,9/1/2020,Sep-20
合尊酒店 S Hotel,Taipei,101,3030,0.67,3249.11,6579443,3460070,11009124,2171.43,2025,9/1/2020,Sep-20
名人堂花園大飯店,Taoyuan-Hsinchu-Miaoli,128,3840,0.52,4751.76,9408475,16179926,33474733,2450.12,1980,9/1/2020,Sep-20
名都觀光渡假大飯店,Scenery,97,2910,0.13,1689.02,662095,1605672,2357295,227.52,392,9/1/2020,Sep-20
和逸飯店桃園青埔館,Taoyuan-Hsinchu-Miaoli,218,6540,0.84,2607.46,14294070,20613,18124173,2185.64,5482,9/1/2020,Sep-20
國王大飯店,Taipei,97,2910,0.01,1958.63,52883,194154,293952,18.17,27,9/1/2020,Sep-20
國聯⼤飯店,Taipei,243,7290,0.33,1339.68,3252755,519582,4177264,446.19,2428,9/1/2020,Sep-20
國賓大飯店,Taipei,422,12660,0.2,1926.77,4911345,94600578,104518182,387.94,2549,9/1/2020,Sep-20
圓山大飯店,Taipei,473,14190,0.66,2509.24,23539191,57725822,93165949,1658.86,9381,9/1/2020,Sep-20
墾丁怡灣渡假酒店,Scenery,234,7020,0.38,2388.34,6362539,1101285,7748072,906.34,2664,9/1/2020,Sep-20
墾丁福華渡假飯店,Scenery,458,13740,0.71,3242.61,31534357,12368821,45427607,2295.08,9725,9/1/2020,Sep-20
大板根渡假酒店,Others,95,2850,0.92,4895.03,12839668,17493575,49497649,4505.15,2623,9/1/2020,Sep-20
天成大飯店,Taipei,225,6750,0.49,1526.73,5093183,19145811,26284194,754.55,3336,9/1/2020,Sep-20
太魯閣晶英酒店,Scenery,160,4800,0.88,8102.76,34112603,10702465,49414547,7106.79,4210,9/1/2020,Sep-20
娜路彎⼤酒店,Others,276,8280,0.7,3827.18,22212979,14756780,44568951,2682.73,5804,9/1/2020,Sep-20
寒舍艾麗酒店,Taipei,235,7050,0.43,3562.07,10686215,12506036,25886500,1515.78,3000,9/1/2020,Sep-20
寒軒國際大飯店,Kaohsiung,380,11400,0.43,1763.91,8569065,13384086,22642312,751.67,4858,9/1/2020,Sep-20
寶華大飯店,Others,78,2340,0.51,2117.17,2546953,34200,2583153,1088.44,1203,9/1/2020,Sep-20
尊爵大飯店,Taoyuan-Hsinchu-Miaoli,231,6930,0.17,2871.68,3334017,13191285,17048475,481.1,1161,9/1/2020,Sep-20
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,7500,0.25,2032.4,3800584,30997608,34941112,506.74,1870,9/1/2020,Sep-20
山泉大飯店,Others,146,4380,0.79,1871.98,6493901,949486,7835144,1482.63,3469,9/1/2020,Sep-20
幼獅大飯店,Others,55,1650,0.31,1267.38,648900,0,680400,393.27,512,9/1/2020,Sep-20
康華⼤飯店,Taipei,215,6450,0.09,2209.06,1314393,7069066,9045022,203.78,595,9/1/2020,Sep-20
悅川酒店,Others,103,3090,0.73,3541.1,8041837,5245124,13286961,2602.54,2271,9/1/2020,Sep-20
慶泰大飯店,Taipei,150,4500,0.01,1345.83,32300,2238722,2544438,7.18,24,9/1/2020,Sep-20
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,11580,0.62,2103.47,15023011,30899325,50950829,1297.32,7142,9/1/2020,Sep-20
新竹國賓大飯店,Taoyuan-Hsinchu-Miaoli,257,7710,0.32,2879.57,6994468,34840703,44630846,907.19,2429,9/1/2020,Sep-20
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6240,0.44,2473.05,6726695,10886382,18387720,1078,2720,9/1/2020,Sep-20
日勝生加賀屋國際溫泉飯店,Taipei,90,2700,0.46,7412.34,9272841,9322599,25511934,3434.39,1251,9/1/2020,Sep-20
⽇⽉⾏館,Scenery,92,2760,0.22,13153.89,7839719,850636,8863896,2840.48,596,9/1/2020,Sep-20
晶英國際⾏館,Kaohsiung,147,4410,0.39,6847.66,11647865,14034714,28521229,2641.24,1701,9/1/2020,Sep-20
晶華酒店,Taipei,538,16140,0.56,3189.85,28641639,105392431,149836205,1774.57,8979,9/1/2020,Sep-20
板橋凱撒大飯店,Others,400,12000,0.53,2907.79,18403423,11909727,30317873,1533.62,6329,9/1/2020,Sep-20
桃園喜來登酒店(原桃禧航空城酒店 ~03/2019),Taoyuan-Hsinchu-Miaoli,190,5700,0.34,1741.99,3369005,8610042,13018400,591.05,1934,9/1/2020,Sep-20
樂樂日暉溫泉酒店,Others,48,1440,0.36,2497.98,1311438,0,1311438,910.72,525,9/1/2020,Sep-20
歐華酒店,Taipei,112,3360,0.11,2424.52,860703,6614679,8029728,256.16,355,9/1/2020,Sep-20
海灣藝術酒店,Taichung,226,6780,0.89,2181.11,13217500,0,13225500,1949.48,6060,9/1/2020,Sep-20
涵碧樓⼤飯店,Scenery,96,2880,0.81,15321.81,35868347,8760272,51831255,12454.29,2341,9/1/2020,Sep-20
漢來⼤飯店,Kaohsiung,535,16050,0.47,2623.63,19839894,62153678,136051809,1236.13,7562,9/1/2020,Sep-20
澎湖福朋喜來登酒店,Others,331,9930,0.83,3378.85,27753880,26454516,60051256,2794.95,8214,9/1/2020,Sep-20
瑞穗天合國際觀光酒店,Hualien,198,5940,0.86,7910.67,40289031,17581429,66313963,6782.67,5093,9/1/2020,Sep-20
瓏⼭林台北中和飯店,Others,126,3780,0.13,1902.39,905539,6581457,8878734,239.56,476,9/1/2020,Sep-20
知本老爺大酒店,Scenery,182,5460,0.89,4247.48,20608764,12297214,37069277,3774.5,4852,9/1/2020,Sep-20
碧特弗⼤飯店,Others,54,1620,0.09,2693.38,385153,94369,479522,237.75,143,9/1/2020,Sep-20
礁溪老爺大酒店,Scenery,197,5910,0.73,6484.66,28020230,20110012,59377518,4741.16,4321,9/1/2020,Sep-20
神旺⼤飯店,Taipei,268,8040,0.03,2672.63,582634,19707858,21363403,72.47,218,9/1/2020,Sep-20
福容大飯店(台北一館),Taipei,120,3600,0.16,2225.48,1281876,7545819,9628590,356.08,576,9/1/2020,Sep-20
福容大飯店(林口),Taoyuan-Hsinchu-Miaoli,149,4470,0.44,2466.71,4866819,1574279,6448932,1088.77,1973,9/1/2020,Sep-20
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5460,0.33,2070.77,3692175,8468412,12536801,676.22,1783,9/1/2020,Sep-20
福容大飯店(淡水漁人碼頭),Others,198,5940,0.46,4060.91,11033483,11517309,24346455,1857.49,2717,9/1/2020,Sep-20
福容大飯店(福隆),Scenery,174,5220,0.52,3733.85,10223274,7651390,18035452,1958.48,2738,9/1/2020,Sep-20
福容大飯店(高雄),Kaohsiung,250,7500,0.54,1758.62,7074948,4805252,11886635,943.33,4023,9/1/2020,Sep-20
福華大飯店,Taipei,606,18180,0.22,2274.57,8955000,26440000,47518000,492.57,3937,9/1/2020,Sep-20
第一⼤飯店,Taipei,176,5280,0.19,1146.24,1119872,3149055,23453532,212.1,977,9/1/2020,Sep-20
綠舞國際觀光飯店,Others,104,3120,0.49,4933.38,7557936,4233762,13703371,2422.42,1532,9/1/2020,Sep-20
美侖⼤飯店,Hualien,343,10290,0.48,2303.86,11482420,4616359,16859923,1115.88,4984,9/1/2020,Sep-20
美麗信花園酒店,Taipei,203,6090,0.42,1273.63,3275775,3105568,9286978,537.89,2572,9/1/2020,Sep-20
美麗春天⼤飯店,Others,34,1020,0.09,2694.64,245212,125096,370308,240.4,91,9/1/2020,Sep-20
義大皇家酒店,Kaohsiung,656,19680,0.56,2711.87,29749252,19693107,66009431,1511.65,10970,9/1/2020,Sep-20
義華酒店,Taipei,149,4470,0.17,2838,2159718,130025,2546358,483.16,761,9/1/2020,Sep-20
老爺大酒店,Taipei,202,6060,0.34,2384.04,4911126,18026389,26857851,810.42,2060,9/1/2020,Sep-20
耐斯王⼦⼤飯店,Others,245,7350,0.56,2148.62,8903864,12513090,22443189,1211.41,4144,9/1/2020,Sep-20
花蓮亞士都飯店,Hualien,167,5010,0.59,1101.64,3230000,1695000,4934392,644.71,2932,9/1/2020,Sep-20
花蓮翰品酒店,Hualien,197,5910,0.9,2489.39,13270933,9901910,23884396,2245.5,5331,9/1/2020,Sep-20
華園大飯店,Kaohsiung,269,8070,0.52,1325.22,5540744,3703557,9745914,686.59,4181,9/1/2020,Sep-20
華泰王子大飯店,Taipei,220,6600,0.18,1506.68,1803498,8897566,12857321,273.26,1197,9/1/2020,Sep-20
蘭城晶英酒店,Others,193,5790,0.7,9041.18,36616783,42963671,88138955,6324.14,4050,9/1/2020,Sep-20
裕元花園酒店,Taichung,149,4470,0.65,2871.56,8333268,26320943,39033388,1864.27,2902,9/1/2020,Sep-20
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11520,0.16,2102.89,3755753,1836759,6227273,326.02,1786,9/1/2020,Sep-20
豪景⼤酒店,Taipei,209,6270,0.02,1810.64,275217,0,562237,43.89,152,9/1/2020,Sep-20
趣淘漫旅,Scenery,198,5940,0.83,2558.46,12628548,4098780,18643786,2126.02,4936,9/1/2020,Sep-20
遠百企業觀光旅館,Others,40,1200,0.04,1004.44,45200,0,45200,37.67,45,9/1/2020,Sep-20
遠雄悅來大飯店,Hualien,381,11430,0.8,3058.59,28142053,21073307,56442543,2462.12,9201,9/1/2020,Sep-20
鈺通⼤飯店,Others,120,3600,0.32,1757.72,1996765,4058937,6066708,554.66,1136,9/1/2020,Sep-20
阿里山賓館,Scenery,35,1050,0.52,4991.38,2705328,0,2705328,2576.5,542,9/1/2020,Sep-20
阿里山賓館(新館),Scenery,104,3120,0.88,4808.29,13208365,9096009,22695721,4233.45,2747,9/1/2020,Sep-20
陸島酒店,Others,47,1410,0.74,1527.85,1599660,169200,1770160,1134.51,1047,9/1/2020,Sep-20
陽明⼭中國麗緻⼤飯店,Scenery,47,1410,0.36,3724.84,1884771,1770128,6150687,1336.72,506,9/1/2020,Sep-20
雲品溫泉酒店⽇⽉潭,Scenery,211,6330,0.91,8117.13,46917028,24924199,77015025,7411.85,5780,9/1/2020,Sep-20
首都大飯店,Taipei,129,3870,0.3,1779.72,2052014,1916705,4708375,530.24,1153,9/1/2020,Sep-20
香格⾥拉台北遠東國際⼤飯店,Taipei,420,12600,0.3,4492.91,17198871,55966253,81990814,1364.99,3828,9/1/2020,Sep-20
香格里拉台南遠東國際大飯店,Others,331,9930,0.68,3285.37,22057971,24846731,52163438,2221.35,6714,9/1/2020,Sep-20
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5730,0.64,1959.75,7174636,4076292,11570673,1252.12,3661,9/1/2020,Sep-20
⾼雄國賓⼤飯店,Kaohsiung,453,13590,0.59,2114.51,17047195,40980551,58659173,1254.39,8062,9/1/2020,Sep-20
高雄圓山大飯店,Scenery,107,3210,0.4,2622.21,3387898,9611726,15513773,1055.42,1292,9/1/2020,Sep-20
⾼雄福華⼤飯店,Kaohsiung,271,8130,0.53,2169.1,9259902,19145205,31072389,1138.98,4269,9/1/2020,Sep-20
麒麟⼤飯店,Others,167,5010,0.43,2765.71,5904792,2166468,8305513,1178.6,2135,9/1/2020,Sep-20
麗尊⼤酒店,Kaohsiung,188,5640,0.39,2084.55,4621444,8042076,13206357,819.4,2217,9/1/2020,Sep-20
龍⾕⼤飯店,Scenery,189,5670,0.28,1691.76,2656057,1220810,4202370,468.44,1570,9/1/2020,Sep-20
⻄華⼤飯店,Taipei,343,10633,0.3,2470.97,7786018,12960670,23476204,732.25,3151,10/1/2020,Oct-20
⻑榮桂冠酒店(台中),Taichung,354,10974,0.64,2300.86,16165842,20996533,41751153,1473.1,7026,10/1/2020,Oct-20
⻑榮桂冠酒店(基隆),Others,140,4340,0.88,2784.78,10612813,5491342,19105992,2445.35,3811,10/1/2020,Oct-20
⻑榮鳳凰酒店(礁溪),Others,231,7161,0.68,6197.61,30324882,22506595,61610989,4234.73,4893,10/1/2020,Oct-20
三德⼤飯店,Taipei,287,8897,0.23,2993.72,6044314,1211695,9120070,679.37,2019,10/1/2020,Oct-20
亞士都飯店,Taipei,40,1240,0.09,2416.07,275432,0,275432,222.12,114,10/1/2020,Oct-20
亞都麗緻⼤飯店,Taipei,209,6479,0.26,2847.04,4771631,13267090,21453519,736.48,1676,10/1/2020,Oct-20
兄弟大飯店,Taipei,250,7750,0.19,2422.3,3631034,36197200,44190199,468.52,1499,10/1/2020,Oct-20
全國⼤飯店,Taichung,178,5518,0.46,2274.4,5751967,10111067,17809259,1042.4,2529,10/1/2020,Oct-20
六福客棧,Taipei,230,7130,0.34,1194.99,2920559,0,3286209,409.62,2444,10/1/2020,Oct-20
凱撒⼤飯店,Scenery,281,8711,1,6059.33,52637386,10026884,65243498,6042.63,8687,10/1/2020,Oct-20
北投老爺酒店,Taipei,50,1550,0.82,4763.19,6068305,4538153,12086266,3915.04,1274,10/1/2020,Oct-20
北投麗禧溫泉酒店,Taipei,66,2046,0.65,14106.43,18888512,7660430,34159917,9231.92,1339,10/1/2020,Oct-20
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3441,0.54,4498.42,8376058,12141679,27671291,2434.19,1862,10/1/2020,Oct-20
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7905,0.64,2975.46,15112383,16372944,32456680,1911.75,5079,10/1/2020,Oct-20
台中港酒店,Taichung,200,6200,0.89,2617.92,14466622,2641437,18175984,2333.33,5526,10/1/2020,Oct-20
台中福華大飯店,Taichung,155,4805,0.72,2737.47,9422384,11183855,24411241,1960.95,3442,10/1/2020,Oct-20
台中金典酒店,Taichung,222,6882,0.72,2944.45,14689844,20632363,46909472,2134.53,4989,10/1/2020,Oct-20
台北W飯店,Taipei,405,12555,0.36,6023.9,27312350,35839549,70385958,2175.42,4534,10/1/2020,Oct-20
台北中山雅樂軒酒店,Taipei,88,2728,0.62,2260.38,3815513,920006,5238278,1398.65,1688,10/1/2020,Oct-20
台北凱撒大飯店,Taipei,478,14818,0.5,2096.83,15397007,18277527,37740660,1039.07,7343,10/1/2020,Oct-20
台北君品大酒店,Taipei,286,8866,0.32,2542.14,7115458,60411387,72199371,802.56,2799,10/1/2020,Oct-20
台北君悅酒店,Taipei,850,26350,0.3,3857.12,30232131,75538234,121808379,1147.33,7838,10/1/2020,Oct-20
台北寒舍喜來登大飯店,Taipei,688,21328,0.32,2917.33,19718224,103832852,138750996,924.52,6759,10/1/2020,Oct-20
台北寒舍艾美酒店,Taipei,160,4960,0.32,6136.47,9830628,56060321,72861348,1981.98,1602,10/1/2020,Oct-20
台北有園飯店,Taipei,56,1736,0.38,2225.16,1450807,0,7060087,835.72,652,10/1/2020,Oct-20
台北美福⼤飯店,Taipei,146,4526,0.4,4800.31,8611754,54601910,67712290,1902.73,1794,10/1/2020,Oct-20
台北花園⼤酒店,Taipei,241,7471,0.43,1530.09,4861108,22328853,29914197,650.66,3177,10/1/2020,Oct-20
台北華國⼤飯店,Taipei,326,10106,0.53,3144.4,16831967,6192877,23668471,1665.54,5353,10/1/2020,Oct-20
台北萬豪酒店,Taipei,318,9858,0.54,4202.15,22561334,69414161,116323792,2288.63,5369,10/1/2020,Oct-20
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15996,0.42,3132.73,20816980,12783318,37676408,1301.39,6645,10/1/2020,Oct-20
台南大員皇冠假日酒店,Others,231,7161,0.75,3777.42,20322511,20036278,44414152,2837.94,5380,10/1/2020,Oct-20
台南⼤飯店,Others,152,4712,0.59,2237.19,6210440,7937096,15171042,1318.01,2776,10/1/2020,Oct-20
台東桂⽥喜來登酒店,Others,278,8618,0.77,2943.67,19551876,22351041,44958293,2268.73,6642,10/1/2020,Oct-20
台糖⻑榮酒店(台南),Others,197,6107,0.78,2611.57,12438893,19707576,33451669,2036.83,4763,10/1/2020,Oct-20
合尊酒店 S Hotel,Taipei,101,3131,0.54,3788.29,6451466,2363479,9702296,2060.51,1703,10/1/2020,Oct-20
名人堂花園大飯店,Taoyuan-Hsinchu-Miaoli,128,3968,0.58,5141.16,11747552,18947640,39564907,2960.57,2285,10/1/2020,Oct-20
名都觀光渡假大飯店,Scenery,97,3007,0.19,2701.96,1513096,1791302,3391403,503.19,560,10/1/2020,Oct-20
