Hotel,Area,Room,Supply,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Demand,Date,Month
美侖⼤飯店,Hualien,343,10633,0.63,1864.56,12554058,9316636,22507049,1180.67,6733,5/1/2019,May-19
美麗信花園酒店,Taipei,203,6293,0.88,2401.56,13350295,6795346,26654009,2121.45,5559,5/1/2019,May-19
美麗春天⼤飯店,Others,34,1054,0.53,2009.68,1113360,132051,1245411,1056.32,554,5/1/2019,May-19
義大皇家酒店,Kaohsiung,656,20336,0.49,2866,28522432,22092070,53539139,1402.56,9952,5/1/2019,May-19
義華酒店,Taipei,149,4619,0.44,3536,7128576,153994,8560442,1543.32,2016,5/1/2019,May-19
老爺大酒店,Taipei,202,6262,0.92,4915.03,28335161,24658730,60628513,4524.94,5765,5/1/2019,May-19
耐斯王⼦⼤飯店,Others,245,7595,0.7,2041.77,10827487,14931665,26925124,1425.61,5303,5/1/2019,May-19
花蓮亞士都飯店,Hualien,167,5177,0.37,883.72,1710000,540000,2259024,330.31,1935,5/1/2019,May-19
花蓮翰品酒店,Hualien,197,6107,0.74,1941.31,8722307,10197763,19668558,1428.25,4493,5/1/2019,May-19
華園大飯店,Kaohsiung,269,8339,0.76,1290.56,8155054,3830270,12554246,977.94,6319,5/1/2019,May-19
華泰王子大飯店,Taipei,205,6355,0.65,2862.09,11829038,10413846,25674197,1861.37,4133,5/1/2019,May-19
華王大飯店,Kaohsiung,297,9207,0.41,1258.82,4774694,2968336,7851351,518.59,3793,5/1/2019,May-19
蘭城晶英酒店,Others,193,5983,0.5,8593.57,25608828,30836183,63017234,4280.27,2980,5/1/2019,May-19
裕元花園酒店,Taichung,149,4619,0.63,3129.33,9078179,27573504,41168954,1965.4,2901,5/1/2019,May-19
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11904,0.21,3767.99,9250404,5661671,16231865,777.08,2455,5/1/2019,May-19
豪景⼤酒店,Taipei,209,6479,0.75,2058.59,9951200,406655,10646768,1535.92,4834,5/1/2019,May-19
趣淘漫旅,Scenery,198,6138,0.37,2490.93,5651915,3462854,10550554,920.81,2269,5/1/2019,May-19
遠百企業觀光旅館,Others,40,1240,0.06,1008.22,73600,0,73600,59.35,73,5/1/2019,May-19
遠雄悅來大飯店,Hualien,381,11811,0.42,2834.82,13969998,11414325,29515179,1182.8,4928,5/1/2019,May-19
鈺通⼤飯店,Others,120,3720,0.25,1535.85,1429879,3989968,5434971,384.38,931,5/1/2019,May-19
阿里山賓館,Scenery,35,1085,0.29,5145.13,1615570,0,1615570,1489,314,5/1/2019,May-19
阿里山賓館(新館),Scenery,102,3162,0.5,4951.53,7887785,4844912,13138471,2494.56,1593,5/1/2019,May-19
陸島酒店,Others,47,1457,0.44,1915.66,1227938,101520,1367258,842.79,641,5/1/2019,May-19
陽明⼭中國麗緻⼤飯店,Scenery,47,1457,0.31,4084.11,1850104,1701425,5167957,1269.8,453,5/1/2019,May-19
雲品溫泉酒店⽇⽉潭,Scenery,211,6541,0.7,7379.16,33789193,21473497,58843392,5165.75,4579,5/1/2019,May-19
首都大飯店,Taipei,129,3999,0.76,3000.26,9114798,2402228,12170428,2279.27,3038,5/1/2019,May-19
香格⾥拉台北遠東國際⼤飯店,Taipei,420,13020,0.7,6196.59,56333217,57651454,130886457,4326.67,9091,5/1/2019,May-19
香格里拉台南遠東國際大飯店,Others,333,10323,0.7,3568.31,25920211,31799227,64275227,2510.92,7264,5/1/2019,May-19
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5921,0.55,1692.57,5541459,4949664,10845967,935.9,3274,5/1/2019,May-19
⾼雄國賓⼤飯店,Kaohsiung,453,14043,0.84,1959.36,23228244,32737809,58114242,1654.08,11855,5/1/2019,May-19
高雄圓山大飯店,Scenery,107,3317,0.63,2170.64,4501907,8709295,14086091,1357.22,2074,5/1/2019,May-19
⾼雄福華⼤飯店,Kaohsiung,271,8401,0.75,2092.49,13105278,19554085,35672468,1559.97,6263,5/1/2019,May-19
麒麟⼤飯店,Others,167,5177,0.23,4038.73,4737431,1430516,6405629,915.09,1173,5/1/2019,May-19
麗尊⼤酒店,Kaohsiung,198,6138,0.65,2165.06,8677567,15947539,26356259,1413.75,4008,5/1/2019,May-19
龍⾕⼤飯店,Scenery,189,5859,0.19,1866.63,2027162,1171657,3511118,345.99,1086,5/1/2019,May-19
⻄華⼤飯店,Taipei,343,10290,0.68,4284.98,29999135,17203924,52101699,2915.37,7001,6/1/2019,Jun-19
⻑榮桂冠酒店(台中),Taichung,354,10620,0.7,2235.88,16594703,23625238,45270319,1562.59,7422,6/1/2019,Jun-19
⻑榮桂冠酒店(基隆),Others,140,4200,0.84,2498.15,8820964,5816194,17570666,2100.23,3531,6/1/2019,Jun-19
⻑榮鳳凰酒店(礁溪),Others,231,6930,0.63,5535.23,24050576,19739336,50138211,3470.5,4345,6/1/2019,Jun-19
三德⼤飯店,Taipei,287,8610,0.44,1798.95,6773029,3561411,13073573,786.65,3765,6/1/2019,Jun-19
亞士都飯店,Taipei,40,1200,0.39,2287.83,1075282,0,1075282,896.07,470,6/1/2019,Jun-19
亞都麗緻⼤飯店,Taipei,209,6270,0.67,4027.62,16891849,10080575,31348498,2694.07,4194,6/1/2019,Jun-19
兄弟大飯店,Taipei,250,7500,0.6,3384.81,15258725,38387688,57830409,2034.5,4508,6/1/2019,Jun-19
全國⼤飯店,Taichung,178,5340,0.64,2050.2,7060906,17316347,26637113,1322.27,3444,6/1/2019,Jun-19
六福客棧,Taipei,230,6900,0.68,1334.84,6235052,7725357,14420125,903.63,4671,6/1/2019,Jun-19
凱撒⼤飯店,Scenery,281,8430,0.96,4591.65,37343928,13835426,53556245,4429.88,8133,6/1/2019,Jun-19
北投老爺酒店,Taipei,50,1500,0.45,5003.49,3387362,2109264,6208276,2258.24,677,6/1/2019,Jun-19
北投麗禧溫泉酒店,Taipei,66,1980,0.49,12555.45,12304339,9966558,25423822,6214.31,980,6/1/2019,Jun-19
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3330,0.73,4442.52,10857521,11387866,27191919,3260.52,2444,6/1/2019,Jun-19
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7650,0.81,2861.13,17724728,17603245,37168212,2316.96,6195,6/1/2019,Jun-19
台中港酒店,Taichung,200,6000,0.76,2539.3,11563982,3056741,15888125,1927.33,4554,6/1/2019,Jun-19
台中福華大飯店,Taichung,155,4650,0.7,2589.59,8444666,11378058,22496291,1816.06,3261,6/1/2019,Jun-19
台中金典酒店,Taichung,222,6660,0.78,2868.51,14824436,23267496,50592643,2225.89,5168,6/1/2019,Jun-19
台北W飯店,Taipei,405,12150,0.84,8605.13,87669107,46107847,151135404,7215.56,10188,6/1/2019,Jun-19
台北中山雅樂軒酒店,Taipei,88,2640,0.82,4221.46,9164782,752866,11095952,3471.51,2171,6/1/2019,Jun-19
台北凱撒大飯店,Taipei,478,14340,0.85,3460.58,41969869,21931613,66893863,2926.77,12128,6/1/2019,Jun-19
台北君品大酒店,Taipei,286,8580,0.75,4812.35,31155164,56144068,92174040,3631.14,6474,6/1/2019,Jun-19
台北君悅酒店,Taipei,850,25500,0.68,5750.68,100176825,99796970,230755935,3928.5,17420,6/1/2019,Jun-19
台北寒舍喜來登大飯店,Taipei,688,20640,0.65,4918.59,66056633,110634062,197695611,3200.42,13430,6/1/2019,Jun-19
台北寒舍艾美酒店,Taipei,160,4800,0.83,9063.11,36288698,63106130,115083377,7560.15,4004,6/1/2019,Jun-19
台北有園飯店,Taipei,56,1680,0.83,2528.93,3515211,452465,4104695,2092.39,1390,6/1/2019,Jun-19
台北美福⼤飯店,Taipei,146,4380,0.53,6511.62,15015807,60013722,80511739,3428.27,2306,6/1/2019,Jun-19
台北花園⼤酒店,Taipei,241,7230,0.9,2244.18,14616373,22422130,40631205,2021.63,6513,6/1/2019,Jun-19
台北華國⼤飯店,Taipei,326,9780,0.74,2944.12,21400797,9583154,32998923,2188.22,7269,6/1/2019,Jun-19
台北萬豪酒店,Taipei,318,9540,0.76,5933.37,43230533,64385149,141469035,4531.5,7286,6/1/2019,Jun-19
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15480,0.66,2767.05,28456360,11424900,44738089,1838.27,10284,6/1/2019,Jun-19
台南大員皇冠假日酒店,Others,231,6930,0.64,3050.79,13502789,16174668,32793725,1948.45,4426,6/1/2019,Jun-19
台南⼤飯店,Others,152,4560,0.61,2049.37,5736199,8709782,15611565,1257.94,2799,6/1/2019,Jun-19
台東桂⽥喜來登酒店,Others,290,8700,0.5,2679.07,11570905,12593224,24846019,1329.99,4319,6/1/2019,Jun-19
台糖⻑榮酒店(台南),Others,197,5910,0.87,2316.29,11954356,20305090,33767942,2022.73,5161,6/1/2019,Jun-19
合尊酒店 S Hotel,Taipei,101,3030,0.76,3898.85,9033646,3245003,13570389,2981.4,2317,6/1/2019,Jun-19
名都觀光渡假大飯店,Scenery,97,2910,0.57,1030.01,1703638,3103217,4919776,585.44,1654,6/1/2019,Jun-19
君鴻國際酒店,Kaohsiung,585,17550,0.62,2192.14,23979816,24100868,59418676,1366.37,10939,6/1/2019,Jun-19
和昇帝景飯店,Others,60,1800,0.41,2681.04,1997375,0,1997974,1109.65,745,6/1/2019,Jun-19
國王大飯店,Taipei,97,2910,0.68,1560.49,3071048,808863,3935876,1055.34,1968,6/1/2019,Jun-19
國聯⼤飯店,Taipei,243,7290,0.64,2110.68,9899080,1341255,12442515,1357.9,4690,6/1/2019,Jun-19
國賓大飯店,Taipei,316,9480,0.61,3715.07,21651415,76404453,104372337,2283.9,5828,6/1/2019,Jun-19
圓山大飯店,Taipei,500,15000,0.77,3589.12,41282107,59082934,115111639,2752.14,11502,6/1/2019,Jun-19
墾丁怡灣渡假酒店,Scenery,240,7200,0.37,2754.34,7265950,311824,8000452,1009.16,2638,6/1/2019,Jun-19
墾丁福華渡假飯店,Scenery,458,13740,0.72,3256.05,32052565,11873964,46664858,2332.79,9844,6/1/2019,Jun-19
大億麗緻酒店,Others,315,9450,0.68,3015.19,19381629,23467812,47891216,2050.97,6428,6/1/2019,Jun-19
大板根渡假酒店,Others,95,2850,0.82,4685.09,10991226,12772498,36661394,3856.57,2346,6/1/2019,Jun-19
天成大飯店,Taipei,225,6750,0.91,3012.14,18569871,23527180,44612041,2751.09,6165,6/1/2019,Jun-19
太魯閣晶英酒店,Scenery,160,4800,0.76,7433.16,27197936,9452087,40498884,5666.24,3659,6/1/2019,Jun-19
娜路彎⼤酒店,Others,276,8280,0.51,3929.93,16725766,10020322,30975227,2020.02,4256,6/1/2019,Jun-19
寒舍艾麗酒店,Taipei,235,7050,0.8,6165.01,34918635,25878478,67164365,4953,5664,6/1/2019,Jun-19
寒軒國際大飯店,Kaohsiung,380,11400,0.67,1862.67,14217739,15831834,30836488,1247.17,7633,6/1/2019,Jun-19
寶華大飯店,Others,78,2340,0.64,2617.23,3928464,5160,3935624,1678.83,1501,6/1/2019,Jun-19
尊爵大飯店,Taoyuan-Hsinchu-Miaoli,231,6930,0.58,2322.56,9378497,15164465,26357447,1353.32,4038,6/1/2019,Jun-19
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,7500,0.83,2183.14,13528926,26943863,41025339,1803.86,6197,6/1/2019,Jun-19
山泉大飯店,Others,167,5010,0.4,2098.17,4229917,108481,4566735,844.29,2016,6/1/2019,Jun-19
幼獅大飯店,Others,55,1650,0.2,1001.78,326580,0,354380,197.93,326,6/1/2019,Jun-19
康華⼤飯店,Taipei,215,6450,0.61,2262.05,8939639,10491081,20174638,1385.99,3952,6/1/2019,Jun-19
悅川酒店,Others,103,3090,0.8,3337.84,8284513,6378116,14662629,2681.07,2482,6/1/2019,Jun-19
慶泰大飯店,Taipei,150,4500,0.77,2751.63,9484857,5475006,15487472,2107.75,3447,6/1/2019,Jun-19
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,11580,0.86,3693.01,36671585,41657207,88632734,3166.8,9930,6/1/2019,Jun-19
新竹國賓大飯店,Taoyuan-Hsinchu-Miaoli,257,7710,0.76,2956.7,17432680,37349358,60046930,2261.05,5896,6/1/2019,Jun-19
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6240,0.64,3002.36,12048463,12872668,26090704,1930.84,4013,6/1/2019,Jun-19
日勝生加賀屋國際溫泉飯店,Taipei,90,2700,0.46,5470.9,6849570,5507845,15757286,2536.88,1252,6/1/2019,Jun-19
⽇⽉⾏館,Scenery,92,2760,0.28,10011.4,7828915,2016932,9972893,2836.56,782,6/1/2019,Jun-19
晶悅國際飯店,Taoyuan-Hsinchu-Miaoli,388,11640,0.62,1669.23,12050161,4880279,17825642,1035.24,7219,6/1/2019,Jun-19
晶英國際⾏館,Kaohsiung,147,4410,0.26,6631.51,7533398,9781826,19939251,1708.25,1136,6/1/2019,Jun-19
晶華酒店,Taipei,538,16140,0.78,5438.07,68644783,141339637,260259805,4253.08,12623,6/1/2019,Jun-19
東⽅渡假酒店,Scenery,112,3360,0.24,2567.3,2076946,1577382,3654328,618.14,809,6/1/2019,Jun-19
板橋凱撒大飯店,Others,400,12000,0.7,3542.82,29671137,15158104,45029146,2472.59,8375,6/1/2019,Jun-19
桃園喜來登酒店(原桃禧航空城酒店 ~03/2019),Taoyuan-Hsinchu-Miaoli,187,5610,0.15,1077.18,924221,5258179,6739601,164.75,858,6/1/2019,Jun-19
樂樂日暉溫泉酒店,Others,48,1440,0,0,0,0,0,0,0,6/1/2019,Jun-19
歐華酒店,Taipei,112,3360,0.42,2954.84,4163376,5038648,10342110,1239.1,1409,6/1/2019,Jun-19
洛碁⼤飯店花華本館,Taipei,112,3360,0.84,1725.68,4875045,0,4875045,1450.91,2825,6/1/2019,Jun-19
海灣藝術酒店,Taichung,228,6840,0.35,1447.48,3502905,761654,4458202,512.12,2420,6/1/2019,Jun-19
涵碧樓⼤飯店,Scenery,96,2880,0.81,14010.8,32673197,4873090,40526119,11344.86,2332,6/1/2019,Jun-19
漢來⼤飯店,Kaohsiung,535,16050,0.7,2941.08,33248941,65319744,115521374,2071.59,11305,6/1/2019,Jun-19
澎湖福朋喜來登酒店,Others,331,9930,0.8,3108.02,24581330,21666331,51065847,2475.46,7909,6/1/2019,Jun-19
瑞穗天合國際觀光酒店,Hualien,198,5940,0.6,6610.47,23619220,11621429,40513987,3976.3,3573,6/1/2019,Jun-19
瓏⼭林台北中和飯店,Others,126,3780,0.37,2365.71,3302538,3221195,7934892,873.69,1396,6/1/2019,Jun-19
知本老爺大酒店,Scenery,182,5460,0.59,3817.97,12362603,7877907,23550688,2264.21,3238,6/1/2019,Jun-19
碧特弗⼤飯店,Others,54,1620,0.42,2151.76,1461043,136904,1597947,901.88,679,6/1/2019,Jun-19
礁溪老爺大酒店,Scenery,193,5790,0.66,6630.48,25195823,19453067,53893981,4351.61,3800,6/1/2019,Jun-19
神旺⼤飯店,Taipei,268,8040,0.83,2262.46,15011454,25402362,43724595,1867.1,6635,6/1/2019,Jun-19
福容大飯店(台北一館),Taipei,120,3600,0.6,2961.87,6445028,11713285,19591477,1790.29,2176,6/1/2019,Jun-19
福容大飯店(林口),Taoyuan-Hsinchu-Miaoli,149,4470,0.61,2967.01,8034655,3418932,11513193,1797.46,2708,6/1/2019,Jun-19
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5460,0.71,1928.32,7433663,5047669,12880971,1361.48,3855,6/1/2019,Jun-19
福容大飯店(淡水漁人碼頭),Others,198,5940,0.57,4482.59,15254249,18255026,35976079,2568.06,3403,6/1/2019,Jun-19
福容大飯店(福隆),Scenery,174,5220,0.49,4837.63,12360147,6863428,20045694,2367.84,2555,6/1/2019,Jun-19
福容大飯店(高雄),Kaohsiung,250,7500,0.74,1573.36,8683361,4991636,13694549,1157.78,5519,6/1/2019,Jun-19
福華大飯店,Taipei,606,18180,0.65,3526.82,41687000,42914000,101181000,2293.01,11820,6/1/2019,Jun-19
第一⼤飯店,Taipei,176,5280,0.75,1532.05,6034727,3270092,28793907,1142.94,3939,6/1/2019,Jun-19
綠舞國際觀光飯店,Others,104,3120,0.29,5754.87,5139100,3143622,9262834,1647.15,893,6/1/2019,Jun-19
美侖⼤飯店,Hualien,343,10290,0.69,2139.31,15172000,10612077,26557924,1474.44,7092,6/1/2019,Jun-19
美麗信花園酒店,Taipei,203,6090,0.86,2163.68,11346312,6367372,33855878,1863.11,5244,6/1/2019,Jun-19
美麗春天⼤飯店,Others,34,1020,0.42,2173.34,930189,181478,1111667,911.95,428,6/1/2019,Jun-19
義大皇家酒店,Kaohsiung,656,19680,0.53,2847,29904888,22893158,56545968,1519.56,10504,6/1/2019,Jun-19
義華酒店,Taipei,149,4470,0.12,3933,2119887,185083,8536220,474.25,539,6/1/2019,Jun-19
老爺大酒店,Taipei,202,6060,0.88,4655.9,24960288,24850742,56117106,4118.86,5361,6/1/2019,Jun-19
耐斯王⼦⼤飯店,Others,245,7350,0.74,1999.8,10890932,16714864,28834584,1481.76,5446,6/1/2019,Jun-19
花蓮亞士都飯店,Hualien,167,5010,0.35,1134,2003782,850000,2876782,399.96,1767,6/1/2019,Jun-19
花蓮翰品酒店,Hualien,197,5910,0.77,2343.95,10721238,12637264,24371659,1814.08,4574,6/1/2019,Jun-19
華園大飯店,Kaohsiung,269,8070,0.68,1413.95,7783770,2434284,10700147,964.53,5505,6/1/2019,Jun-19
華泰王子大飯店,Taipei,203,6090,0.77,2773.98,12982224,10275284,25640726,2131.73,4680,6/1/2019,Jun-19
華王大飯店,Kaohsiung,297,8910,0.29,1450.2,3741522,1979118,5796083,419.92,2580,6/1/2019,Jun-19
蘭城晶英酒店,Others,193,5790,0.72,9352.64,39084697,33070270,82682844,6750.38,4179,6/1/2019,Jun-19
裕元花園酒店,Taichung,149,4470,0.73,3196.95,10492402,27452528,42759464,2347.29,3282,6/1/2019,Jun-19
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11520,0.22,3693.75,9167896,5250325,15694720,795.82,2482,6/1/2019,Jun-19
豪景⼤酒店,Taipei,209,6270,0.7,2080,9085426,1484687,10858755,1449.03,4368,6/1/2019,Jun-19
趣淘漫旅,Scenery,198,5940,0.5,2984.84,8781399,4510168,15169286,1478.35,2942,6/1/2019,Jun-19
遠百企業觀光旅館,Others,40,1200,0.06,1000,70000,0,70000,58.33,70,6/1/2019,Jun-19
遠雄悅來大飯店,Hualien,381,11430,0.58,3247.64,21661788,13265109,41413433,1895.17,6670,6/1/2019,Jun-19
鈺通⼤飯店,Others,120,3600,0.31,1739.94,1934818,6074615,8036553,537.45,1112,6/1/2019,Jun-19
阿里山賓館,Scenery,35,1050,0.38,5500.49,2211197,0,2211197,2105.9,402,6/1/2019,Jun-19
阿里山賓館(新館),Scenery,102,3060,0.67,5286.9,10795845,6431919,18305715,3528.05,2042,6/1/2019,Jun-19
陸島酒店,Others,47,1410,0.47,1621.53,1076699,101840,1200906,763.62,664,6/1/2019,Jun-19
陽明⼭中國麗緻⼤飯店,Scenery,47,1410,0.28,4045.31,1610032,2092784,5622028,1141.87,398,6/1/2019,Jun-19
雲品溫泉酒店⽇⽉潭,Scenery,211,6330,0.7,8137.31,36048292,20683219,60494522,5694.83,4430,6/1/2019,Jun-19
首都大飯店,Taipei,129,3870,0.64,2843.83,7001518,2347062,9961991,1809.18,2462,6/1/2019,Jun-19
香格⾥拉台北遠東國際⼤飯店,Taipei,420,12600,0.66,5751.51,47513264,58613154,121859031,3770.89,8261,6/1/2019,Jun-19
香格里拉台南遠東國際大飯店,Others,333,9990,0.72,3545.22,25475932,23205700,54756584,2550.14,7186,6/1/2019,Jun-19
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5730,0.69,1806.76,7136687,4939760,12528562,1245.5,3950,6/1/2019,Jun-19
⾼雄國賓⼤飯店,Kaohsiung,453,13590,0.87,1911.51,22492721,36047946,60685548,1655.09,11767,6/1/2019,Jun-19
高雄圓山大飯店,Scenery,107,3210,0.6,2430.16,4648893,11758429,17340258,1448.25,1913,6/1/2019,Jun-19
⾼雄福華⼤飯店,Kaohsiung,271,8130,0.69,2225.95,12498690,18321929,34355147,1537.35,5615,6/1/2019,Jun-19
麒麟⼤飯店,Others,167,5010,0.25,3422.88,4216982,1846341,6348811,841.71,1232,6/1/2019,Jun-19
麗尊⼤酒店,Kaohsiung,198,5940,0.65,2184.92,8468732,19052153,29485365,1425.71,3876,6/1/2019,Jun-19
龍⾕⼤飯店,Scenery,189,5670,0.23,1911.81,2456682,1044168,3874267,433.28,1285,6/1/2019,Jun-19
⻄華⼤飯店,Taipei,343,10633,0.65,4227.63,29056531,14170172,47656937,2732.67,6873,7/1/2019,Jul-19
⻑榮桂冠酒店(台中),Taichung,354,10974,0.67,2296.54,16953042,20075137,41696220,1544.84,7382,7/1/2019,Jul-19
⻑榮桂冠酒店(基隆),Others,140,4340,0.77,3021.65,10143682,6125520,19320755,2337.25,3357,7/1/2019,Jul-19
⻑榮鳳凰酒店(礁溪),Others,231,7161,0.8,5757.27,32902804,21374788,61020891,4594.72,5715,7/1/2019,Jul-19
三德⼤飯店,Taipei,287,8897,0.39,1854.98,6473894,857350,10072752,727.65,3490,7/1/2019,Jul-19
亞士都飯店,Taipei,40,1240,0.39,2315.57,1109160,0,1109160,894.48,479,7/1/2019,Jul-19
亞都麗緻⼤飯店,Taipei,209,6479,0.66,3831.93,16262711,9504006,29341928,2510.06,4244,7/1/2019,Jul-19
兄弟大飯店,Taipei,250,7750,0.61,3365.17,15923982,38052907,58473911,2054.71,4732,7/1/2019,Jul-19
全國⼤飯店,Taichung,178,5518,0.64,2012.82,7145518,12659738,22223662,1294.95,3550,7/1/2019,Jul-19
六福客棧,Taipei,230,7130,0.66,1310.42,6208788,7579265,14239439,870.8,4738,7/1/2019,Jul-19
凱撒⼤飯店,Scenery,281,8711,0.95,7230.29,59700514,9420812,71901122,6853.46,8257,7/1/2019,Jul-19
北投老爺酒店,Taipei,50,1550,0.43,4961.85,3314514,1980463,6090598,2138.4,668,7/1/2019,Jul-19
北投麗禧溫泉酒店,Taipei,66,2046,0.43,12580.46,11171450,5268031,19293468,5460.14,888,7/1/2019,Jul-19
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3441,0.74,4213.64,10681580,10287297,26242047,3104.21,2535,7/1/2019,Jul-19
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7905,0.88,2915.98,20359351,17622108,40140416,2575.5,6982,7/1/2019,Jul-19
台中港酒店,Taichung,200,6200,0.71,2587,11457812,2977456,15535870,1848.03,4429,7/1/2019,Jul-19
台中福華大飯店,Taichung,155,4805,0.7,2622.17,8865552,8223871,19834918,1845.07,3381,7/1/2019,Jul-19
台中金典酒店,Taichung,222,6882,0.79,2933.38,15951717,18884543,48259036,2317.89,5438,7/1/2019,Jul-19
台北W飯店,Taipei,405,12555,0.85,8523.28,90466146,46597527,154895759,7205.59,10614,7/1/2019,Jul-19
台北中山雅樂軒酒店,Taipei,88,2728,0.82,4040.74,9067420,872964,11020406,3323.83,2244,7/1/2019,Jul-19
台北凱撒大飯店,Taipei,478,14818,0.85,3581.79,44965768,17239771,67358277,3034.54,12554,7/1/2019,Jul-19
台北君品大酒店,Taipei,286,8866,0.76,4690.62,31502189,52759755,88515610,3553.15,6716,7/1/2019,Jul-19
台北君悅酒店,Taipei,850,26350,0.67,5532.04,97684842,82875373,204355241,3707.2,17658,7/1/2019,Jul-19
台北寒舍喜來登大飯店,Taipei,688,21328,0.67,4939.6,71071000,99826926,191989563,3332.29,14388,7/1/2019,Jul-19
台北寒舍艾美酒店,Taipei,160,4960,0.77,8459.9,32409867,51022559,97272465,6534.25,3831,7/1/2019,Jul-19
台北有園飯店,Taipei,56,1736,0.87,2586.7,3918849,426295,4451018,2257.4,1515,7/1/2019,Jul-19
台北美福⼤飯店,Taipei,146,4526,0.49,6335.15,13918332,43188236,61772811,3075.19,2197,7/1/2019,Jul-19
台北花園⼤酒店,Taipei,241,7471,0.92,2327.09,16061599,21165072,40789730,2149.86,6902,7/1/2019,Jul-19
台北華國⼤飯店,Taipei,326,10106,0.72,2736.7,20016196,8811626,30650348,1980.62,7314,7/1/2019,Jul-19
台北萬豪酒店,Taipei,318,9858,0.83,5660.39,46092557,55583417,134443593,4675.65,8143,7/1/2019,Jul-19
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15996,0.61,2766.24,27070444,10016279,41608973,1692.33,9786,7/1/2019,Jul-19
台南大員皇冠假日酒店,Others,231,7161,0.64,3076.43,14117731,13600399,30571000,1971.47,4589,7/1/2019,Jul-19
台南⼤飯店,Others,152,4712,0.6,2047,5768454,8207631,15024680,1224.21,2818,7/1/2019,Jul-19
台東桂⽥喜來登酒店,Others,278,8618,0.63,2926.07,15979254,15580390,32302136,1854.17,5461,7/1/2019,Jul-19
台糖⻑榮酒店(台南),Others,197,6107,0.86,2550.42,13422871,19188398,34780258,2197.95,5263,7/1/2019,Jul-19
合尊酒店 S Hotel,Taipei,101,3131,0.73,3634.24,8318786,3474774,13025675,2656.91,2289,7/1/2019,Jul-19
名都觀光渡假大飯店,Scenery,97,3007,0.62,877.28,1647529,3166669,4924879,547.9,1878,7/1/2019,Jul-19
和昇帝景飯店,Others,60,1860,0.45,2528.51,2121421,6000,2127421,1140.55,839,7/1/2019,Jul-19
國王大飯店,Taipei,97,3007,0.64,1573.89,3009275,809548,3884570,1000.76,1912,7/1/2019,Jul-19
國聯⼤飯店,Taipei,243,7533,0.63,2058.26,9735547,1283497,12197051,1292.39,4730,7/1/2019,Jul-19
國賓大飯店,Taipei,316,9796,0.65,3500.26,22359632,67839051,96779740,2282.53,6388,7/1/2019,Jul-19
圓山大飯店,Taipei,500,15500,0.83,3743.57,48123567,47599801,105220904,3104.75,12855,7/1/2019,Jul-19
墾丁怡灣渡假酒店,Scenery,240,7440,0.48,3140.19,11285858,572805,12230256,1516.92,3594,7/1/2019,Jul-19
墾丁福華渡假飯店,Scenery,458,14198,0.73,4539.48,47169692,12544175,64680819,3322.28,10391,7/1/2019,Jul-19
大億麗緻酒店,Others,315,9765,0.73,3081.71,22043438,19225537,45889193,2257.39,7153,7/1/2019,Jul-19
大板根渡假酒店,Others,95,2945,0.83,4655.07,11386310,11744714,36038375,3866.32,2446,7/1/2019,Jul-19
天成大飯店,Taipei,225,6975,0.92,2984.74,19200815,18118687,39397749,2752.81,6433,7/1/2019,Jul-19
太魯閣晶英酒店,Scenery,160,4960,0.77,8635.36,32969805,10425152,48594944,6647.14,3818,7/1/2019,Jul-19
娜路彎⼤酒店,Others,276,8556,0.72,4610,28319230,14638980,48178708,3309.87,6143,7/1/2019,Jul-19
寒舍艾麗酒店,Taipei,235,7285,0.79,6145.4,35501997,15856495,56872245,4873.3,5777,7/1/2019,Jul-19
寒軒國際大飯店,Kaohsiung,380,11780,0.76,1811.42,16291914,14779456,32361494,1383.01,8994,7/1/2019,Jul-19
寶華大飯店,Others,78,2418,0.36,1880.47,1645408,360,1647768,680.48,875,7/1/2019,Jul-19
尊爵大飯店,Taoyuan-Hsinchu-Miaoli,231,7161,0.57,2360.64,9588928,11979532,23585348,1339.05,4062,7/1/2019,Jul-19
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,7750,0.77,2265.32,13528513,17156323,30976314,1745.61,5972,7/1/2019,Jul-19
山泉大飯店,Others,167,5177,0.37,2257.37,4273205,139237,4644677,825.42,1893,7/1/2019,Jul-19
幼獅大飯店,Others,55,1705,0.22,2140.05,789680,0,835310,463.16,369,7/1/2019,Jul-19
