Hotel,Area,Room,Supply,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Demand,Date
康華⼤飯店,Taipei,215,6020,0.59,2495.00,8933224,14653264,24504867,1483.78,3580,2019-02-28
台中福華大飯店,Taichung,155,4805,0.75,2470.86,8877793,11834533,23787726,1847.62,3593,2019-10-31
⽇⽉⾏館,Scenery,92,2760,0.26,10263.00,7235120,2365025,9700237,2621.17,705,2019-04-30
三德⼤飯店,Taipei,287,8610,0.63,2019.00,10965066,3970804,17125967,1273.59,5431,2019-04-30
和昇帝景飯店,Others,60,1860,0.41,2608.00,1969396,9300,1979438,1058.59,755,2019-01-31
日月行館,Scenery,92,2760,0.28,10011.40,7828915,2016932,9972893,2836.56,782,2019-06-30
國聯大飯店,Taipei,243,7533,0.67,2287.16,11513543,1262889,14133644,1528.41,5034,2019-05-31
台北W飯店,Taipei,405,12555,0.84,8740.00,92088945,55424837,166930048,7335.48,10537,2019-03-31
澎湖福朋喜來登酒店,Others,331,10261,0.53,2957.56,16174908,15432208,35230878,1576.35,5469,2019-08-31
首都大飯店,Taipei,129,3999,0.66,2950.16,7812013,2224781,10667056,1953.49,2648,2019-07-31
美侖大飯店,Hualien,343,10290,0.69,2139.31,15172000,10612077,26557924,1474.44,7092,2019-06-30
福容⼤飯店⾼雄,Kaohsiung,250,7500,0.74,1663.00,9205356,4250167,13470158,1227.46,5536,2019-04-30
墾丁怡灣渡假酒店,Scenery,236,7316,0.31,3020.74,6899375,677295,7748646,943.05,2284,2019-10-31
豪景⼤酒店,Taipei,209,6479,0.84,1948.00,10661598,1663703,12594096,1645.87,5474,2019-03-31
蘭城晶英酒店,Others,193,5404,0.53,10871.00,30841581,34905683,73253197,5707.28,2837,2019-02-28
海灣藝術酒店,Taichung,228,7068,0.16,1389.00,1606962,1414501,3021463,227.38,1157,2019-01-31
阿里山賓館,Scenery,35,1050,0.36,5549.28,2080981,0,2080981,1981.89,375,2019-09-30
礁溪老爺大酒店,Scenery,193,5983,0.63,6205.34,23363087,15921641,47768327,3904.91,3765,2019-05-31
高雄圓山大飯店,Scenery,107,3317,0.53,2493.55,4378670,10620393,15970082,1320.07,1756,2019-10-31
美麗信花園酒店,Taipei,203,6293,0.88,2401.56,13350295,6795346,26654009,2121.45,5559,2019-05-31
⾼雄國賓⼤飯店,Kaohsiung,453,13590,0.84,2058.00,23454405,31067331,56373294,1726.25,11399,2019-04-30
墾丁福華渡假飯店,Scenery,458,14198,0.62,2771.69,24376974,9329105,35176373,1716.93,8795,2019-05-31
和昇帝景飯店,Others,60,1860,0.40,2377.17,1775744,2760,1778504,954.70,747,2019-08-31
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6448,0.68,3181.87,14041593,12905565,28314969,2177.67,4413,2019-08-31
福容大飯店 高雄,Kaohsiung,250,7750,0.65,1814.30,9203930,13167906,22391162,1187.60,5073,2019-08-31
北投麗禧溫泉酒店,Taipei,66,2046,0.59,14252.85,17174684,7976523,31004447,8394.27,1205,2019-10-31
⼭泉⼤飯店,Others,167,4676,0.56,2232.00,5874625,256420,6453732,1256.39,2632,2019-02-28
台北華國⼤飯店,Taipei,326,9128,0.80,2673.00,19490615,11199940,34808587,2135.73,7293,2019-02-28
福華大飯店,Taipei,606,18180,0.65,3526.82,41687000,42914000,101181000,2293.01,11820,2019-06-30
綠舞國際觀光飯店,Others,104,3120,0.31,5582.00,5448519,4142233,10629404,1746.05,976,2019-11-30
寒舍艾麗酒店,Taipei,235,7050,0.87,6405.00,39500673,20597297,66290653,5603.09,6167,2019-11-30
⻑榮桂冠酒店(台中),Taichung,354,10620,0.74,2272.00,17951355,19382267,41582904,1690.37,7901,2019-04-30
全國⼤飯店,Taichung,178,4984,0.46,2784.00,6381364,17936859,27250111,1280.36,2292,2019-02-28
新⽵老爺⼤酒店,Taoyuan-Hsinchu-Miaoli,208,6240,0.75,3037.00,14293094,13474270,29289519,2290.51,4706,2019-11-30
香格里拉台北遠東國際大飯店,Taipei,420,12600,0.66,5579.11,46434959,48767805,109515249,3685.31,8323,2019-09-30
台北中山雅樂軒酒店,Taipei,88,2728,0.92,4259.81,10334311,745814,12353431,3914.51,2426,2019-12-31
亞都麗緻大飯店,Taipei,209,6479,0.66,3831.93,16262711,9504006,29341928,2510.06,4244,2019-07-31
三德大飯店,Taipei,287,8897,0.37,2092.01,6811569,556692,8395602,765.60,3256,2019-10-31
日勝生加賀屋國際溫泉飯店,Taipei,90,2790,0.60,7657.02,12404368,9678452,29614993,4594.21,1620,2019-12-31
圓山大飯店,Taipei,500,15500,0.79,3853.72,47077018,55814188,114976558,3037.23,12216,2019-05-31
漢來大飯店,Kaohsiung,535,16050,0.74,2850.72,33646997,58986545,142003352,2096.39,11803,2019-09-30
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15996,0.61,2766.24,27070444,10016279,41608973,1692.33,9786,2019-07-31
新⽵老爺⼤酒店,Taoyuan-Hsinchu-Miaoli,208,6240,0.60,3052.00,11456530,9825632,22045613,1836.08,3754,2019-04-30
台中⾦典酒店,Taichung,222,6882,0.84,2929.00,16976127,19895899,53399739,2466.80,5796,2019-03-31
裕元花園酒店,Taichung,149,4172,0.75,3840.00,12057594,28705495,45590917,2889.98,3140,2019-02-28
寒軒國際大飯店,Kaohsiung,380,11780,0.65,1943.28,14850516,18879307,34799514,1260.66,7642,2019-10-31
福容⼤飯店福隆,Scenery,174,5220,0.31,3592.00,5869102,4612819,10638062,1124.30,1634,2019-11-30
瓏⼭林台北中和飯店,Others,126,3780,0.29,2731.00,3031854,2242838,6061053,802.09,1110,2019-04-30
福容⼤飯店林⼝,Taoyuan-Hsinchu-Miaoli,149,4470,0.63,2664.00,7538138,4406429,12001104,1686.58,2830,2019-04-30
⾸都⼤飯店,Taipei,129,3999,0.85,3228.00,11013574,3532520,15267353,2754.13,3412,2019-03-31
福容大飯店 福隆,Scenery,174,5394,0.32,4742.53,8176130,5270154,13818117,1515.78,1724,2019-10-31
蘭城晶英酒店,Others,193,5983,0.50,8593.57,25608828,30836183,63017234,4280.27,2980,2019-05-31
慶泰大飯店,Taipei,150,4500,0.73,2805.53,9154437,4721565,14893067,2034.32,3263,2019-09-30
國王⼤飯店,Taipei,97,2716,0.70,1498.00,2848304,808237,3742937,1049.05,1902,2019-02-28
三德大飯店,Taipei,287,8897,0.43,2008.07,7397734,692215,8622163,859.20,3684,2019-12-31
美侖大飯店,Hualien,343,10633,0.89,2514.59,23705081,10498036,35503164,2229.39,9427,2019-07-31
六福客棧,Taipei,230,7130,0.77,1415.04,7786969,7417984,15685670,1092.14,5503,2019-10-31
香格里拉台北遠東國際大飯店,Taipei,420,12600,0.66,5751.51,47513264,58613154,121859031,3770.89,8261,2019-06-30
和昇帝景飯店,Others,60,1800,0.55,2529.00,2490583,1500,2492950,1383.87,985,2019-04-30
⽇勝⽣加賀屋國際溫泉飯店,Taipei,90,2700,0.63,6096.00,10301821,8813795,24179859,3815.49,1690,2019-04-30
長榮桂冠酒店(基隆),Others,139,4309,0.73,2335.29,7384185,6645819,17137457,1713.67,3162,2019-05-31
遠雄悅來大飯店,Hualien,381,11811,0.50,3262.89,19423985,13058602,38381184,1644.57,5953,2019-10-31
神旺大飯店,Taipei,268,8040,0.83,2262.46,15011454,25402362,43724595,1867.10,6635,2019-06-30
阿⾥⼭賓館,Scenery,35,1050,0.46,6084.00,2944496,0,2944496,2804.72,484,2019-04-30
悅川酒店,Others,103,3193,0.81,3955.01,10211847,7658670,17870517,3198.20,2582,2019-08-31
台北寒舍喜來登大飯店,Taipei,688,21328,0.86,5235.40,93064414,118326902,235210659,4508.93,17776,2019-12-31
長榮桂冠酒店(基隆),Others,140,4340,0.77,3021.65,10143682,6125520,19320755,2337.25,3357,2019-07-31
台北美福大飯店,Taipei,146,4526,0.66,6555.49,19555022,62281293,86878033,4320.60,2983,2019-05-31
華王⼤飯店,Kaohsiung,297,8316,0.39,2106.00,6789029,3705414,10596776,816.50,3224,2019-02-28
台北君品大酒店,Taipei,286,8866,0.87,5020.58,37418374,54594858,96785492,4361.12,7453,2019-12-31
兄弟大飯店,Taipei,250,7500,0.56,3508.84,14793270,38010500,57047335,1972.44,4216,2019-09-30
台北君悅酒店,Taipei,850,25500,0.89,6468.00,147271774,119484883,298525102,5775.28,22769,2019-11-30
日勝生加賀屋國際溫泉飯店,Taipei,90,2700,0.46,5470.90,6849570,5507845,15757286,2536.88,1252,2019-06-30
台中⾦典酒店,Taichung,222,6660,0.77,2962.00,15266945,14073092,41791411,2292.29,5154,2019-04-30
國賓大飯店,Taipei,316,9796,0.95,4020.97,36100274,87329524,131397386,3808.05,8978,2019-12-31
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,7500,0.91,2331.00,15851427,26914852,43354256,2113.75,6801,2019-11-30
台北寒舍喜來登⼤飯店,Taipei,688,19264,0.74,4682.00,66709242,107920891,195487130,3463.28,14249,2019-02-28
歐華酒店,Taipei,112,3360,0.38,3077.11,3978702,6359731,11381665,1184.14,1293,2019-09-30
華園⼤飯店,Kaohsiung,269,8339,0.77,1899.00,11051982,5265253,17717592,1467.36,5820,2019-03-31
福容⼤飯店⾼雄,Kaohsiung,250,7750,0.59,1967.00,8949190,8826472,17778060,1154.83,4550,2019-01-31
新竹國賓大飯店,Taoyuan-Hsinchu-Miaoli,257,7967,0.74,3007.97,17683847,29973381,51912124,2219.64,5879,2019-08-31
⻑榮桂冠酒店(台中),Taichung,354,9912,0.66,2758.00,18100621,27358431,50398127,1826.07,6563,2019-02-28
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,11966,0.85,3831.00,39025384,60438952,111392331,3261.33,10187,2019-01-31
台北寒舍艾美酒店,Taipei,160,4480,0.77,8797.00,30339491,55916262,101162271,6772.81,3449,2019-02-28
美麗春天⼤飯店,Others,34,1020,0.61,1950.00,1215157,133355,1348512,1191.06,623,2019-04-30
三德大飯店,Taipei,287,8897,0.39,1854.98,6473894,857350,10072752,727.65,3490,2019-07-31
高雄圓山大飯店,Scenery,107,3317,0.63,2170.64,4501907,8709295,14086091,1357.22,2074,2019-05-31
豪景⼤酒店,Taipei,209,6270,0.77,2108.00,10132598,1002338,11420147,1615.78,4806,2019-04-30
澎湖福朋喜來登酒店,Others,331,10261,0.55,3324.38,18889110,18542269,41446639,1840.86,5682,2019-07-31
洛碁大飯店花華本館,Taipei,112,3472,0.82,1781.22,5080030,0,5080030,1463.14,2852,2019-05-31
高雄圓山大飯店,Scenery,107,3317,0.62,2344.80,4652074,13605810,18992496,1449.24,1984,2019-12-31
台北寒舍喜來登大飯店,Taipei,688,21328,0.76,5435.95,88633110,110841790,223211835,4155.72,16305,2019-05-31
陽明⼭中國麗緻⼤飯店,Scenery,47,1457,0.45,4737.00,3102646,1884899,7196229,2129.76,655,2019-01-31
澎湖福朋喜來登酒店,Others,331,10261,0.80,3042.25,25022511,19982238,49412098,2438.60,8225,2019-05-31
台北凱撒⼤飯店,Taipei,478,13384,0.87,3545.00,41406394,22609524,68799740,3093.37,11679,2019-02-28
台北中⼭雅樂軒酒店,Taipei,88,2640,0.92,4260.00,10334311,745814,12353431,3914.51,2426,2019-11-30
瑞穗天合國際觀光酒店,Hualien,198,5940,0.58,6811.44,23526722,11002338,40020166,3960.73,3454,2019-09-30
美麗信花園酒店,Taipei,203,6293,0.86,2021.53,10936458,6671645,23951812,1737.88,5410,2019-08-31
台北中山雅樂軒酒店,Taipei,88,2728,0.86,4246.45,9957936,793915,11970107,3650.27,2345,2019-10-31
康華大飯店,Taipei,215,6450,0.61,2262.05,8939639,10491081,20174638,1385.99,3952,2019-06-30
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3330,0.56,3936.06,7348631,11594012,26033524,2206.80,1867,2019-09-30
福容⼤飯店淡⽔漁⼈碼頭,Others,198,5940,0.52,4276.00,13329133,16849839,32183539,2243.62,3117,2019-11-30
裕元花園酒店,Taichung,149,4619,0.77,3151.71,11235859,26260338,42536054,2432.53,3565,2019-07-31
太魯閣晶英酒店,Scenery,160,4480,0.63,8481.00,24103820,7836731,35510674,5380.35,2842,2019-02-28
台北君悅酒店,Taipei,850,26350,0.68,6136.00,109199042,118887789,256404959,4144.25,17796,2019-01-31
⾼雄圓⼭⼤飯店,Scenery,107,3210,0.62,2345.00,4652074,13605810,18992496,1449.44,1984,2019-11-30
全國大飯店,Taichung,178,5518,0.69,2066.29,7665927,13132711,23006254,1435.57,3710,2019-12-31
國賓大飯店,Taipei,316,9796,0.67,3592.23,23543462,76361810,105744478,2403.38,6554,2019-08-31
台中金典酒店,Taichung,222,6882,0.73,3118.33,15675844,19262026,62884172,2277.80,5027,2019-10-31
