Hotel,Area,Room,Demand,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Supply,Date
圓山大飯店,Taipei,500,13010,0.8393548387096774,3946.882936202921,51348947,59346684,122192902,3312.835290322581,15500,2019-08-31
國賓大飯店,Taipei,316,6554,0.6690485912617394,3592.227952395483,23543462,76361810,105744478,2403.3750510412406,9796,2019-08-31
台北華國大飯店,Taipei,326,7842,0.7759746685137542,2850.115914307575,22350609,9110060,33446686,2211.6177518305963,10106,2019-08-31
華泰王子大飯店,Taipei,198,4220,0.6875203649397198,2684.644549763033,11329200,8938989,22524792,1845.7478005865103,6138,2019-08-31
豪景大酒店,Taipei,209,5073,0.782991202346041,2200.126749457914,11161243,645315,12097899,1722.679888871739,6479,2019-08-31
國王大飯店,Taipei,97,2436,0.810109743930828,1490.805418719212,3631602,1070762,4755767,1207.7159960093115,3007,2019-08-31
台北凱撒大飯店,Taipei,478,14368,0.9696315292212174,3972.831918151448,57081649,15758034,75285865,3852.183088136051,14818,2019-08-31
康華大飯店,Taipei,215,4166,0.6250562640660166,2320.38166106577,9666710,10732006,21033606,1450.369092273068,6665,2019-08-31
兄弟大飯店,Taipei,250,4753,0.6132903225806452,3406.378077003998,16190515,41551998,62490482,2089.0987096774197,7750,2019-08-31
三德大飯店,Taipei,287,3766,0.4232887490165224,1922.951672862454,7241836,991201,11975299,813.9638080251772,8897,2019-08-31
亞都麗緻大飯店,Taipei,209,4796,0.7402376910016978,3934.990200166806,18872213,11881848,35610155,2912.828059885785,6479,2019-08-31
國聯大飯店,Taipei,243,5173,0.6867118014071419,2104.827566209163,10888273,1560000,13764628,1445.4099296429044,7533,2019-08-31
台北寒舍喜來登大飯店,Taipei,688,15353,0.7198518379594899,5094.483097765908,78215599,98520110,198320079,3667.2730213803443,21328,2019-08-31
老爺大酒店,Taipei,202,6033,0.9634302139891409,4746.535388695508,28635848,23166447,57877085,4572.955605237943,6262,2019-08-31
福華大飯店,Taipei,606,13757,0.7323006494197807,3577.160718179836,49211000,36321000,99445000,2619.557117002023,18786,2019-08-31
台北君悅酒店,Taipei,850,18509,0.7024288425047438,5724.041115133178,105946277,96190271,227865602,4020.7315749525615,26350,2019-08-31
西華大飯店,Taipei,343,8104,0.7621555534656259,4275.121421520237,34645584,19946397,59412788,3258.3075331515097,10633,2019-08-31
晶華酒店,Taipei,538,14527,0.871027701163209,5811.17312590349,84418912,135434068,275731329,5061.692768917136,16678,2019-08-31
香格里拉台北遠東國際大飯店,Taipei,420,9425,0.7238863287250384,6001.430981432361,56563487,48829324,120980539,4344.353840245776,13020,2019-08-31
神旺大飯店,Taipei,268,7145,0.8600144439094848,2366.712526242127,16910161,29238648,49563401,2035.4069571497346,8308,2019-08-31
美麗信花園酒店,Taipei,203,5410,0.8596853646909264,2021.526432532348,10936458,6671645,23951812,1737.876688383919,6293,2019-08-31
台北寒舍艾美酒店,Taipei,160,3896,0.785483870967742,8075.940965092403,31463866,44198007,88757360,6343.521370967743,4960,2019-08-31
台北W飯店,Taipei,405,10626,0.8463560334528076,8155.374458874458,86659009,50044761,153952443,6902.3503783353235,12555,2019-08-31
台北萬豪酒店,Taipei,318,7944,0.8058429701765064,5449.904078549849,43294038,43281169,112189272,4391.766889835667,9858,2019-08-31
台北美福大飯店,Taipei,146,2447,0.5406539991162174,5808.154066203515,14212553,59514163,78338156,3140.2017233760494,4526,2019-08-31
亞士都飯店,Taipei,40,570,0.4596774193548387,2216.019298245614,1263131,0,1263131,1018.6540322580646,1240,2019-08-31
天成大飯店,Taipei,225,6814,0.9769175627240143,3054.101115350748,20810645,18077065,40920883,2983.6050179211466,6975,2019-08-31
六福客棧,Taipei,230,5767,0.808835904628331,1367.524015952835,7886511,8456857,16863307,1106.1025245441795,7130,2019-08-31
第一大飯店,Taipei,176,4145,0.7597140762463344,1543.841013268999,6399221,2753799,28695601,1172.8777492668623,5456,2019-08-31
慶泰大飯店,Taipei,150,3897,0.8380645161290322,2670.07390300231,10405278,5241407,16320227,2237.6941935483874,4650,2019-08-31
洛碁大飯店花華本館,Taipei,112,3159,0.9098502304147466,1863.031972143083,5885318,0,5885318,1695.0800691244237,3472,2019-08-31
歐華酒店,Taipei,112,1652,0.4758064516129032,3145.894673123487,5197018,5956011,12210432,1496.8369815668202,3472,2019-08-31
福容大飯店 台北一館,Taipei,120,2477,0.6658602150537635,2980.348809043197,7382324,8793164,17190234,1984.495698924731,3720,2019-08-31
首都大飯店,Taipei,129,3002,0.7506876719179795,3157.219187208528,9477972,1124329,11221126,2370.085521380345,3999,2019-08-31
台北君品大酒店,Taipei,286,7476,0.843221294834198,4746.681246655966,35486189,46543798,85615913,4002.502706970449,8866,2019-08-31
台北花園大酒店,Taipei,241,7090,0.9490028108686923,2374.295768688293,16833757,17657762,37836664,2253.2133583188324,7471,2019-08-31
日勝生加賀屋國際溫泉飯店,Taipei,90,1655,0.5931899641577061,4826.440483383686,7987759,6484433,18783276,2862.9960573476706,2790,2019-08-31
北投麗禧溫泉酒店,Taipei,66,1028,0.5024437927663734,13638.52042801556,14020399,5405187,22476061,6852.5899315738,2046,2019-08-31
寒舍艾麗酒店,Taipei,235,5816,0.7983527796842828,6275.293672627236,36497108,14541734,56546095,5009.898146877145,7285,2019-08-31
北投老爺酒店,Taipei,50,707,0.4561290322580645,4683.946251768034,3311550,2716646,6779063,2136.483870967742,1550,2019-08-31
台北有園飯店,Taipei,56,1476,0.8502304147465438,2584.593495934959,3814860,406699,4299888,2197.4999999999995,1736,2019-08-31
合尊酒店 S Hotel,Taipei,101,2289,0.7310763334397956,3552.755788553954,8132258,3925153,13306615,2597.3356755030345,3131,2019-08-31
台北中山雅樂軒酒店,Taipei,88,2263,0.8295454545454546,4216.894829871851,9542833,806908,11566555,3498.105938416422,2728,2019-08-31
