Hotel,Area,Room,Demand,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Supply,Date
台北美福⼤飯店,Taipei,146,2983,0.6591,6581.0,19632299,62187318,87781891,4337.5371000000005,4526,2019-03-31
圓⼭⼤飯店,Taipei,500,12808,0.8262999999999999,3939.0,50453170,53289489,117062082,3254.7956999999997,15500,2019-03-31
國賓⼤飯店,Taipei,422,10616,0.8115000000000001,3876.0,41145690,77983791,126610333,3145.3740000000003,13082,2019-03-31
台北華國⼤飯店,Taipei,326,8498,0.8409,3099.0,26333424,8834557,36981336,2605.9491,10106,2019-03-31
華泰王⼦⼤飯店,Taipei,218,5505,0.8146,2794.0,15378773,11911582,30528152,2275.9924,6758,2019-03-31
國王⼤飯店,Taipei,97,2410,0.8015000000000001,1592.0,3837363,1109281,5039997,1275.988,3007,2019-03-31
豪景⼤酒店,Taipei,209,5474,0.8449,1948.0,10661598,1663703,12594096,1645.8652,6479,2019-03-31
台北凱撒⼤飯店,Taipei,478,14021,0.9462,3673.0,51505603,21926599,77907176,3475.3926,14818,2019-03-31
康華⼤飯店,Taipei,215,4898,0.7349,2550.0,12490850,10822461,24085355,1873.995,6665,2019-03-31
神旺⼤飯店,Taipei,268,7272,0.8753,2714.0,19733242,27893753,51527419,2375.5642,8308,2019-03-31
兄弟⼤飯店,Taipei,250,5675,0.7323000000000001,3601.0,20437580,41325585,66261664,2637.0123000000003,7750,2019-03-31
三德⼤飯店,Taipei,255,5378,0.6803,2150.0,11564597,4469411,18557480,1462.645,7905,2019-03-31
亞都麗緻⼤飯店,Taipei,209,5206,0.8035,4158.0,21644695,10782771,36580564,3340.953,6479,2019-03-31
國聯⼤飯店,Taipei,243,4994,0.6629,2484.0,12407581,1666119,15583523,1646.6436,7533,2019-03-31
台北寒舍喜來登⼤飯店,Taipei,688,17089,0.8012,5159.0,88155818,108260718,219997520,4133.3908,21328,2019-03-31
老爺⼤酒店,Taipei,202,5981,0.9551000000000001,5148.0,30790127,23582382,62049253,4916.8548,6262,2019-03-31
福華⼤飯店,Taipei,606,14929,0.7947,3910.0,58368000,40239000,116824000,3107.277,18786,2019-03-31
台北君悅酒店,Taipei,850,20362,0.7728,6095.0,124112756,103052610,256527253,4710.216,26350,2019-03-31
晶華酒店,Taipei,538,14019,0.8406,5634.0,78980736,129748784,263363802,4735.9404,16678,2019-03-31
⻄華⼤飯店,Taipei,343,9376,0.8818,4365.0,40926854,19943021,66928099,3849.0570000000002,10633,2019-03-31
香格⾥拉台北遠東國際⼤飯店,Taipei,420,10348,0.7948000000000001,6204.0,64201580,64952948,147772355,4930.939200000001,13020,2019-03-31
美麗信花園酒店,Taipei,203,5570,0.8851,2260.0,12587434,6397555,25555575,2000.326,6293,2019-03-31
台北寒舍艾美酒店,Taipei,160,4120,0.8306,9342.0,38488103,58949492,113365552,7759.4652,4960,2019-03-31
台北W飯店,Taipei,405,10537,0.8393,8740.0,92088945,55424837,166930048,7335.482,12555,2019-03-31
台北萬豪酒店,Taipei,318,8481,0.8603000000000001,5812.0,49291804,63150812,148000316,5000.0636,9858,2019-03-31
亞⼠都飯店,Taipei,40,614,0.49520000000000003,2389.0,1467030,0,1467030,1183.0328000000002,1240,2019-03-31
第一⼤飯店,Taipei,176,4770,0.8743000000000001,1571.0,7493216,2905892,29926320,1373.5253,5456,2019-03-31
六福客棧,Taipei,226,6643,0.9481999999999999,1314.0,8728838,6884350,16207790,1245.9348,7006,2019-03-31
洛碁⼤飯店花華本館,Taipei,112,3229,0.93,1855.0,5988656,0,5988656,1725.15,3472,2019-03-31
義華酒店,Taipei,149,1155,0.2501,4249.0,4907595,168591,8517908,1062.6749,4619,2019-03-31
歐華酒店,Taipei,112,2462,0.7091,2978.0,7331476,6204188,15058531,2111.6998,3472,2019-03-31
慶泰⼤飯店,Taipei,150,3906,0.84,2858.0,11165275,7148810,19095321,2400.72,4650,2019-03-31
天成⼤飯店,Taipei,225,6816,0.9772,3034.0,20678319,34031609,58473444,2964.8248,6975,2019-03-31
福容⼤飯店台北一館,Taipei,120,2715,0.7298,3171.0,8608221,10062479,19850209,2314.1958,3720,2019-03-31
⾸都⼤飯店,Taipei,129,3412,0.8532,3228.0,11013574,3532520,15267353,2754.1295999999998,3999,2019-03-31
台北君品⼤酒店,Taipei,286,7660,0.8640000000000001,4918.0,37674677,54575840,96883556,4249.152,8866,2019-03-31
台北花園⼤酒店,Taipei,241,6854,0.9174,2183.0,14961381,23214367,41798830,2002.6842,7471,2019-03-31
⽇勝⽣加賀屋國際溫泉飯店,Taipei,90,1727,0.619,6461.0,11158064,8543594,26319681,3999.359,2790,2019-03-31
北投麗禧溫泉酒店,Taipei,66,1203,0.588,14140.0,17010763,8830493,32138492,8314.32,2046,2019-03-31
寒舍艾麗酒店,Taipei,234,6135,0.8456999999999999,6363.0,39034008,25656336,71358971,5381.1891,7254,2019-03-31
北投老爺酒店,Taipei,50,885,0.5710000000000001,5451.0,4824194,2481526,8555966,3112.521,1550,2019-03-31
台北有園飯店,Taipei,56,1550,0.8929,2511.0,3892748,343807,4433809,2242.0719,1736,2019-03-31
合尊酒店,Taipei,101,2399,0.7662,4046.0,9705687,4100363,15263379,3100.0452,3131,2019-03-31
台北中⼭雅樂軒酒店,Taipei,88,2314,0.8482,4334.0,10027869,801578,12075569,3676.0987999999998,2728,2019-03-31
華王⼤飯店,Kaohsiung,297,3448,0.37450000000000006,1339.0,4615586,2396388,7090069,501.4555000000001,9207,2019-03-31
華園⼤飯店,Kaohsiung,269,5820,0.7726999999999999,1899.0,11051982,5265253,17717592,1467.3573,8339,2019-03-31
⾼雄國賓⼤飯店,Kaohsiung,453,12380,0.8815999999999999,1992.0,24661941,38265969,65069568,1756.1471999999999,14043,2019-03-31
漢來⼤飯店,Kaohsiung,535,12815,0.7726999999999999,3057.0,39172974,72846036,129256323,2362.1439,16585,2019-03-31
⾼雄福華⼤飯店,Kaohsiung,271,7158,0.852,2086.0,14931381,18517668,36848623,1777.272,8401,2019-03-31
君鴻國際酒店,Kaohsiung,585,11883,0.6553,2308.0,27423363,23563944,61486181,1512.4324,18135,2019-03-31
寒軒國際⼤飯店,Kaohsiung,380,8593,0.7295,1884.0,16191670,15012521,32148880,1374.3780000000002,11780,2019-03-31
麗尊⼤酒店,Kaohsiung,198,3763,0.6131,2160.0,8127203,17645191,27407622,1324.296,6138,2019-03-31
義⼤皇家酒店,Kaohsiung,656,8802,0.4328,2803.0,24672006,25605247,52989188,1213.1384,20336,2019-03-31
晶英國際⾏館,Kaohsiung,147,1658,0.3638,7292.0,12089555,11914034,27925718,2652.8296,4557,2019-03-31
福容⼤飯店⾼雄,Kaohsiung,250,5335,0.6884,1703.0,9082951,4661458,13796588,1172.3452,7750,2019-03-31
台中⾦典酒店,Taichung,222,5796,0.8422,2929.0,16976127,19895899,53399739,2466.8037999999997,6882,2019-03-31
台中福華⼤飯店,Taichung,155,3225,0.6712,2608.0,8411890,9310196,21049263,1750.4896,4805,2019-03-31
⻑榮桂冠酒店(台中),Taichung,354,8781,0.8001999999999999,2354.0,20674328,22623988,49093393,1883.6707999999999,10974,2019-03-31
海灣藝術酒店,Taichung,228,3239,0.4583,1358.0,4399046,744235,5279160,622.3714,7068,2019-03-31
全國⼤飯店,Taichung,178,3243,0.5877,2158.0,6997891,15072246,24735805,1268.2566,5518,2019-03-31
裕元花園酒店,Taichung,149,3894,0.843,3236.0,12599357,25205253,42725462,2727.948,4619,2019-03-31
台中港酒店,Taichung,200,3746,0.6042000000000001,2565.0,9608159,2091403,12641675,1549.7730000000001,6200,2019-03-31
花蓮亞⼠都飯店,Hualien,167,1864,0.3601,1073.0,2000939,552572,2569511,386.3873,5177,2019-03-31
花蓮翰品酒店,Hualien,197,3327,0.5448,2085.0,6935553,8246343,15883850,1135.908,6107,2019-03-31
美侖⼤飯店,Hualien,343,6383,0.6003000000000001,1848.0,11793969,9374122,21737145,1109.3544000000002,10633,2019-03-31
遠雄悅來⼤飯店,Hualien,381,3699,0.3132,2993.0,11071301,8187240,22412841,937.4075999999999,11811,2019-03-31
瑞穗春天國際觀光酒店,Hualien,198,2326,0.379,6232.0,14495083,7693553,25811826,2361.928,6138,2019-03-31
晶悅國際飯店(原桃園⼤飯店),Taoyuan-Hsinchu-Miaoli,388,9807,0.8153,1591.0,15600658,4119888,20889269,1297.1423,12028,2019-03-31
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,6672,0.8609,2269.0,15141865,30519592,46203053,1953.3821,7750,2019-03-31
桃禧航空城酒店,Taoyuan-Hsinchu-Miaoli,187,2410,0.4157,1816.0,4376500,3651316,8521037,754.9112,5797,2019-03-31
南⽅莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,1750,0.5085999999999999,3993.0,6987349,11027164,23146345,2030.8397999999997,3441,2019-03-31
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,11236,0.7023999999999999,2821.0,31698954,12202962,49230742,1981.4703999999997,15996,2019-03-31
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,10275,0.8587,3787.0,38915021,38610745,88689307,3251.8969,11966,2019-03-31
新⽵老爺⼤酒店,Taoyuan-Hsinchu-Miaoli,208,4658,0.7223999999999999,2998.0,13966475,12345307,27600851,2165.7551999999996,6448,2019-03-31
新⽵國賓⼤飯店,Taoyuan-Hsinchu-Miaoli,257,6545,0.8215,2980.0,19502491,32670541,57082966,2448.07,7967,2019-03-31
尊爵⼤飯店,Taoyuan-Hsinchu-Miaoli,231,6362,0.8884000000000001,2176.0,13841399,11358243,26876428,1933.1584000000003,7161,2019-03-31
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,6689,0.8462000000000001,2829.0,18921474,15897245,36820509,2393.8998,7905,2019-03-31
福容⼤飯店桃園,Taoyuan-Hsinchu-Miaoli,182,5087,0.9016,1842.0,9369881,3753085,13782881,1660.7472,5642,2019-03-31
福容⼤飯店林⼝,Taoyuan-Hsinchu-Miaoli,149,3115,0.6744,2564.0,7987851,3178250,11269501,1729.1616,4619,2019-03-31
豐⾢喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,384,4404,0.37,3787.0,16677866,5172628,23855325,1401.19,11904,2019-03-31
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,3857,0.6514,1194.0,4603935,3095313,7955589,777.7715999999999,5921,2019-03-31
