Hotel,Area,Room,Supply,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Demand,Date
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5642,0.77,1788.2,7809072,3960651,12308774,1384.1,4367,8/1/2019
福容大飯店(淡水漁人碼頭),Others,198,6138,0.6,4699.65,17398105,15607640,35421992,2834.49,3702,8/1/2019
福容大飯店(福隆),Scenery,174,5394,0.54,5377.64,15756479,9944081,26360391,2921.11,2930,8/1/2019
福容大飯店(高雄),Kaohsiung,250,7750,0.65,1814.3,9203930,13167906,22391162,1187.6,5073,8/1/2019
福華大飯店,Taipei,606,18786,0.73,3577.16,49211000,36321000,99445000,2619.56,13757,8/1/2019
第一⼤飯店,Taipei,176,5456,0.76,1543.84,6399221,2753799,28695601,1172.88,4145,8/1/2019
綠舞國際觀光飯店,Others,104,3224,0.35,5889.86,6620206,3311259,11074432,2053.41,1124,8/1/2019
美侖⼤飯店,Hualien,343,10633,0.8,2510.13,21388799,10588471,33401886,2011.55,8521,8/1/2019
美麗信花園酒店,Taipei,203,6293,0.86,2021.53,10936458,6671645,23951812,1737.88,5410,8/1/2019
美麗春天⼤飯店,Others,34,1054,0.3,2258.4,724947,81189,806136,687.81,321,8/1/2019
義大皇家酒店,Kaohsiung,656,20336,0.65,3027,40250019,26582674,73285631,1979.25,13297,8/1/2019
義華酒店,Taipei,149,4619,0.12,3920,2246160,205954,8560258,486.29,573,8/1/2019
老爺大酒店,Taipei,202,6262,0.96,4746.54,28635848,23166447,57877085,4572.96,6033,8/1/2019
耐斯王⼦⼤飯店,Others,245,7595,0.6,2293.17,10447698,14450733,26191027,1375.6,4556,8/1/2019
花蓮亞士都飯店,Hualien,167,5177,0.4,1362.79,2791000,1570000,4379567,539.12,2048,8/1/2019
花蓮翰品酒店,Hualien,197,6107,0.83,2775.03,14086058,7942909,22593003,2306.54,5076,8/1/2019
華園大飯店,Kaohsiung,269,8339,0.81,1479.59,9990199,3068250,14125221,1198.01,6752,8/1/2019
華泰王子大飯店,Taipei,198,6138,0.69,2684.64,11329200,8938989,22524792,1845.75,4220,8/1/2019
華王大飯店,Kaohsiung,297,9207,0.22,1482.77,3045619,842023,3909414,330.79,2054,8/1/2019
蘭城晶英酒店,Others,193,5983,0.9,9723.54,52448762,44453974,108392410,8766.3,5394,8/1/2019
裕元花園酒店,Taichung,149,4619,0.75,3141.34,10831333,31239614,47181890,2344.95,3448,8/1/2019
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11904,0.29,3178.97,10795769,5080993,17305967,906.9,3396,8/1/2019
豪景⼤酒店,Taipei,209,6479,0.78,2200.13,11161243,645315,12097899,1722.68,5073,8/1/2019
趣淘漫旅,Scenery,198,6138,0.68,3242.12,13594224,3464191,20065520,2214.76,4193,8/1/2019
遠百企業觀光旅館,Others,40,1240,0.06,1000,76000,0,76000,61.29,76,8/1/2019
遠雄悅來大飯店,Hualien,381,11811,0.65,3648.16,28130979,17295006,54224314,2381.76,7711,8/1/2019
鈺通⼤飯店,Others,120,3720,0.25,1701.29,1570289,3571370,5174024,422.12,923,8/1/2019
長榮桂冠酒店(台中),Taichung,354,10974,0.76,2209.2,18508695,25648673,49028592,1686.6,8378,8/1/2019
長榮鳳凰酒店(礁溪),Others,231,7161,0.85,5672.88,34570508,20540239,62440794,4827.61,6094,8/1/2019
阿里山賓館,Scenery,35,1085,0.31,6696.75,2243412,0,2243412,2067.66,335,8/1/2019
阿里山賓館(新館),Scenery,104,3224,0.54,6258.93,10953130,5781450,17069000,3397.37,1750,8/1/2019
陸島酒店,Others,47,1457,0.34,1525.49,755117,74240,829557,518.27,495,8/1/2019
陽明⼭中國麗緻⼤飯店,Scenery,47,1457,0.3,3869.79,1698837,1650934,5289564,1165.98,439,8/1/2019
雲品溫泉酒店⽇⽉潭,Scenery,211,6541,0.76,8848.97,44129796,25115663,74062223,6746.64,4987,8/1/2019
首都大飯店,Taipei,129,3999,0.75,3157.22,9477972,1124329,11221126,2370.09,3002,8/1/2019
香格⾥拉台北遠東國際⼤飯店,Taipei,420,13020,0.72,6001.43,56563487,48829324,120980539,4344.35,9425,8/1/2019
香格里拉台南遠東國際大飯店,Others,331,10261,0.7,3608.31,25925719,23639776,55464193,2526.63,7185,8/1/2019
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5921,0.78,1823.44,8386015,4052115,12676700,1416.32,4599,8/1/2019
⾼雄國賓⼤飯店,Kaohsiung,453,14043,0.84,2000.81,23621546,38831572,64434614,1682.09,11806,8/1/2019
高雄圓山大飯店,Scenery,107,3317,0.64,2417.56,5146981,6975172,13895732,1551.7,2129,8/1/2019
⾼雄福華⼤飯店,Kaohsiung,271,8401,0.8,2143,14460964,18250036,35898979,1721.34,6748,8/1/2019
麒麟⼤飯店,Others,167,5177,0.34,3140.16,5504693,1727750,7496349,1063.3,1753,8/1/2019
麗尊⼤酒店,Kaohsiung,198,6138,0.76,2170.15,10069512,14885266,26707798,1640.52,4640,8/1/2019
龍⾕⼤飯店,Scenery,189,5859,0.14,1930.02,1598055,530488,2337180,272.75,828,8/1/2019
⻄華⼤飯店,Taipei,343,10290,0.68,4147.84,28902128,19783009,53323470,2808.76,6968,9/1/2019
⻑榮桂冠酒店(基隆),Others,140,4200,0.8,2461.9,8294131,6126966,17964154,1974.79,3369,9/1/2019
三德⼤飯店,Taipei,287,8610,0.32,1959.97,5354649,365600,8105035,621.91,2732,9/1/2019
亞士都飯店,Taipei,40,1200,0.25,2345.59,696639,0,696639,580.53,297,9/1/2019
亞都麗緻⼤飯店,Taipei,209,6270,0.67,3864.2,16175531,11477199,33539246,2579.83,4186,9/1/2019
兄弟大飯店,Taipei,250,7500,0.56,3508.84,14793270,38010500,57047335,1972.44,4216,9/1/2019
全國⼤飯店,Taichung,178,5340,0.63,2086.39,7026954,10557597,22799137,1315.91,3368,9/1/2019
六福客棧,Taipei,230,6900,0.75,1390.3,7176719,6554142,14172078,1040.1,5162,9/1/2019
凱撒⼤飯店,Scenery,281,8430,0.89,5167.55,38947851,7254245,48328758,4620.15,7537,9/1/2019
北投老爺酒店,Taipei,50,1500,0.49,4743.82,3462990,3122101,7471553,2308.66,730,9/1/2019
北投麗禧溫泉酒店,Taipei,66,1980,0.46,12951.07,11850226,6985565,24082937,5984.96,915,9/1/2019
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3330,0.56,3936.06,7348631,11594012,26033524,2206.8,1867,9/1/2019
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7650,0.73,2902.4,16207012,22166618,40495955,2118.56,5584,9/1/2019
台中港酒店,Taichung,200,6000,0.59,2610.8,9294433,3379735,13613615,1549.07,3560,9/1/2019
台中福華大飯店,Taichung,155,4650,0.7,2596.87,8406080,10681441,22130709,1807.76,3237,9/1/2019
台中金典酒店,Taichung,222,6660,0.69,2927.85,13473952,18651671,43996090,2023.12,4602,9/1/2019
台北W飯店,Taipei,405,12150,0.82,8111.23,81104213,48429063,146819667,6675.24,9999,9/1/2019
台北中山雅樂軒酒店,Taipei,88,2640,0.84,4188,9335050,683278,11186275,3536,2229,9/1/2019
台北凱撒大飯店,Taipei,478,14340,0.85,3530.48,43043624,16431389,64554631,3001.65,12192,9/1/2019
台北君品大酒店,Taipei,286,8580,0.75,4839.37,31262301,53900678,89177120,3643.62,6460,9/1/2019
台北君悅酒店,Taipei,850,25500,0.69,5904.54,103170032,101554869,229943794,4045.88,17473,9/1/2019
台北寒舍喜來登大飯店,Taipei,688,20640,0.62,5157.81,66293326,126285944,212963640,3211.89,12853,9/1/2019
台北寒舍艾美酒店,Taipei,160,4800,0.76,8105.64,29658552,49759273,92723907,6178.87,3659,9/1/2019
台北有園飯店,Taipei,56,1680,0.81,2601.91,3556816,395244,4017580,2117.15,1367,9/1/2019
台北美福⼤飯店,Taipei,146,4380,0.59,6196.92,16142976,45308692,65626001,3685.61,2605,9/1/2019
台北花園⼤酒店,Taipei,241,7230,0.88,2076.02,13180660,19585072,36006915,1823.05,6349,9/1/2019
台北華國⼤飯店,Taipei,326,9780,0.76,2838.84,20964848,10429936,33061914,2143.64,7385,9/1/2019
台北萬豪酒店,Taipei,318,9540,0.8,5661,43233057,57488174,137958580,4531.77,7637,9/1/2019
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15480,0.66,2735.89,27919801,22708563,55226223,1803.6,10205,9/1/2019
台南大員皇冠假日酒店,Others,231,6930,0.54,3034.9,11323221,15665544,29913086,1633.94,3731,9/1/2019
台南⼤飯店,Others,152,4560,0.54,1991.81,4893880,7627258,13726505,1073.22,2457,9/1/2019
台東桂⽥喜來登酒店,Others,278,8340,0.41,2927.99,10034233,11751578,22395148,1203.15,3427,9/1/2019
台糖⻑榮酒店(台南),Others,197,5910,0.78,2365.14,10863089,25620252,37921966,1838.09,4593,9/1/2019
合尊酒店 S Hotel,Taipei,101,3030,0.59,3680.9,6581449,3065018,10645971,2172.1,1788,9/1/2019
名都觀光渡假大飯店,Scenery,97,2910,0.31,1332.93,1196970,3000549,4286558,411.33,898,9/1/2019
和昇帝景飯店,Others,60,1800,0.36,2344.65,1521681,5700,1527381,845.38,649,9/1/2019
國王大飯店,Taipei,97,2910,0.84,1525.78,3709169,1096236,4856996,1274.63,2431,9/1/2019
國聯⼤飯店,Taipei,243,7290,0.55,2018.25,8157747,967510,10083660,1119.03,4042,9/1/2019
國賓大飯店,Taipei,316,9480,0.64,3695.46,22431471,87200960,115506088,2366.19,6070,9/1/2019
圓山大飯店,Taipei,500,15000,0.63,3850.81,36305433,50712548,97595589,2420.36,9428,9/1/2019
墾丁怡灣渡假酒店,Scenery,240,7200,0.26,2865.13,5317684,1122143,6546496,738.57,1856,9/1/2019
墾丁福華渡假飯店,Scenery,458,13740,0.62,3067.45,26303371,9415171,37425740,1914.36,8575,9/1/2019
大億麗緻酒店,Others,315,9450,0.63,2702.06,16004301,18479732,38601851,1693.58,5923,9/1/2019
大板根渡假酒店,Others,95,2850,0.82,4657.12,10892996,13555174,38265008,3822.1,2339,9/1/2019
天成大飯店,Taipei,226,6780,0.93,2904.16,18374600,30119526,51097640,2710.12,6327,9/1/2019
太魯閣晶英酒店,Scenery,160,4800,0.66,7079.71,22350657,7891130,33436310,4656.39,3157,9/1/2019
娜路彎⼤酒店,Others,276,8280,0.53,3270,14404350,11485984,32781702,1739.66,4405,9/1/2019
寒舍艾麗酒店,Taipei,235,7050,0.69,6022.69,29294344,22072001,56495532,4155.23,4864,9/1/2019
寒軒國際大飯店,Kaohsiung,380,11400,0.67,1892.83,14436641,16925451,32411485,1266.37,7627,9/1/2019
寶華大飯店,Others,78,2340,0.3,1343.64,949950,12600,964550,405.96,707,9/1/2019
尊爵大飯店,Taoyuan-Hsinchu-Miaoli,231,6930,0.67,2165.27,10005693,13666742,24905435,1443.82,4621,9/1/2019
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,7500,0.75,2257.67,12706150,29930874,42949965,1694.15,5628,9/1/2019
山泉大飯店,Others,146,4380,0.51,2041.7,4595872,790692,5670067,1049.29,2251,9/1/2019
幼獅大飯店,Others,55,1650,0.19,1591.35,496500,0,529060,300.91,312,9/1/2019
康華⼤飯店,Taipei,215,6450,0.62,2418.89,9743270,9875858,20314849,1510.58,4028,9/1/2019
悅川酒店,Others,103,3090,0.72,3649.22,8137761,5913143,14050904,2633.58,2230,9/1/2019
慶泰大飯店,Taipei,150,4500,0.73,2805.53,9154437,4721565,14893067,2034.32,3263,9/1/2019
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,11580,0.73,3948.89,33451065,52274242,94974430,2888.69,8471,9/1/2019
新竹國賓大飯店,Taoyuan-Hsinchu-Miaoli,257,7710,0.73,2956.07,16746111,33324585,54428256,2172,5665,9/1/2019
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6240,0.64,3083.5,12386422,20887375,34388788,1985,4017,9/1/2019
日勝生加賀屋國際溫泉飯店,Taipei,90,2700,0.47,5745.76,7343076,6935278,21086905,2719.66,1278,9/1/2019
⽇⽉⾏館,Scenery,92,2760,0.29,10010.63,8058560,2080174,10168602,2919.77,805,9/1/2019
晶悅國際飯店,Taoyuan-Hsinchu-Miaoli,388,11640,0.4,1695.26,7911795,5693999,14356101,679.71,4667,9/1/2019
晶英國際⾏館,Kaohsiung,147,4410,0.3,5893.5,7797100,11303763,22116476,1768.05,1323,9/1/2019
晶華酒店,Taipei,538,16140,0.7,5633.32,63831192,143905708,283290768,3954.84,11331,9/1/2019
東⽅渡假酒店,Scenery,112,3360,0,,0,0,0,,0,9/1/2019
板橋凱撒大飯店,Others,400,12000,0.7,3711.47,31139200,8676788,39890828,2594.93,8390,9/1/2019
桃園喜來登酒店,Taoyuan-Hsinchu-Miaoli,187,5610,0.13,2989.83,2215467,6788944,9564636,394.91,741,9/1/2019
樂樂日暉溫泉酒店,Others,48,1440,0.21,2343.78,700790,0,700790,486.66,299,9/1/2019
歐華酒店,Taipei,112,3360,0.38,3077.11,3978702,6359731,11381665,1184.14,1293,9/1/2019
洛碁⼤飯店花華本館,Taipei,112,3360,0.89,1827.62,5455435,0,5455435,1623.64,2985,9/1/2019
海灣藝術酒店,Taichung,226,6780,0.12,1592.59,1286814,319835,1773911,189.8,808,9/1/2019
涵碧樓⼤飯店,Scenery,96,2880,0.79,14008.8,31982092,3077281,37544505,11104.89,2283,9/1/2019
漢來⼤飯店,Kaohsiung,535,16050,0.74,2850.72,33646997,58986545,142003352,2096.39,11803,9/1/2019
澎湖福朋喜來登酒店,Others,331,9930,0.56,2879.74,15979655,15472218,35480624,1609.23,5549,9/1/2019
瑞穗天合國際觀光酒店,Hualien,198,5940,0.58,6811.44,23526722,11002338,40020166,3960.73,3454,9/1/2019
瓏⼭林台北中和飯店,Others,126,3780,0.3,2431.49,2796209,5822514,9793537,739.74,1150,9/1/2019
知本老爺大酒店,Scenery,182,5460,0.6,3843.87,12654036,8078897,24000040,2317.59,3292,9/1/2019
碧特弗⼤飯店,Others,54,1620,0.12,2760.32,529981,127600,657581,327.15,192,9/1/2019
礁溪老爺大酒店,Scenery,197,5910,0.72,6460.19,27636684,22251502,58899697,4676.26,4278,9/1/2019
神旺⼤飯店,Taipei,268,8040,0.79,1959.77,12424935,25792551,41098099,1545.39,6340,9/1/2019
福容大飯店(台北一館),Taipei,120,3600,0.52,2999.3,5662669,9075468,15959929,1572.96,1888,9/1/2019
福容大飯店(林口),Taoyuan-Hsinchu-Miaoli,149,4470,0.7,2064.31,6420010,2498508,8960262,1436.24,3110,9/1/2019
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5460,0.72,1821.48,7162043,4536363,12267435,1311.73,3932,9/1/2019
福容大飯店(淡水漁人碼頭),Others,198,5940,0.49,3878.63,11174319,13628962,26727809,1881.2,2881,9/1/2019
福容大飯店(福隆),Scenery,174,5220,0.35,5221.03,9653688,5911066,15871174,1849.37,1849,9/1/2019
福容大飯店(高雄),Kaohsiung,250,7500,0.63,1648.1,7788938,11201842,19007548,1038.53,4726,9/1/2019
福華大飯店,Taipei,606,18180,0.63,3516.67,39988000,43377000,106173000,2199.56,11371,9/1/2019
第一⼤飯店,Taipei,176,5280,0.52,1629.77,4470469,2473014,26608926,846.68,2743,9/1/2019
綠舞國際觀光飯店,Others,104,3120,0.3,5289.05,4892371,3237924,9313698,1568.07,925,9/1/2019
美侖⼤飯店,Hualien,343,10290,0.45,2230.49,10300403,7582269,19194379,1001.01,4618,9/1/2019
美麗信花園酒店,Taipei,203,6090,0.83,2077.85,10516004,6291881,22775175,1726.77,5061,9/1/2019
美麗春天⼤飯店,Others,34,1020,0.12,2765.73,337419,169144,506563,330.8,122,9/1/2019
義大皇家酒店,Kaohsiung,656,19680,0.51,2909,29235450,25762153,58015024,1485.54,10050,9/1/2019
義華酒店,Taipei,149,4470,0.3,4009.69,5449175,142708,8156665,1219.05,1359,9/1/2019
老爺大酒店,Taipei,202,6060,0.91,4798.82,26499107,30082371,62909665,4372.79,5522,9/1/2019
耐斯王⼦⼤飯店,Others,245,7350,0.57,2081.52,8700747,12624413,22269324,1183.78,4180,9/1/2019
花蓮亞士都飯店,Hualien,167,5010,0.29,1265.88,1820341,1022338,2862679,363.34,1438,9/1/2019
花蓮翰品酒店,Hualien,197,5910,0.66,2400.14,9302953,8485701,19415566,1574.1,3876,9/1/2019
華園大飯店,Kaohsiung,269,8070,0.71,1363.56,7814586,3589312,11843388,968.35,5731,9/1/2019
華泰王子大飯店,Taipei,204,6120,0.72,2739.8,12107161,9103932,23465006,1978.29,4419,9/1/2019
華王大飯店,Kaohsiung,297,8910,0.23,1498.79,3080011,990798,4100818,345.68,2055,9/1/2019
蘭城晶英酒店,Others,193,5790,0.68,8620.01,34023173,31215886,73201468,5876.2,3947,9/1/2019
裕元花園酒店,Taichung,149,4470,0.78,3077.26,10736575,24837857,40334557,2401.92,3489,9/1/2019
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11520,0.25,2961.32,8362767,4192164,13749983,725.93,2824,9/1/2019
豪景⼤酒店,Taipei,209,6270,0.48,2097.81,6268262,805845,7339129,999.72,2988,9/1/2019
趣淘漫旅,Scenery,198,5940,0.46,3080.28,8344474,2655573,12389488,1404.79,2709,9/1/2019
遠百企業觀光旅館,Others,40,1200,0.07,1007.59,79600,0,79600,66.33,79,9/1/2019
遠雄悅來大飯店,Hualien,381,11430,0.41,3066.36,14525358,16369587,35404816,1270.81,4737,9/1/2019
鈺通⼤飯店,Others,120,3600,0.21,1976.65,1482488,3016958,4510553,411.8,750,9/1/2019
長榮桂冠酒店(台中),Taichung,354,10620,0.59,2249.64,14055779,56917328,75766592,1323.52,6248,9/1/2019
長榮鳳凰酒店(礁溪),Others,231,6930,0.62,5315.1,22971856,17921007,46816980,3314.84,4322,9/1/2019
阿里山賓館,Scenery,35,1050,0.36,5549.28,2080981,0,2080981,1981.89,375,9/1/2019
阿里山賓館(新館),Scenery,104,3120,0.62,5294.47,10160081,5732314,16143775,3256.44,1919,9/1/2019
陸島酒店,Others,47,1410,0.37,1356.1,698390,81360,786100,495.31,515,9/1/2019
陽明⼭中國麗緻⼤飯店,Scenery,47,1410,0.31,3568.92,1538205,1490488,4628917,1090.93,431,9/1/2019
雲品溫泉酒店⽇⽉潭,Scenery,211,6330,0.67,7843.11,33435171,20973780,58381635,5282.02,4263,9/1/2019
首都大飯店,Taipei,129,3870,0.52,3129.61,6324937,1807795,8739488,1634.35,2021,9/1/2019
香格⾥拉台北遠東國際⼤飯店,Taipei,420,12600,0.66,5579.11,46434959,48767805,109515249,3685.31,8323,9/1/2019
香格里拉台南遠東國際大飯店,Others,331,9930,0.61,3479.77,20909916,20910812,47432280,2105.73,6009,9/1/2019
馥藝⾦鬱⾦香酒店,Taoyuan-Hsinchu-Miaoli,191,5730,0.59,1773.41,5987020,3391628,9503118,1044.86,3376,9/1/2019
⾼雄國賓⼤飯店,Kaohsiung,453,13590,0.74,2013.34,20115292,39117253,60955303,1480.15,9991,9/1/2019
高雄圓山大飯店,Scenery,107,3210,0.39,2415.9,3044039,7197310,11762012,948.3,1260,9/1/2019
⾼雄福華⼤飯店,Kaohsiung,271,8130,0.7,2191.4,12447174,18437330,34198461,1531.02,5680,9/1/2019
麒麟⼤飯店,Others,167,5010,0.31,3049.57,4720737,1597700,6572693,942.26,1548,9/1/2019
麗尊⼤酒店,Kaohsiung,198,5940,0.54,2190.33,7050661,15843521,24085256,1186.98,3219,9/1/2019
龍⾕⼤飯店,Scenery,189,5670,0.27,1625.61,2527819,1351395,4241880,445.82,1555,9/1/2019
⻄華⼤飯店,Taipei,343,10633,0.81,4344.1,37298451,17582339,59998868,3507.8,8586,10/1/2019
⻑榮桂冠酒店(基隆),Others,140,4340,0.83,2632.4,9510875,5914529,18675043,2191.45,3613,10/1/2019
三德⼤飯店,Taipei,287,8897,0.37,2092.01,6811569,556692,8395602,765.6,3256,10/1/2019
亞士都飯店,Taipei,40,1240,0.49,2278.64,1392250,0,1392250,1122.78,611,10/1/2019
亞都麗緻⼤飯店,Taipei,209,6479,0.79,4202.79,21476232,14380385,40872517,3314.74,5110,10/1/2019
兄弟大飯店,Taipei,250,7750,0.72,3412.81,19173184,37654398,61264687,2473.96,5618,10/1/2019
全國⼤飯店,Taichung,178,5518,0.71,2132.27,8305205,15244780,25815752,1505.11,3895,10/1/2019
六福客棧,Taipei,230,7130,0.77,1415.04,7786969,7417984,15685670,1092.14,5503,10/1/2019
凱撒⼤飯店,Scenery,281,8711,0.89,5193.69,40116040,6761692,49049280,4605.22,7724,10/1/2019
北投老爺酒店,Taipei,50,1550,0.54,5700.28,4759736,2687556,8685011,3070.8,835,10/1/2019
北投麗禧溫泉酒店,Taipei,66,2046,0.59,14252.85,17174684,7976523,31004447,8394.27,1205,10/1/2019
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3441,0.61,4256.12,8886778,13787195,28682583,2582.61,2088,10/1/2019
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7905,0.89,2911.05,20496703,16685497,39107255,2592.88,7041,10/1/2019
台中港酒店,Taichung,200,6200,0.57,2696.54,9607784,2450572,12900571,1549.64,3563,10/1/2019
台中福華大飯店,Taichung,155,4805,0.75,2470.86,8877793,11834533,23787726,1847.62,3593,10/1/2019
台中金典酒店,Taichung,222,6882,0.73,3118.33,15675844,19262026,62884172,2277.8,5027,10/1/2019
台北W飯店,Taipei,405,12555,0.82,8782.07,90007388,50855651,159722696,7169.05,10249,10/1/2019
台北中山雅樂軒酒店,Taipei,88,2728,0.86,4246.45,9957936,793915,11970107,3650.27,2345,10/1/2019
台北凱撒大飯店,Taipei,478,14818,0.89,3825.92,50433322,18689459,73984612,3403.52,13182,10/1/2019
台北君品大酒店,Taipei,286,8866,0.8,5166.57,36811800,49908360,91200763,4152.02,7125,10/1/2019
台北君悅酒店,Taipei,850,26350,0.82,6300.6,136571806,115003326,282688571,5182.99,21676,10/1/2019
台北寒舍喜來登大飯店,Taipei,688,21328,0.75,5092.72,81570057,111859841,216134220,3824.55,16017,10/1/2019
台北寒舍艾美酒店,Taipei,160,4960,0.89,8504.9,37472581,56129916,108254230,7554.96,4406,10/1/2019
台北有園飯店,Taipei,56,1736,0.79,2653.08,3655949,356903,4093748,2105.96,1378,10/1/2019
台北美福⼤飯店,Taipei,146,4526,0.6,6450.74,17468603,52532431,75784108,3859.61,2708,10/1/2019
台北花園⼤酒店,Taipei,241,7471,0.94,2309.37,16158670,24187165,44389668,2162.85,6997,10/1/2019
台北華國⼤飯店,Taipei,326,10106,0.75,3025.66,23067614,9039233,33987748,2282.57,7624,10/1/2019
台北萬豪酒店,Taipei,318,9858,0.81,5745.17,45875188,63822998,145312027,4653.6,7985,10/1/2019
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15996,0.77,2698.04,33407109,23067778,61988611,2088.47,12382,10/1/2019
台南大員皇冠假日酒店,Others,231,7161,0.58,3210.76,13353565,15570249,31798716,1864.76,4159,10/1/2019
台南⼤飯店,Others,152,4712,0.62,2044.01,5995092,10490500,17831398,1272.3,2933,10/1/2019
台東桂⽥喜來登酒店,Others,278,8618,0.47,2777.95,11186811,13225652,25156923,1298.08,4027,10/1/2019
台糖⻑榮酒店(台南),Others,197,6107,0.76,2500.79,11653668,22748666,36282754,1908.25,4660,10/1/2019
合尊酒店 S Hotel,Taipei,101,3131,0.73,3850.73,8833576,3344963,13476128,2821.33,2294,10/1/2019
名都觀光渡假大飯店,Scenery,97,3007,0.39,1212.61,1421174,2484324,4017118,472.62,1172,10/1/2019
國王大飯店,Taipei,97,3007,0.7,1443.85,3046518,848953,3952876,1013.14,2110,10/1/2019
國聯⼤飯店,Taipei,243,7533,0.72,2074.64,11207203,1084170,13603131,1487.75,5402,10/1/2019
國賓大飯店,Taipei,316,9796,0.65,3847.33,24669103,71142285,102189505,2518.28,6412,10/1/2019
圓山大飯店,Taipei,500,15500,0.7,4047.61,44212098,57051561,116212985,2852.39,10923,10/1/2019
墾丁怡灣渡假酒店,Scenery,236,7316,0.31,3020.74,6899375,677295,7748646,943.05,2284,10/1/2019
墾丁福華渡假飯店,Scenery,458,14198,0.62,3187.17,27996115,9936027,39736992,1971.84,8784,10/1/2019
大億麗緻酒店,Others,315,9765,0.65,3086.75,19548413,26428482,51680864,2001.89,6333,10/1/2019
大板根渡假酒店,Others,95,2945,0.83,4710.22,11502346,12767767,40143015,3905.72,2442,10/1/2019
天成大飯店,Taipei,225,6975,0.96,3135.9,20969751,27919306,51975689,3006.42,6687,10/1/2019
太魯閣晶英酒店,Scenery,160,4960,0.79,7387,28957045,9562134,42613878,5838.11,3920,10/1/2019
娜路彎⼤酒店,Others,276,8556,0.51,3429.65,14967011,13077575,37281193,1749.3,4364,10/1/2019
寒舍艾麗酒店,Taipei,235,7285,0.82,6111.89,36549114,20352848,62476887,5017.04,5980,10/1/2019
寒軒國際大飯店,Kaohsiung,380,11780,0.65,1943.28,14850516,18879307,34799514,1260.66,7642,10/1/2019
寶華大飯店,Others,78,2418,0.38,1460.36,1344996,27360,1374356,556.24,921,10/1/2019
尊爵大飯店,Taoyuan-Hsinchu-Miaoli,231,7161,0.82,2231.53,13150423,12883111,27957487,1836.39,5893,10/1/2019
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,7750,0.86,2234.07,14852080,28385814,43710180,1916.4,6648,10/1/2019
山泉大飯店,Others,146,4526,0.77,2062.48,7231072,946698,8608179,1597.67,3506,10/1/2019
幼獅大飯店,Others,55,1705,0.18,1837.1,569500,0,602100,334.02,310,10/1/2019
康華⼤飯店,Taipei,215,6665,0.73,2547.56,12477963,12118264,25397184,1872.16,4898,10/1/2019
悅川酒店,Others,103,3193,0.79,3486.17,8806067,6185581,14991648,2757.93,2526,10/1/2019
慶泰大飯店,Taipei,150,4650,0.83,2903.23,11191970,5748398,17493795,2406.88,3855,10/1/2019
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,11966,0.93,3847.17,42718927,50355541,104790164,3570.03,11104,10/1/2019
新竹國賓大飯店,Taoyuan-Hsinchu-Miaoli,257,7967,0.74,3027.26,17927440,33299955,56233852,2250.21,5922,10/1/2019
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6448,0.69,2984.12,13282331,12115945,26598511,2059.91,4451,10/1/2019
日勝生加賀屋國際溫泉飯店,Taipei,90,2790,0.5,6946.04,9717512,8312727,23114742,3482.98,1399,10/1/2019
⽇⽉⾏館,Scenery,92,2852,0.31,10057.54,9011554,1179880,10280081,3159.73,896,10/1/2019
晶悅國際飯店,Taoyuan-Hsinchu-Miaoli,388,12028,0.63,1753.3,13307547,7301411,21945188,1106.38,7590,10/1/2019
晶英國際⾏館,Kaohsiung,147,4557,0.38,6026.16,10539759,12920647,26592603,2312.87,1749,10/1/2019
晶華酒店,Taipei,538,16678,0.82,5814.36,79400930,126352249,259157936,4760.82,13656,10/1/2019
板橋凱撒大飯店,Others,400,12400,0.83,4003.22,41437312,9321859,50866330,3341.72,10351,10/1/2019
桃園喜來登酒店,Taoyuan-Hsinchu-Miaoli,187,5797,0.33,3726.68,7185030,5706505,14222012,1239.44,1928,10/1/2019
樂樂日暉溫泉酒店,Others,48,1488,0.24,2538.34,913801,0,913801,614.11,360,10/1/2019
歐華酒店,Taipei,112,3472,0.62,2965.4,6417122,5295804,12985949,1848.25,2164,10/1/2019
洛碁⼤飯店花華本館,Taipei,112,3472,0.81,1772.78,4972637,0,4972637,1432.21,2805,10/1/2019
