Hotel,Area,Room,Demand,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Supply,Date
台北美福⼤飯店,Taipei,146,2287,0.5053,6515.0,14899788,76499933,98404709,3292.0294999999996,4526,2019-01-31
圓⼭⼤飯店,Taipei,500,12060,0.7781,3951.0,47649568,66780719,126811261,3074.2731,15500,2019-01-31
國賓⼤飯店,Taipei,422,8935,0.6829999999999999,3586.0,32041552,110904217,153490472,2449.238,13082,2019-01-31
台北華國⼤飯店,Taipei,326,7482,0.7404000000000001,2813.0,21047425,21050756,44150940,2082.7452000000003,10106,2019-01-31
華泰王⼦⼤飯店,Taipei,206,4331,0.6781999999999999,2824.0,12230583,15831900,31645486,1915.2367999999997,6386,2019-01-31
國王⼤飯店,Taipei,97,1932,0.6425,1711.0,3304886,858943,4255097,1099.3174999999999,3007,2019-01-31
豪景⼤酒店,Taipei,209,4020,0.6204999999999999,2029.0,8156069,2352273,10798477,1258.9944999999998,6479,2019-01-31
台北凱撒⼤飯店,Taipei,478,12431,0.8389,3423.0,42549565,28383100,75599523,2871.5547,14818,2019-01-31
康華⼤飯店,Taipei,215,3779,0.5670000000000001,2385.0,9014250,12762226,22871071,1352.295,6665,2019-01-31
神旺⼤飯店,Taipei,268,6700,0.8065000000000001,2693.0,18046184,39770271,62600710,2171.9045,8308,2019-01-31
兄弟⼤飯店,Taipei,250,5010,0.6465000000000001,3419.0,17128883,49027078,71350585,2210.3835000000004,7750,2019-01-31
三德⼤飯店,Taipei,257,5997,0.7526999999999999,1906.0,11428418,5283430,18112766,1434.6462,7967,2019-01-31
亞都麗緻⼤飯店,Taipei,209,3896,0.6013000000000001,4041.0,15743425,15273435,37919852,2429.8533,6479,2019-01-31
國聯⼤飯店,Taipei,243,4264,0.5660000000000001,2184.0,9310466,1261880,11717531,1236.1440000000002,7533,2019-01-31
台北寒舍喜來登⼤飯店,Taipei,688,15888,0.7448999999999999,4911.0,78030856,134053882,237219195,3658.2038999999995,21328,2019-01-31
老爺⼤酒店,Taipei,202,5755,0.919,4744.0,27302900,42592191,77309540,4359.736,6262,2019-01-31
福華⼤飯店,Taipei,606,9422,0.5015,3888.0,36630000,53403000,108355000,1949.8319999999999,18786,2019-01-31
台北君悅酒店,Taipei,850,17796,0.6754000000000001,6136.0,109199042,118887789,256404959,4144.254400000001,26350,2019-01-31
晶華酒店,Taipei,538,12604,0.7556999999999999,5659.0,71323172,212907208,340092294,4276.5063,16678,2019-01-31
⻄華⼤飯店,Taipei,343,7057,0.6637000000000001,4589.0,32385058,24295513,63248392,3045.7193,10633,2019-01-31
香格⾥拉台北遠東國際⼤飯店,Taipei,420,9442,0.7252,6085.0,57452160,70497048,145752253,4412.842,13020,2019-01-31
美麗信花園酒店,Taipei,203,4922,0.7820999999999999,2174.0,10700823,6040470,22592257,1700.2853999999998,6293,2019-01-31
台北寒舍艾美酒店,Taipei,160,4085,0.8236,9050.0,36969805,75334492,129460951,7453.58,4960,2019-01-31
台北W飯店,Taipei,405,10332,0.8229000000000001,8468.0,87487377,67696006,175014977,6968.3172,12555,2019-01-31
台北萬豪酒店,Taipei,318,8006,0.8120999999999999,6590.0,52757134,103519897,188938852,5351.739,9858,2019-01-31
亞⼠都飯店,Taipei,40,415,0.3347,2440.0,1012798,0,1012798,816.668,1240,2019-01-31
