Hotel,Area,Room,Demand,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Supply,Date
圓⼭⼤飯店,Taipei,500,632,0.0421,2857.0,1805413,8714140,14081540,120.27969999999999,15000,2020-04-30
台北華國⼤飯店,Taipei,326,596,0.060899999999999996,1883.0,1122468,6552844,8457149,114.67469999999999,9780,2020-04-30
華泰王⼦⼤飯店,Taipei,220,410,0.0621,1105.0,453249,5349049,7206770,68.6205,6600,2020-04-30
豪景⼤酒店,Taipei,209,54,0.0086,766.0,41350,0,286350,6.5876,6270,2020-04-30
國王⼤飯店,Taipei,97,8,0.0027,3139.0,25113,102790,172483,8.4753,2910,2020-04-30
國賓⼤飯店,Taipei,422,497,0.0393,4086.0,2030742,27100425,31249453,160.5798,12660,2020-04-30
康華⼤飯店,Taipei,215,0,0.0,0.0,0,1874555,2238489,0.0,6450,2020-04-30
台北凱撒⼤飯店,Taipei,478,721,0.050300000000000004,1656.0,1194195,3009000,8684097,83.2968,14340,2020-04-30
兄弟⼤飯店,Taipei,250,616,0.0821,2090.0,1287659,17274194,20732807,171.58900000000003,7500,2020-04-30
三德⼤飯店,Taipei,287,994,0.11539999999999999,923.0,917889,63980,2723207,106.51419999999999,8610,2020-04-30
亞都麗緻⼤飯店,Taipei,209,367,0.058499999999999996,3624.0,1330079,7760155,12493527,212.004,6270,2020-04-30
國聯⼤飯店,Taipei,243,796,0.1092,1127.0,896795,283665,1320174,123.06840000000001,7290,2020-04-30
台北寒舍喜來登⼤飯店,Taipei,688,1984,0.09609999999999999,2972.0,5897314,38136003,52276717,285.6092,20640,2020-04-30
老爺⼤酒店,Taipei,202,832,0.1373,2512.0,2090232,9567728,14297349,344.8976,6060,2020-04-30
福華⼤飯店,Taipei,606,658,0.0362,2767.0,1821000,14636000,26934000,100.1654,18180,2020-04-30
台北君悅酒店,Taipei,850,1472,0.057699999999999994,4427.0,6516412,36464007,51239927,255.43789999999998,25500,2020-04-30
⻄華⼤飯店,Taipei,343,261,0.0254,4016.0,1048158,3381588,5224152,102.0064,10290,2020-04-30
晶華酒店,Taipei,538,3402,0.2108,4079.0,13877109,56071117,106647952,859.8531999999999,16140,2020-04-30
香格⾥拉台北遠東國際⼤飯店,Taipei,420,887,0.0704,5041.0,4471600,16709284,25740455,354.88640000000004,12600,2020-04-30
神旺⼤飯店,Taipei,268,149,0.018500000000000003,2800.0,417214,18608094,19838818,51.800000000000004,8040,2020-04-30
美麗信花園酒店,Taipei,203,862,0.14150000000000001,1275.0,1098759,924571,3593023,180.41250000000002,6090,2020-04-30
台北寒舍艾美酒店,Taipei,160,522,0.10880000000000001,5487.0,2864025,13427401,26462750,596.9856000000001,4800,2020-04-30
台北W飯店,Taipei,405,1056,0.08689999999999999,7316.0,7725749,6510516,17396116,635.7603999999999,12150,2020-04-30
台北萬豪酒店,Taipei,318,665,0.0697,5003.0,3326888,17531908,28291177,348.7091,9540,2020-04-30
台北美福⼤飯店,Taipei,146,521,0.1189,4591.0,2391983,17233166,21422720,545.8699,4380,2020-04-30
亞⼠都飯店,Taipei,40,72,0.06,1937.0,139480,0,139480,116.22,1200,2020-04-30
天成⼤飯店,Taipei,225,470,0.0696,1511.0,709999,5398271,6533990,105.1656,6750,2020-04-30
六福客棧,Taipei,230,508,0.0736,1053.0,535145,2273526,3087938,77.5008,6900,2020-04-30
第一⼤飯店,Taipei,176,38,0.0072,1318.0,50091,2334277,16448251,9.4896,5280,2020-04-30
慶泰⼤飯店,Taipei,150,81,0.018000000000000002,1552.0,125717,2114445,2389073,27.936000000000003,4500,2020-04-30
洛碁⼤飯店花華本館,Taipei,112,15,0.0045000000000000005,1029.0,15432,0,15432,4.6305000000000005,3360,2020-04-30
歐華酒店,Taipei,112,120,0.035699999999999996,3133.0,376012,2524812,3240225,111.84809999999999,3360,2020-04-30
福容⼤飯店台北一館,Taipei,120,217,0.0603,2053.0,445565,2948173,3771982,123.7959,3600,2020-04-30
⾸都⼤飯店,Taipei,129,279,0.0721,1762.0,491725,574152,1587090,127.0402,3870,2020-04-30
台北君品⼤酒店,Taipei,286,1265,0.1474,2613.0,3304884,21830957,27067114,385.1562,8580,2020-04-30
台北花園⼤酒店,Taipei,241,763,0.10550000000000001,1283.0,979267,7670181,9662688,135.3565,7230,2020-04-30
⽇勝⽣加賀屋國際溫泉飯店,Taipei,90,1093,0.4048,3209.0,3507771,2933003,9355245,1299.0031999999999,2700,2020-04-30
北投麗禧溫泉酒店,Taipei,66,258,0.1303,14503.0,3741791,2392379,10314591,1889.7409,1980,2020-04-30
寒舍艾麗酒店,Taipei,235,2207,0.313,2775.0,6124581,384941,7616457,868.575,7050,2020-04-30
北投老爺酒店,Taipei,50,327,0.218,5552.0,1815381,1654446,3951975,1210.336,1500,2020-04-30
台北有園飯店,Taipei,56,93,0.0554,2252.0,209404,0,550703,124.76079999999999,1680,2020-04-30
合尊酒店,Taipei,101,1913,0.6314,3582.0,6853209,2410197,10189747,2261.6748,3030,2020-04-30
台北中⼭雅樂軒酒店,Taipei,88,457,0.17309999999999998,2745.0,1254416,237808,1664604,475.1594999999999,2640,2020-04-30
義華酒店,Taipei,149,309,0.0691,3203.0,989727,102501,2517732,221.32729999999998,4470,2020-04-30
華園⼤飯店,Kaohsiung,269,641,0.0794,1526.0,978194,1309173,2585479,121.1644,8070,2020-04-30
⾼雄國賓⼤飯店,Kaohsiung,453,3024,0.2225,1940.0,5866836,9793166,16288340,431.65000000000003,13590,2020-04-30
漢來⼤飯店,Kaohsiung,535,1756,0.1094,2822.0,4955533,24377241,37297196,308.72679999999997,16050,2020-04-30
⾼雄福華⼤飯店,Kaohsiung,271,1722,0.2118,2021.0,3479637,6242068,11259591,428.0478,8130,2020-04-30
寒軒國際⼤飯店,Kaohsiung,380,948,0.0832,1772.0,1679771,4642432,6575335,147.4304,11400,2020-04-30
麗尊⼤酒店,Kaohsiung,188,976,0.17300000000000001,2019.0,1970954,7217503,9435693,349.28700000000003,5640,2020-04-30
義⼤皇家酒店,Kaohsiung,656,1176,0.059800000000000006,2656.0,3123592,3802617,7990518,158.82880000000003,19680,2020-04-30
福容⼤飯店⾼雄,Kaohsiung,250,994,0.1325,1744.0,1733344,899625,2632969,231.08,7500,2020-04-30
晶英國際⾏館,Kaohsiung,147,414,0.09390000000000001,6873.0,2845234,7282473,11301407,645.3747000000001,4410,2020-04-30
全國⼤飯店,Taichung,178,864,0.1618,1710.0,1477139,4031082,9508353,276.678,5340,2020-04-30
⻑榮桂冠酒店(台中),Taichung,354,2310,0.2175,1980.0,4574901,6604245,12680299,430.65,10620,2020-04-30
台中福華⼤飯店,Taichung,155,1295,0.2785,2353.0,3047172,2579239,6349816,655.3105,4650,2020-04-30
台中⾦典酒店,Taichung,222,1750,0.26280000000000003,2404.0,4206638,5144922,12655840,631.7712000000001,6660,2020-04-30
海灣藝術酒店,Taichung,226,60,0.0088,1888.0,113259,163901,1577224,16.6144,6780,2020-04-30
裕元花園酒店,Taichung,149,1253,0.2803,2586.0,3240647,8921808,14975768,724.8557999999999,4470,2020-04-30
台中港酒店,Taichung,200,2143,0.35719999999999996,2472.0,5298357,665282,6362911,882.9984,6000,2020-04-30
花蓮亞⼠都飯店,Hualien,167,520,0.1038,1385.0,720000,149957,877388,143.763,5010,2020-04-30
花蓮翰品酒店,Hualien,197,2280,0.3858,2174.0,4957077,2471717,7671027,838.7292,5910,2020-04-30
美侖⼤飯店,Hualien,343,2847,0.2767,1550.0,4413849,1488362,6091523,428.885,10290,2020-04-30
遠雄悅來⼤飯店,Hualien,381,3724,0.3258,2715.0,10111281,5458560,18908311,884.5469999999999,11430,2020-04-30
瑞穗天合國際觀光酒店,Hualien,198,1963,0.33049999999999996,6499.0,12758368,6603571,22221025,2147.9194999999995,5940,2020-04-30
晶悅國際飯店,Taoyuan-Hsinchu-Miaoli,380,2,0.0002,2310.0,4620,1327235,1464579,0.462,11400,2020-04-30
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,1652,0.22030000000000002,1784.0,2947899,28996170,31994452,393.01520000000005,7500,2020-04-30
南⽅莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,565,0.1697,4515.0,2551186,1949517,6090256,766.1954999999999,3330,2020-04-30
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,2439,0.1576,2955.0,7206271,3092148,11746178,465.70799999999997,15480,2020-04-30
桃園喜來登酒店,Taoyuan-Hsinchu-Miaoli,190,357,0.0626,2087.0,744973,1629493,2578807,130.6462,5700,2020-04-30
名⼈堂花園⼤飯店,Taoyuan-Hsinchu-Miaoli,128,396,0.10310000000000001,4849.0,1920351,6038228,11542630,499.93190000000004,3840,2020-04-30
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,3479,0.3004,2253.0,7837385,11578922,21964032,676.8012,11580,2020-04-30
新⽵老爺⼤酒店,Taoyuan-Hsinchu-Miaoli,208,1239,0.1986,2867.0,3552727,4359494,8264359,569.3862,6240,2020-04-30
新⽵國賓⼤飯店,Taoyuan-Hsinchu-Miaoli,257,919,0.1192,2378.0,2185674,13243968,17780693,283.4576,7710,2020-04-30
尊爵⼤飯店,Taoyuan-Hsinchu-Miaoli,231,0,0.0,0.0,0,4335299,4770543,0.0,6930,2020-04-30
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,1910,0.24969999999999998,2185.0,4172602,15467362,20030471,545.5944999999999,7650,2020-04-30
福容⼤飯店桃園,Taoyuan-Hsinchu-Miaoli,182,539,0.0987,2073.0,1117456,1671942,3294812,204.6051,5460,2020-04-30
