Hotel,Area,Room,Supply,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Demand,Date
神旺大飯店,Taipei,268,8308,0.73,2607,15769951,47315247,68292805,1897.9,6048,1/1/2020
福容大飯店(台北一館),Taipei,120,3720,0.37,3100,4315120,17250493,23578466,1160.02,1392,1/1/2020
福容大飯店(林口),Taoyuan-Hsinchu-Miaoli,149,4619,0.68,2565,8026931,6659736,14740338,1737.53,3129,1/1/2020
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5642,0.71,1954,7778986,7452120,15971288,1379.13,3982,1/1/2020
福容大飯店(淡水漁人碼頭),Others,198,6138,0.43,5204,13686207,21111918,37744643,2229.91,2630,1/1/2020
福容大飯店(福隆),Scenery,174,5394,0.27,4115,5942161,5211085,11259474,1101.59,1444,1/1/2020
福容大飯店(高雄),Kaohsiung,250,7750,0.53,2493,10266992,6318649,16611459,1324.78,4118,1/1/2020
福華⼤飯店,Taipei,606,18786,0.51,4002,38298000,80955000,137868000,2038.62,9569,1/1/2020
第一⼤飯店,Taipei,176,5456,0.55,1625,4899747,3587320,27984442,898.3,3016,1/1/2020
綠舞國際觀光飯店,Others,104,3224,0.39,6698,8485839,5468576,15618561,2632.31,1267,1/1/2020
美侖大飯店,Hualien,343,10633,0.55,2904,16939834,12622552,30841916,1593.13,5833,1/1/2020
美麗信花園酒店,Taipei,203,6293,0.69,2197,9487208,7520101,22477404,1507.8,4319,1/1/2020
美麗春天大飯店,Others,34,1054,0.4,2158,904045,229197,1133242,857.81,419,1/1/2020
義大皇家酒店,Kaohsiung,656,20336,0.51,3707,38300724,33969387,77151976,1883.53,10332,1/1/2020
義華酒店,Taipei,149,4619,0.14,4336,2831408,221080,8582531,613.11,653,1/1/2020
老爺大酒店,Taipei,202,6262,0.82,4777,24563446,46598049,78002785,3922.39,5142,1/1/2020
耐斯王子大飯店,Others,245,7595,0.54,3031,12411156,20334557,34403361,1634.32,4095,1/1/2020
花蓮亞士都飯店,Hualien,167,5177,0.33,1620,2737119,1566519,4324638,528.77,1690,1/1/2020
花蓮翰品酒店,Hualien,197,6107,0.59,3236,11667920,13865651,26593635,1910.86,3606,1/1/2020
華園⼤飯店,Kaohsiung,269,8339,0.63,1820,9565835,7336115,17485186,1147.15,5256,1/1/2020
華泰王子大飯店,Taipei,212,6572,0.47,2753,8511853,17092363,28374158,1295.29,3092,1/1/2020
蘭城晶英酒店,Others,193,5983,0.63,10184,38393452,47082027,95585612,6416.94,3770,1/1/2020
裕元花園酒店,Taichung,149,4619,0.65,3611,10888318,41075759,57149352,2356.9,3015,1/1/2020
豐⾢喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,384,11904,0.24,3730,10648834,5881089,18015224,894.45,2855,1/1/2020
豪景大酒店,Taipei,209,6479,0.65,2289,9568929,3233447,13083325,1476.86,4180,1/1/2020
趣淘漫旅,Scenery,198,6138,0.77,3497,16479840,4119028,22850011,2684.65,4712,1/1/2020
遠百企業觀光旅館,Others,40,1240,0.05,1000,56000,0,56000,45.2,56,1/1/2020
遠雄悅來大飯店,Hualien,381,11811,0.55,3656,23619691,16320479,46650072,1999.47,6460,1/1/2020
鈺通大飯店,Others,120,3720,0.34,2177,2774132,9819915,12619573,745.62,1274,1/1/2020
阿⾥⼭賓館,Scenery,35,1085,0.36,7709,2983363,0,2983363,2749.8,387,1/1/2020
阿里山賓館(新館),Scenery,104,3224,0.64,6347,13042790,7414941,20915435,4045.58,2055,1/1/2020
陸島酒店,Others,47,1457,0.08,1734,197645,14560,212355,135.6,114,1/1/2020
陽明山中國麗緻大飯店,Scenery,47,1457,0.44,5534,3535927,3644132,10347360,2427.21,639,1/1/2020
雲品溫泉酒店日月潭,Scenery,211,6541,0.81,10106,53681626,27048294,86155509,8207.08,5312,1/1/2020
⾸都⼤飯店,Taipei,129,3999,0.4,3193,5115643,3343012,9102926,1279.12,1602,1/1/2020
香格⾥拉台北遠東國際⼤飯店,Taipei,420,13020,0.59,6243,48294113,80181886,146109525,3709.59,7736,1/1/2020
香格⾥拉台南遠東國際⼤飯店,Others,331,10261,0.78,4371,34842316,37837732,81391615,3395.39,7971,1/1/2020
馥藝金鬱金香酒店,Taoyuan-Hsinchu-Miaoli,191,5921,0.45,2916,7708170,6378610,14337587,1301.7,2643,1/1/2020
⾼雄國賓⼤飯店,Kaohsiung,453,14043,0.77,2306,25045899,60083042,88412943,1783.69,10862,1/1/2020
高雄圓山大飯店,Scenery,107,3317,0.45,3447,5139306,19067053,25305035,1549.43,1491,1/1/2020
高雄福華大飯店,Kaohsiung,271,8401,0.71,2760,16429121,34432379,54163456,1955.46,5952,1/1/2020
麒麟⼤飯店,Others,167,5177,0.33,5121,8791989,1334699,10340438,1698.64,1717,1/1/2020
麗尊⼤酒店,Kaohsiung,188,5828,0.57,2820,9400797,25779537,36527264,1613.32,3334,1/1/2020
龍谷大飯店,Scenery,189,5859,0.21,2635,3193038,667210,4315850,545.18,1212,1/1/2020
⻄華⼤飯店,Taipei,343,9947,0.25,4290,10707515,10583339,23697264,1076.36,2496,2/1/2020
⻑榮桂冠酒店(台中),Taichung,354,10266,0.48,2215,10926828,13185257,26987966,1064.09,4932,2/1/2020
⻑榮桂冠酒店(基隆),Others,140,4060,0.34,2932,3999236,1574085,7640340,985.15,1364,2/1/2020
⻑榮鳳凰酒店(礁溪),Others,231,6699,0.66,5468,24342229,15133795,46745590,3634.03,4452,2/1/2020
三德大飯店,Taipei,287,8323,0.15,1980,2436947,89508,5459952,292.84,1231,2/1/2020
亞⼠都飯店,Taipei,40,1160,0.21,2280,551728,0,551728,475.61,242,2/1/2020
亞都麗緻⼤飯店,Taipei,209,6061,0.34,3819,7843225,9748340,20659843,1294.26,2054,2/1/2020
兄弟⼤飯店,Taipei,250,7250,0.27,3325,6573248,27654813,37355648,906.73,1977,2/1/2020
全國⼤飯店,Taichung,178,5162,0.4,1974,4038283,5636507,11209187,782.49,2046,2/1/2020
六福客棧,Taipei,230,6670,0.4,1408,3756444,6114671,10392635,563.2,2668,2/1/2020
凱撒⼤飯店,Scenery,281,8149,0.91,4169,31048487,6696286,39600140,3810.47,7448,2/1/2020
北投老爺酒店,Taipei,50,1450,0.36,7057,3662724,2616785,7038580,2525.7,519,2/1/2020
北投麗禧溫泉酒店,Taipei,66,1914,0.38,15151,10969187,4754539,22708542,5731.62,724,2/1/2020
南⽅莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3219,0.42,4378,5919679,6068944,15702071,1838.76,1352,2/1/2020
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7395,0.53,2657,10395276,9809904,21172547,1405.82,3913,2/1/2020
台中港酒店,Taichung,200,5800,0.38,2573,5613619,815024,6999402,967.96,2182,2/1/2020
台中福華⼤飯店,Taichung,155,4495,0.4,2546,4587730,5543509,11273804,1020.69,1802,2/1/2020
台中金典酒店,Taichung,222,6438,0.41,2854,7524240,8617315,22849415,1168.43,2636,2/1/2020
台北W飯店,Taipei,405,11745,0.21,7791,19523352,17897528,42704839,1662.6,2506,2/1/2020
台北中山雅樂軒酒店,Taipei,88,2552,0.32,4940,4060858,384329,4983377,1591.17,822,2/1/2020
台北凱撒⼤飯店,Taipei,478,13862,0.4,3562,19516713,8290830,32535547,1408.06,5479,2/1/2020
台北君品大酒店,Taipei,286,8294,0.39,4203,13559785,34433274,50848105,1634.97,3226,2/1/2020
台北君悅酒店,Taipei,850,24650,0.22,5306,29013822,51604315,94070765,1176.87,5468,2/1/2020
台北寒舍喜來登⼤飯店,Taipei,688,19952,0.3,4623,28104343,61067046,101712698,1408.63,6079,2/1/2020
台北寒舍艾美酒店,Taipei,160,4640,0.27,7121,9064631,26604677,42729803,1954,1273,2/1/2020
台北有園飯店,Taipei,56,1624,0.28,2896,1329440,0,1661606,818.41,459,2/1/2020
台北美福大飯店,Taipei,73,2117,0.42,6046,5411585,31128374,40308512,2556.25,895,2/1/2020
台北花園⼤酒店,Taipei,241,6989,0.39,2218,6116114,12280407,20301516,875.22,2758,2/1/2020
台北華國大飯店,Taipei,326,9454,0.55,2749,14168995,10015966,25867568,1498.75,5154,2/1/2020
台北萬豪酒店,Taipei,318,9222,0.25,5265,12061741,28377915,48863410,1307.83,2291,2/1/2020
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,14964,0.42,2438,15330379,9833194,27750262,1024.69,6289,2/1/2020
台南⼤員皇冠假⽇酒店,Others,231,6699,0.48,2849,9226492,10794547,22063095,1377.49,3239,2/1/2020
台南⼤飯店,Others,152,4408,0.58,1928,4897209,5745209,11442457,1110.91,2540,2/1/2020
台東桂⽥喜來登酒店,Others,278,8062,0.41,3138,10250432,8822797,20760299,1271.52,3267,2/1/2020
台糖⻑榮酒店(台南),Others,197,5713,0.48,2723,7416432,14370374,22952891,1298.33,2724,2/1/2020
合尊酒店 S Hotel,Taipei,101,2929,0.36,3031,3155515,1702192,5406117,1077.22,1041,2/1/2020
名人堂花園大飯店,Taoyuan-Hsinchu-Miaoli,128,3712,0.18,6031,4046909,11029299,20523102,1090.4,671,2/1/2020
名都觀光渡假大飯店,Scenery,97,2813,0.03,2270,220208,556387,805279,78.32,97,2/1/2020
國王大飯店,Taipei,97,2813,0.43,1496,1799929,557543,2407204,639.84,1203,2/1/2020
國聯大飯店,Taipei,243,7047,0.13,2154,1988109,357451,2608537,282.17,923,2/1/2020
國賓⼤飯店,Taipei,422,12238,0.37,3374,15470969,50228203,70427005,1264.24,4586,2/1/2020
圓山大飯店,Taipei,500,14500,0.3,3581,15407007,21302809,43011231,1062.84,4303,2/1/2020
墾丁怡灣渡假酒店,Scenery,236,6844,0.27,1411,2561992,99725,2886618,374.34,1816,2/1/2020
墾丁福華渡假飯店,Scenery,458,13282,0.44,2547,14938990,5987893,21729744,1125.01,5866,2/1/2020
⼤億麗緻酒店,Others,315,9135,0.44,3199,12845864,12818426,28694067,1405.96,4015,2/1/2020
⼤板根渡假酒店,Others,95,2755,0.5,4075,5607265,7208287,24756120,2035.46,1376,2/1/2020
天成⼤飯店,Taipei,225,6525,0.65,2913,12294649,11137395,24666567,1884.42,4221,2/1/2020
太魯閣晶英酒店,Scenery,160,4640,0.67,7833,24274737,8346559,36236551,5231.66,3099,2/1/2020
娜路彎⼤酒店,Others,276,8004,0.59,3627,16982847,8461189,28975963,2121.8,4682,2/1/2020
寒舍艾麗酒店,Taipei,235,6815,0.18,5361,6524669,5412866,13575835,957.47,1217,2/1/2020
寒軒國際大飯店,Kaohsiung,380,11020,0.28,1965,6069201,8963522,15764521,550.79,3089,2/1/2020
寶華⼤飯店,Others,78,2262,0.04,1127,92398,2160,96558,40.91,82,2/1/2020
尊爵⼤飯店,Taoyuan-Hsinchu-Miaoli,231,6699,0.27,2064,3781810,5100172,9686974,564.5,1832,2/1/2020
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,7250,0.28,2638,5355033,17170645,22899982,738.64,2030,2/1/2020
⼭泉⼤飯店,Others,146,4234,0.33,2083,2954307,536566,3674603,697.6,1418,2/1/2020
幼獅⼤飯店,Others,55,1595,0.2,1572,496900,0,522590,311.41,316,2/1/2020
康華大飯店,Taipei,215,6235,0.29,2503,4496047,5420655,10381039,721.11,1796,2/1/2020
悅川酒店,Others,103,2987,0.73,2973,6482199,6019519,12501718,2169.7,2180,2/1/2020
慶泰大飯店,Taipei,150,4350,0.28,2822,3437165,4092501,7878098,790.16,1218,2/1/2020
新竹喜來登大飯店,Taoyuan-Hsinchu-Miaoli,386,11194,0.35,3349,13200572,22157171,40222497,1179.52,3942,2/1/2020
新⽵國賓⼤飯店,Taoyuan-Hsinchu-Miaoli,257,7453,0.37,3054,8495231,19917094,31161890,1140.06,2782,2/1/2020
新⽵老爺⼤酒店,Taoyuan-Hsinchu-Miaoli,208,6032,0.27,2946,4870352,6202996,11605669,807.2,1653,2/1/2020
⽇勝⽣加賀屋國際溫泉飯店,Taipei,90,2610,0.43,7046,7820982,6576931,20575575,2996.66,1110,2/1/2020
日月行館,Scenery,92,2668,0.27,10000,7170000,1147861,8437224,2687,717,2/1/2020
晶悅國際飯店,Taoyuan-Hsinchu-Miaoli,376,10904,0.12,1865,2364828,2204132,4955221,216.9,1268,2/1/2020
晶英國際⾏館,Kaohsiung,147,4263,0.16,6890,4802226,8579256,14887126,1126.52,697,2/1/2020
晶華酒店,Taipei,538,15602,0.4,5337,33170701,87228021,161829207,2125.73,6215,2/1/2020
板橋凱撒⼤飯店,Others,400,11600,0.31,3445,12377036,4004919,16406565,1066.92,3593,2/1/2020
桃園喜來登酒店,Taoyuan-Hsinchu-Miaoli,190,5510,0.13,3003,2174335,3991256,6712949,394.59,724,2/1/2020
樂樂⽇暉溫泉酒店,Others,48,1392,0.01,2357,23572,0,23572,16.97,10,2/1/2020
歐華酒店,Taipei,112,3248,0.18,2958,1757175,3898077,6291793,541.02,594,2/1/2020
洛碁⼤飯店花華本館,Taipei,112,3248,0.52,1792,3003849,0,3003849,924.67,1676,2/1/2020
海灣藝術酒店,Taichung,226,6554,0.12,1572,1237452,415820,1685818,188.8,787,2/1/2020
涵碧樓⼤飯店,Scenery,96,2784,0.66,13904,25735647,1476509,29252902,9244.77,1851,2/1/2020
漢來⼤飯店,Kaohsiung,535,15515,0.39,2796,16824872,44412937,72364512,1084.29,6017,2/1/2020
澎湖福朋喜來登酒店,Others,331,9599,0.09,2187,1856903,4861609,7500638,193.33,849,2/1/2020
瑞穗天合國際觀光酒店,Hualien,198,5742,0.45,7419,19134420,9157837,32512183,3331.87,2579,2/1/2020
瓏山林台北中和飯店,Others,126,3654,0.12,2379,1073077,1481277,3129399,293.57,451,2/1/2020
知本老爺⼤酒店,Scenery,182,5278,0.93,4459,21767809,11467064,37562051,4124.58,4882,2/1/2020
碧特弗⼤飯店,Others,54,1566,0.09,2783,403537,22504,426041,257.71,145,2/1/2020
礁溪老爺大酒店,Scenery,197,5713,0.69,7214,28581004,17349624,56077866,5002.91,3962,2/1/2020
神旺大飯店,Taipei,268,7772,0.13,3059,3135713,19121208,23788337,403.48,1025,2/1/2020
福容大飯店(台北一館),Taipei,120,3480,0.15,2756,1410966,5178456,7164688,405.41,512,2/1/2020
福容大飯店(林口),Taoyuan-Hsinchu-Miaoli,149,4321,0.27,2537,2955820,1286215,4257786,683.98,1165,2/1/2020
福容大飯店(桃園),Taoyuan-Hsinchu-Miaoli,182,5278,0.21,2202,2477436,1903400,4648477,469.25,1125,2/1/2020
福容大飯店(淡水漁人碼頭),Others,198,5742,0.23,3520,4720709,7421153,13318777,821.92,1341,2/1/2020
福容大飯店(福隆),Scenery,174,5046,0.16,3053,2460762,1898984,4416344,487.56,806,2/1/2020
福容大飯店(高雄),Kaohsiung,250,7250,0.25,2064,3789255,1378357,5174393,522.6,1836,2/1/2020
福華⼤飯店,Taipei,606,17574,0.23,3410,13681000,20936000,46994000,778.5,4012,2/1/2020
第一⼤飯店,Taipei,176,5104,0.27,1671,2306004,3092562,24742635,451.84,1380,2/1/2020
綠舞國際觀光飯店,Others,104,3016,0.27,5003,4087708,1995336,7548679,1355.31,817,2/1/2020
美侖大飯店,Hualien,343,9947,0.26,2436,6318578,3548434,10244283,635.31,2594,2/1/2020
美麗信花園酒店,Taipei,203,5887,0.46,1704,4626731,3098914,11153542,785.88,2715,2/1/2020
美麗春天大飯店,Others,34,986,0.09,2793,256917,29830,286747,260.59,92,2/1/2020
義大皇家酒店,Kaohsiung,656,19024,0.25,2709,12686247,11797157,26554587,666.96,4683,2/1/2020
義華酒店,Taipei,149,4321,0.02,4558,460358,147882,2899531,106.66,101,2/1/2020
老爺大酒店,Taipei,202,5858,0.49,4494,12838319,14802727,32235803,2191.72,2857,2/1/2020
耐斯王子大飯店,Others,245,7105,0.24,2396,4072361,7125618,11739029,573.36,1700,2/1/2020
花蓮亞士都飯店,Hualien,167,4843,0.2,1479,1418649,690000,2132654,292.84,959,2/1/2020
花蓮翰品酒店,Hualien,197,5713,0.77,2336,10241372,5863344,16607896,1792.65,4384,2/1/2020
華園⼤飯店,Kaohsiung,269,7801,0.32,1680,4137691,1464913,6310467,530.38,2463,2/1/2020
華泰王子大飯店,Taipei,211,6119,0.33,2672,5466694,7152803,14341241,893.52,2046,2/1/2020
蘭城晶英酒店,Others,193,5597,0.52,8776,25458739,29554261,61675130,4548.6,2901,2/1/2020
裕元花園酒店,Taichung,149,4321,0.5,2845,6157639,14579645,24125170,1424.78,2164,2/1/2020
豐⾢喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,384,11136,0.12,3349,4400191,3018109,8031805,395.18,1314,2/1/2020
豪景大酒店,Taipei,209,6061,0.3,1872,3451013,715156,4415164,569.28,1843,2/1/2020
趣淘漫旅,Scenery,198,5742,0.53,2915,8854803,1489470,12102803,1542.33,3038,2/1/2020
遠百企業觀光旅館,Others,40,1160,0.05,1007,58400,0,58400,50.35,58,2/1/2020
遠雄悅來大飯店,Hualien,381,11049,0.48,3023,16072973,9806063,30924494,1454.67,5317,2/1/2020
鈺通大飯店,Others,120,3480,0.22,1567,1191260,2928587,4131430,342.23,760,2/1/2020
阿⾥⼭賓館,Scenery,35,1015,0.41,5025,2095355,0,2095355,2064.27,417,2/1/2020
阿里山賓館(新館),Scenery,104,3016,0.7,4821,10230265,7024343,18011858,3392.06,2122,2/1/2020
陸島酒店,Others,47,1363,0.04,1664,88178,6000,94178,64.73,53,2/1/2020
陽明山中國麗緻大飯店,Scenery,47,1363,0.34,3785,1779101,1762968,5485030,1305.07,470,2/1/2020
雲品溫泉酒店日月潭,Scenery,211,6119,0.66,8691,35293925,18910818,58021555,5768.22,4061,2/1/2020
⾸都⼤飯店,Taipei,129,3741,0.18,2761,1852334,881483,3254604,495.32,671,2/1/2020
香格⾥拉台北遠東國際⼤飯店,Taipei,420,12180,0.27,5235,17481119,27270953,52845797,1434.91,3339,2/1/2020
香格⾥拉台南遠東國際⼤飯店,Others,331,9599,0.55,3355,17647890,14330337,36071929,1838.54,5260,2/1/2020
馥藝金鬱金香酒店,Taoyuan-Hsinchu-Miaoli,191,5539,0.34,2162,4089599,2363149,6536308,738.54,1892,2/1/2020
⾼雄國賓⼤飯店,Kaohsiung,453,13137,0.41,2077,11124720,27331902,39698736,846.79,5356,2/1/2020
高雄圓山大飯店,Scenery,107,3103,0.25,2292,1767233,5866198,8165274,569.56,771,2/1/2020
高雄福華大飯店,Kaohsiung,271,7859,0.42,2317,7641943,12953423,22785705,972.21,3298,2/1/2020
