Hotel,Area,Room,Demand,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Supply,Date
圓山大飯店,Taipei,473,9381,0.6610993657505285,2509.241125679565,23539191,57725822,93165949,1658.8577167019025,14190,2020-09-30
國賓大飯店,Taipei,422,2549,0.2013428120063191,1926.773244409572,4911345,94600578,104518182,387.94194312796196,12660,2020-09-30
台北華國大飯店,Taipei,326,6149,0.6287321063394683,2801.471784029924,17226250,9700694,27546556,1761.375255623722,9780,2020-09-30
華泰王子大飯店,Taipei,220,1197,0.1813636363636364,1506.681704260652,1803498,8897566,12857321,273.25727272727283,6600,2020-09-30
豪景大酒店,Taipei,209,152,0.02424242424242424,1810.638157894737,275217,0,562237,43.894258373205744,6270,2020-09-30
國王大飯店,Taipei,97,27,0.009278350515463918,1958.62962962963,52883,194154,293952,18.17285223367698,2910,2020-09-30
台北凱撒大飯店,Taipei,478,5946,0.4146443514644351,1887.285233770602,11221798,16417929,31624135,782.5521617852161,14340,2020-09-30
康華大飯店,Taipei,215,595,0.09224806201550388,2209.063865546218,1314393,7069066,9045022,203.78186046511624,6450,2020-09-30
兄弟大飯店,Taipei,250,593,0.07906666666666666,2933.079258010118,1739316,34206007,39988450,231.90879999999996,7500,2020-09-30
三德大飯店,Taipei,287,4418,0.5131242740998838,3598.704164780444,15899075,2744342,21233015,1846.582462253194,8610,2020-09-30
亞都麗緻大飯店,Taipei,209,1722,0.2746411483253589,2778.538327526132,4784643,12964469,22681739,763.1009569377991,6270,2020-09-30
國聯大飯店,Taipei,243,2428,0.3330589849108367,1339.684925864909,3252755,519582,4177264,446.1941015089161,7290,2020-09-30
台北寒舍喜來登大飯店,Taipei,688,6390,0.3095930232558139,3138.24303599374,20053373,113781871,147824655,971.5781492248059,20640,2020-09-30
老爺大酒店,Taipei,202,2060,0.3399339933993399,2384.041747572815,4911126,18026389,26857851,810.416831683168,6060,2020-09-30
福華大飯店,Taipei,606,3937,0.2165566556655666,2274.574549149098,8955000,26440000,47518000,492.5742574257426,18180,2020-09-30
台北君悅酒店,Taipei,850,4676,0.1833725490196078,4068.13879384089,19022617,93358083,126837202,745.9849803921568,25500,2020-09-30
西華大飯店,Taipei,343,2485,0.2414965986394558,2221.119114688129,5519481,17260887,25893532,536.3927113702624,10290,2020-09-30
晶華酒店,Taipei,538,8979,0.5563197026022305,3189.847310390912,28641639,105392431,149836205,1774.5749070631969,16140,2020-09-30
香格里拉台北遠東國際大飯店,Taipei,420,3828,0.3038095238095238,4492.913009404389,17198871,55966253,81990814,1364.9897619047622,12600,2020-09-30
神旺大飯店,Taipei,268,218,0.02711442786069652,2672.633027522936,582634,19707858,21363403,72.46691542288559,8040,2020-09-30
美麗信花園酒店,Taipei,203,2572,0.4223316912972085,1273.629471228616,3275775,3105568,9286978,537.8940886699507,6090,2020-09-30
台北寒舍艾美酒店,Taipei,160,1081,0.2252083333333333,6080.219241443108,6572717,43296578,55544819,1369.3160416666665,4800,2020-09-30
台北W飯店,Taipei,405,3309,0.2723456790123457,6390.405258386219,21145851,34644987,62201433,1740.3992592592592,12150,2020-09-30
台北萬豪酒店,Taipei,318,2897,0.3036687631027254,4731.719710044874,13707792,53338426,90350640,1436.8754716981132,9540,2020-09-30
