Hotel,Area,Room,Demand,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Supply,Date
瓏⼭林台北中和飯店,Others,126,291,0.0745,2254.0,655844,1249190,2834122,167.923,3906,2020-03-31
碧特弗⼤飯店,Others,54,54,0.0323,2734.0,147617,19616,167233,88.3082,1674,2020-03-31
美麗春天⼤飯店,Others,34,34,0.0323,2753.0,93587,26003,119590,88.92190000000001,1054,2020-03-31
遠百企業觀光旅館,Others,40,56,0.0452,1000.0,56000,0,56000,45.199999999999996,1240,2020-03-31
幼獅⼤飯店,Others,55,120,0.0704,1648.0,197800,0,211400,116.01920000000001,1705,2020-03-31
⼭泉⼤飯店,Others,146,808,0.17850000000000002,2484.0,2007195,414350,2548995,443.39400000000006,4526,2020-03-31
悅川酒店,Others,103,1772,0.555,2159.0,3825508,3725760,7551268,1198.2450000000001,3193,2020-03-31
台東桂⽥喜來登酒店,Others,278,1844,0.214,2517.0,4641601,5348980,10916066,538.638,8618,2020-03-31
⻑榮桂冠酒店(基隆),Others,140,482,0.11109999999999999,2612.0,1258993,788281,3566160,290.1932,4340,2020-03-31
鈺通⼤飯店,Others,120,235,0.0632,2022.0,475066,2586824,3078328,127.79040000000002,3720,2020-03-31
寶華⼤飯店,Others,78,78,0.0323,1120.0,87392,0,89392,36.176,2418,2020-03-31
陸島酒店,Others,47,0,0.0,0.0,39309,3040,42349,0.0,1457,2020-03-31
Total,Total,28595,157191,0.18,3343.81,525616054,893183278,1698587213,592.95,886445,2020-03-31
