Hotel,Area,Room,Supply,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Demand,Date
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11904,0.15,2762.81,4934376,3619687,9299819,414.51,1786,2020-08-31
義華酒店,Taipei,149,4619,0.14,3046.00,1915934,91767,2502992,414.87,629,2020-05-31
福華⼤飯店,Taipei,606,17574,0.23,3410.00,13681000,20936000,46994000,778.50,4012,2020-02-29
國王⼤飯店,Taipei,97,3007,0.00,2130.00,14911,74790,130737,4.90,7,2020-05-31
全國⼤飯店,Taichung,178,5518,0.19,1851.00,1961717,4845488,8624663,355.58,1060,2020-03-31
華園⼤飯店,Kaohsiung,269,8339,0.12,1633.00,1593774,896527,5386936,191.06,976,2020-03-31
陽明山中國麗緻大飯店,Scenery,47,1410,0.42,3876.27,2271497,2061290,6491336,1610.99,586,2020-11-30
板橋凱撒⼤飯店,Others,400,12000,0.32,2728.00,10595533,7509750,18112689,883.05,3884,2020-06-30
瑞穗天合國際觀光酒店,Hualien,198,6138,0.48,5911.00,17331800,9650287,31282500,2823.68,2932,2020-05-31
墾丁福華渡假飯店,Scenery,458,14198,0.67,3853.37,36768825,11789177,49792342,2589.72,9542,2020-10-31
樂樂日暉溫泉酒店,Others,48,1488,0.45,2528.05,1693793,0,1693793,1138.30,670,2020-07-31
凱撒大飯店,Scenery,281,8711,1.00,6059.33,52637386,10026884,65243498,6042.63,8687,2020-10-31
美侖大飯店,Hualien,343,10633,0.61,2269.91,14736273,5749249,21070394,1385.90,6492,2020-07-31
高雄國賓大飯店,Kaohsiung,453,14043,0.64,2352.45,21023813,38041805,60611964,1497.10,8937,2020-10-31
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11904,0.12,2851.60,3963725,4270207,8901177,332.97,1390,2020-12-31
墾丁怡灣渡假酒店,Scenery,234,7020,0.38,2388.34,6362539,1101285,7748072,906.34,2664,2020-09-30
美麗春天⼤飯店,Others,34,986,0.09,2793.00,256917,29830,286747,260.59,92,2020-02-29
義大皇家酒店,Kaohsiung,656,20336,0.39,3527.14,28019618,24295496,55792671,1377.83,7944,2020-12-31
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7905,0.25,2824.00,5667762,25567166,32483884,716.98,2007,2020-08-31
晶悅國際飯店,Taoyuan-Hsinchu-Miaoli,380,11400,0.00,2310.00,4620,1327235,1464579,0.46,2,2020-04-30
全國⼤飯店,Taichung,178,5340,0.30,2023.00,3277090,7194084,14425421,613.78,1620,2020-06-30
福華大飯店,Taipei,606,18180,0.22,2274.57,8955000,26440000,47518000,492.57,3937,2020-09-30
晶英國際行館,Kaohsiung,147,4557,0.41,6453.95,12197972,15595135,30778920,2676.75,1890,2020-08-31
台糖長榮酒店(台南),Others,197,6107,0.81,2628.90,13026197,19442871,34165275,2132.99,4955,2020-07-31
太魯閣晶英酒店,Scenery,160,4800,0.87,8457.53,35386303,10625434,50919990,7372.15,4184,2020-11-30
耐斯王子大飯店,Others,245,7350,0.56,2148.62,8903864,12513090,22443189,1211.41,4144,2020-09-30
涵碧樓大飯店,Scenery,96,2976,0.89,15308.83,40644945,8952811,55960976,13657.58,2655,2020-12-31
台北美福大飯店,Taipei,146,4380,0.31,4819.99,6482888,52933538,63880458,1480.11,1345,2020-11-30
長榮鳳凰酒店(礁溪),Others,231,6930,0.62,5299.17,22675137,18047188,47122734,3272.03,4279,2020-09-30
寒軒國際大飯店,Kaohsiung,380,11400,0.43,1763.91,8569065,13384086,22642312,751.67,4858,2020-09-30
美麗信花園酒店,Taipei,203,6293,0.53,1193.44,3950300,3303790,10600115,627.73,3310,2020-08-31
麗尊⼤酒店,Kaohsiung,188,5640,0.25,2476.00,3433914,7160403,11094782,608.85,1387,2020-06-30
綠舞國際觀光飯店,Others,104,3224,0.91,3591.71,10548852,5315771,19855610,3271.98,2937,2020-07-31
瑞穗天合國際觀光酒店,Hualien,198,5940,0.83,6830.00,33615694,16138481,56964083,5659.34,4922,2020-06-30
陽明⼭中國麗緻⼤飯店,Scenery,47,1410,0.37,3497.00,1804434,2106259,6245761,1279.90,516,2020-06-30
六福客棧,Taipei,230,7130,0.50,1727.80,6114675,0,6811489,857.60,3539,2020-08-31
澎湖福朋喜來登酒店,Others,331,9930,0.77,2752.00,21100072,17738199,43087436,2124.54,7666,2020-06-30
圓⼭⼤飯店,Taipei,500,15000,0.29,2606.00,11324332,38593239,61459524,754.96,4346,2020-06-30
裕元花園酒店,Taichung,149,4470,0.28,2586.00,3240647,8921808,14975768,724.86,1253,2020-04-30
美麗信花園酒店,Taipei,203,6293,0.18,1234.00,1433422,2130129,5475536,227.80,1162,2020-05-31
晶華酒店,Taipei,538,16678,0.75,5961.00,74087190,196615634,328566554,4442.14,12428,2020-01-31
台北寒舍喜來登⼤飯店,Taipei,688,21328,0.12,2799.00,7426029,65166273,83674712,348.20,2653,2020-05-31
亞都麗緻⼤飯店,Taipei,209,6061,0.34,3819.00,7843225,9748340,20659843,1294.26,2054,2020-02-29
名⼈堂花園⼤飯店,Taoyuan-Hsinchu-Miaoli,128,3968,0.20,6516.00,5297614,20189746,33820321,1335.13,813,2020-01-31
亞士都飯店,Taipei,40,1240,0.09,2416.07,275432,0,275432,222.12,114,2020-10-31
阿里山賓館,Scenery,35,1085,0.52,6167.38,3503071,0,3503071,3228.64,568,2020-08-31
⻄華⼤飯店,Taipei,343,9947,0.25,4290.00,10707515,10583339,23697264,1076.36,2496,2020-02-29
北投麗禧溫泉酒店,Taipei,66,1980,0.75,13172.46,19482071,10022156,38170415,9839.43,1479,2020-11-30
國賓大飯店,Taipei,422,13082,0.21,1939.05,5363421,66366900,76906325,409.98,2766,2020-08-31
亞士都飯店,Taipei,40,1200,0.09,2368.32,260515,0,260515,217.10,110,2020-11-30
鈺通大飯店,Others,120,3600,0.32,1757.72,1996765,4058937,6066708,554.66,1136,2020-09-30
大板根渡假酒店,Others,95,2945,0.99,6815.01,19838490,16198692,58043350,6736.33,2911,2020-12-31
康華⼤飯店,Taipei,215,6450,0.00,0.00,0,1874555,2238489,0.00,0,2020-04-30
台東桂田喜來登酒店,Others,278,8340,0.75,2542.55,15903644,18471746,36921153,1906.91,6255,2020-09-30
陸島酒店,Others,47,1457,0.61,1657.77,1470440,142480,1613890,1009.22,887,2020-10-31
娜路彎大酒店,Others,276,8556,0.81,3865.00,26653040,17156121,55680890,3115.13,6896,2020-10-31
⽇⽉⾏館,Scenery,92,2852,0.34,10427.00,9978793,3854301,13903713,3499.30,957,2020-01-31
瓏⼭林台北中和飯店,Others,126,3780,0.10,1978.00,717833,2074918,4055531,189.89,363,2020-06-30
香格⾥拉台南遠東國際⼤飯店,Others,331,9930,0.51,3494.00,17803832,14965284,36991726,1792.77,5095,2020-06-30
漢來大飯店,Kaohsiung,540,16740,0.58,2779.94,27076658,76269748,119868341,1617.48,9740,2020-10-31
美侖⼤飯店,Hualien,343,10290,0.46,1898.00,9037598,2884889,12150812,878.39,4762,2020-06-30
長榮桂冠酒店(基隆),Others,140,4200,0.82,2560.49,8792714,5580436,17792743,2093.50,3434,2020-09-30
洛碁⼤飯店花華本館,Taipei,112,3472,0.01,1766.00,44154,0,44154,12.72,25,2020-03-31
長榮桂冠酒店(基隆),Others,140,4340,0.74,2493.23,8060600,5564344,15596191,1857.28,3233,2020-12-31
阿里山賓館,Scenery,35,1085,0.54,5484.40,3219340,0,3219340,2967.13,587,2020-10-31
墾丁怡灣渡假酒店,Scenery,236,7080,0.08,2639.00,1557027,66161,1728338,219.83,590,2020-04-30
台南大員皇冠假日酒店,Others,231,7161,0.75,3777.42,20322511,20036278,44414152,2837.94,5380,2020-10-31
耐斯王子大飯店,Others,245,7595,0.68,2000.69,10391601,15439906,26985458,1368.22,5194,2020-08-31
礁溪老爺大酒店,Scenery,197,6107,0.84,8154.17,41814562,23969762,78153615,6846.99,5128,2020-12-31
香格里拉台北遠東國際大飯店,Taipei,420,13020,0.19,4694.27,11669947,36048822,56417657,896.31,2486,2020-07-31
台北寒舍喜來登⼤飯店,Taipei,688,21328,0.10,4421.00,9647513,42630108,61343760,452.27,2182,2020-03-31
麒麟大飯店,Others,167,5010,0.50,3642.04,9210722,2405926,11864570,1838.47,2529,2020-11-30
麗尊⼤酒店,Kaohsiung,188,5828,0.18,2028.00,2139272,7779492,10331608,367.07,1055,2020-05-31
⽇⽉⾏館,Scenery,92,2668,0.27,10000.00,7170000,1147861,8437224,2687.00,717,2020-02-29
福容大飯店 台北一館,Taipei,120,3720,0.13,2611.77,1308497,5594764,7525431,351.75,501,2020-08-31
綠舞國際觀光飯店,Others,104,3224,0.24,4336.00,3377610,2036794,6502948,1047.58,779,2020-05-31
桃園喜來登酒店,Taoyuan-Hsinchu-Miaoli,190,5700,0.06,2087.00,744973,1629493,2578807,130.65,357,2020-04-30
慶泰⼤飯店,Taipei,150,4650,0.64,2957.00,8869239,10310775,19650154,1906.97,2999,2020-01-31
老爺大酒店,Taipei,202,6060,0.43,2355.76,6193292,20601494,31071423,1022.00,2629,2020-11-30
台中金典酒店,Taichung,222,6660,0.63,2492.16,10521891,17801226,37177181,1579.86,4222,2020-09-30
華泰王⼦⼤飯店,Taipei,220,6820,0.05,2448.00,866439,4955978,7234985,127.05,354,2020-03-31
神旺⼤飯店,Taipei,268,7772,0.13,3059.00,3135713,19121208,23788337,403.48,1025,2020-02-29
阿⾥⼭賓館(新館),Scenery,104,3224,0.72,5816.00,13516905,7469925,21466439,4192.17,2324,2020-03-31
台中福華⼤飯店,Taichung,155,4650,0.28,2353.00,3047172,2579239,6349816,655.31,1295,2020-04-30
樂樂日暉溫泉酒店,Others,48,1440,0.29,2493.61,1034849,0,1034849,718.65,415,2020-11-30
美侖⼤飯店,Hualien,343,10633,0.24,1531.00,3895475,1699546,5735018,366.37,2545,2020-03-31
碧特弗大飯店,Others,54,1620,0.11,2697.20,498982,117764,616746,308.01,185,2020-11-30
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6448,0.52,2755.33,9285463,10804806,21355882,1440.05,3370,2020-07-31
福容⼤飯店台北一館,Taipei,120,3720,0.07,2287.00,553488,4927786,6056246,148.88,242,2020-05-31
娜路彎大酒店,Others,276,8556,0.89,4850.00,36806650,18766760,67487107,4301.85,7589,2020-07-31
台北君品⼤酒店,Taipei,286,8580,0.18,2672.00,4131191,36120303,43239980,481.49,1546,2020-06-30
亞⼠都飯店,Taipei,40,1200,0.06,1937.00,139480,0,139480,116.22,72,2020-04-30
義華酒店,Taipei,149,4321,0.02,4558.00,460358,147882,2899531,106.66,101,2020-02-29
天成⼤飯店,Taipei,225,6525,0.65,2913.00,12294649,11137395,24666567,1884.42,4221,2020-02-29
新⽵老爺⼤酒店,Taoyuan-Hsinchu-Miaoli,208,6448,0.57,3086.00,11315032,20870897,33554167,1755.01,3667,2020-01-31
台中福華大飯店,Taichung,155,4805,0.72,2558.08,8871415,7410175,19305772,1846.29,3468,2020-07-31
⽇⽉⾏館,Scenery,92,2852,0.16,10000.00,4620000,362216,5017302,1620.00,462,2020-03-31
尊爵大飯店,Taoyuan-Hsinchu-Miaoli,231,7161,0.23,3588.02,5938181,11460758,18441942,829.24,1655,2020-12-31
趣淘漫旅,Scenery,198,6138,0.88,3187.01,17295884,4620344,25009192,2817.84,5427,2020-07-31
耐斯王⼦⼤飯店,Others,245,7595,0.54,3031.00,12411156,20334557,34403361,1634.32,4095,2020-01-31
Total,Total,28409,880679,0.21,3134.07,591473292,1228739132,2203468309,671.61,188724,2020-05-31
龍⾕⼤飯店,Scenery,189,5670,0.07,1350.00,553574,263082,1042695,97.61,410,2020-04-30
新⽵老爺⼤酒店,Taoyuan-Hsinchu-Miaoli,208,6240,0.20,2867.00,3552727,4359494,8264359,569.39,1239,2020-04-30
蘭城晶英酒店,Others,193,5983,0.79,9075.14,43025229,43734731,96857563,7191.25,4741,2020-12-31
花蓮亞⼠都飯店,Hualien,167,5010,0.10,1385.00,720000,149957,877388,143.76,520,2020-04-30
⼤億麗緻酒店,Others,315,9135,0.44,3199.00,12845864,12818426,28694067,1405.96,4015,2020-02-29
麒麟大飯店,Others,167,5010,0.43,2765.71,5904792,2166468,8305513,1178.60,2135,2020-09-30
北投麗禧溫泉酒店,Taipei,66,2046,0.38,13314.67,10318872,6167082,20033627,5043.44,775,2020-08-31
耐斯王子大飯店,Others,245,7350,0.47,2133.16,7321004,10830588,19013433,996.05,3432,2020-11-30
歐華酒店,Taipei,112,3472,0.05,2603.00,471182,3778118,4747547,135.62,181,2020-05-31
龍谷大飯店,Scenery,189,5859,0.33,1742.06,3395271,1107952,5299637,579.50,1949,2020-12-31
國賓大飯店,Taipei,422,13082,0.25,2196.01,7046997,78662052,91929262,538.68,3209,2020-12-31
桃園喜來登酒店,Taoyuan-Hsinchu-Miaoli,190,5510,0.13,3003.00,2174335,3991256,6712949,394.59,724,2020-02-29
涵碧樓⼤飯店,Scenery,96,2784,0.66,13904.00,25735647,1476509,29252902,9244.77,1851,2020-02-29
台北寒舍艾美酒店,Taipei,160,4960,0.35,7992.74,14067223,72487139,95273565,2836.13,1760,2020-12-31
雲品溫泉酒店⽇⽉潭,Scenery,211,6330,0.68,8753.00,37673397,20476730,62743305,5951.16,4304,2020-06-30
幼獅⼤飯店,Others,55,1650,0.08,1963.00,266900,0,292500,161.75,136,2020-04-30
美麗春天⼤飯店,Others,34,1020,0.00,4320.00,8640,42155,50795,8.64,2,2020-04-30
凱撒⼤飯店,Scenery,281,8430,0.55,3995.00,18429191,3565506,23243805,2186.06,4613,2020-04-30
台北花園大酒店,Taipei,241,7230,0.37,1142.28,3072721,17225416,22508712,425.00,2690,2020-09-30
長榮桂冠酒店(台中),Taichung,354,10974,0.64,2300.86,16165842,20996533,41751153,1473.10,7026,2020-10-31
台東桂⽥喜來登酒店,Others,278,8340,0.59,2872.00,14129274,11694762,27982495,1693.91,4919,2020-06-30
蘭城晶英酒店,Others,193,5983,0.63,10184.00,38393452,47082027,95585612,6416.94,3770,2020-01-31
圓山大飯店,Taipei,470,14570,0.69,2743.09,27622931,54559512,94289139,1895.88,10070,2020-10-31
西華大飯店,Taipei,343,10633,0.25,2203.18,5743692,12510121,20693116,540.18,2607,2020-07-31
北投老爺酒店,Taipei,50,1550,0.71,3550.06,3926364,3819323,8967772,2533.14,1106,2020-08-31
娜路彎⼤酒店,Others,276,8280,0.26,3260.00,6911200,3919303,12578486,834.56,2120,2020-04-30
老爺大酒店,Taipei,202,6262,0.35,2589.84,5674344,18795923,28651511,906.16,2191,2020-07-31
阿⾥⼭賓館(新館),Scenery,104,3120,0.29,5848.00,5339009,2681874,8308173,1711.12,913,2020-04-30
亞都麗緻大飯店,Taipei,209,6479,0.31,2838.02,5755512,17191756,27909037,888.33,2028,2020-12-31
海灣藝術酒店,Taichung,226,7006,0.48,2053.51,6938810,1435200,8885735,990.41,3379,2020-12-31
台北有園飯店,Taipei,56,1680,0.36,2085.00,1244746,0,1667533,740.92,597,2020-09-30
名都觀光渡假大飯店,Scenery,97,3007,0.13,2310.89,901248,2079429,3079713,299.72,390,2020-12-31
悅川酒店,Others,103,3090,0.73,3541.10,8041837,5245124,13286961,2602.54,2271,2020-09-30
凱撒大飯店,Scenery,281,8430,0.92,4579.55,35523562,8003624,45622249,4213.95,7757,2020-11-30
花蓮亞⼠都飯店,Hualien,167,4843,0.20,1479.00,1418649,690000,2132654,292.84,959,2020-02-29
涵碧樓大飯店,Scenery,96,2976,0.89,15479.83,40789345,9394693,57373228,13706.10,2635,2020-08-31
歐華酒店,Taipei,112,3360,0.08,2509.00,652360,3512437,4613768,194.20,260,2020-06-30
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7905,0.25,2700.00,5233532,11046533,16858577,662.04,1938,2020-05-31
全國⼤飯店,Taichung,178,5340,0.16,1710.00,1477139,4031082,9508353,276.68,864,2020-04-30
蘭城晶英酒店,Others,193,5790,0.11,9109.00,6057724,18787756,27738236,1046.62,665,2020-04-30
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15996,0.38,3013.73,18314425,10487398,33059919,1144.94,6077,2020-08-31
漢來⼤飯店,Kaohsiung,535,15515,0.39,2796.00,16824872,44412937,72364512,1084.29,6017,2020-02-29
名都觀光渡假大飯店,Scenery,97,2910,0.16,2092.10,968644,1782850,2813113,332.87,463,2020-11-30
台北美福大飯店,Taipei,146,4526,0.42,4453.36,8528192,57782908,70677571,1884.27,1915,2020-08-31
北投麗禧溫泉酒店,Taipei,66,1980,0.13,14503.00,3741791,2392379,10314591,1889.74,258,2020-04-30
寒舍艾麗酒店,Taipei,235,7285,0.30,3001.00,6515835,4963440,12998360,894.30,2171,2020-03-31
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7650,0.67,2322.79,11855517,16227432,29062287,1549.74,5104,2020-11-30
太魯閣晶英酒店,Scenery,160,4960,0.60,7041.00,21074097,7162455,31067710,4248.54,2993,2020-03-31
長榮鳳凰酒店(礁溪),Others,231,7161,0.83,6228.64,36854858,21436424,66638298,5146.61,5917,2020-08-31
老爺大酒店,Taipei,202,6060,0.34,2384.04,4911126,18026389,26857851,810.42,2060,2020-09-30
麗尊大酒店,Kaohsiung,188,5828,0.51,2063.00,6168370,17028568,23692439,1058.40,2990,2020-12-31
六福客棧,Taipei,230,7130,0.25,990.85,1795420,0,1974706,251.81,1812,2020-12-31
神旺大飯店,Taipei,268,8040,0.03,3059.39,718957,19992085,21880402,89.42,235,2020-11-30
耐斯王⼦⼤飯店,Others,245,7595,0.17,2138.00,2691396,4435385,7499050,354.48,1259,2020-03-31
鈺通⼤飯店,Others,120,3720,0.34,2177.00,2774132,9819915,12619573,745.62,1274,2020-01-31
天成大飯店,Taipei,225,6975,0.61,1592.90,6744318,23858047,32646729,966.93,4234,2020-10-31
⾼雄圓⼭⼤飯店,Scenery,107,3317,0.17,2271.00,1278652,5423752,7654369,385.39,563,2020-05-31
西華大飯店,Taipei,343,10633,0.26,3278.96,9085988,19353585,31404625,854.51,2771,2020-12-31
鈺通大飯店,Others,120,3720,0.37,2120.57,2934869,6170255,9129466,788.94,1384,2020-08-31
第一大飯店,Taipei,176,5456,0.06,1304.88,459317,3453854,18553370,84.19,352,2020-07-31
陽明⼭中國麗緻⼤飯店,Scenery,47,1410,0.22,3186.00,1006832,1352989,3645213,713.98,316,2020-04-30
台北寒舍艾美酒店,Taipei,160,4800,0.11,5487.00,2864025,13427401,26462750,596.99,522,2020-04-30
美麗春天大飯店,Others,34,1054,0.11,2907.92,346042,137472,483514,328.31,119,2020-12-31
台糖長榮酒店(台南),Others,197,5910,0.71,2328.30,9720670,21151032,32424897,1644.78,4175,2020-11-30
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15480,0.34,3542.99,18806211,11706049,34219595,1214.87,5308,2020-11-30
台北凱撒大飯店,Taipei,478,14818,0.52,2203.36,17082628,24728088,46499103,1152.83,7753,2020-12-31
新⽵國賓⼤飯店,Taoyuan-Hsinchu-Miaoli,257,7710,0.35,2516.00,6738946,24690620,34253480,873.81,2678,2020-06-30
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6240,0.45,2456.86,6859541,10281812,17820583,1099.29,2792,2020-11-30
香格里拉台南遠東國際大飯店,Others,331,10261,0.68,3907.70,27193656,26249400,59908837,2650.20,6959,2020-10-31
礁溪老爺⼤酒店,Scenery,197,6107,0.79,9048.00,43674245,25126828,80726605,7151.54,4827,2020-01-31
陽明⼭中國麗緻⼤飯店,Scenery,47,1457,0.44,5534.00,3535927,3644132,10347360,2427.21,639,2020-01-31
兄弟大飯店,Taipei,250,7750,0.19,2422.30,3631034,36197200,44190199,468.52,1499,2020-10-31
華泰王子大飯店,Taipei,202,6060,0.20,1550.10,1883373,8170477,12228316,310.79,1215,2020-11-30
天成大飯店,Taipei,225,6750,0.49,1526.73,5093183,19145811,26284194,754.55,3336,2020-09-30
晶華酒店,Taipei,538,16678,0.59,4110.66,40732516,127061957,220374317,2442.29,9909,2020-08-31
漢來⼤飯店,Kaohsiung,535,16050,0.11,2822.00,4955533,24377241,37297196,308.73,1756,2020-04-30
慶泰⼤飯店,Taipei,150,4350,0.28,2822.00,3437165,4092501,7878098,790.16,1218,2020-02-29
台南⼤員皇冠假⽇酒店,Others,231,7161,0.43,2604.00,8024176,7217055,17190019,1120.76,3082,2020-03-31
碧特弗⼤飯店,Others,54,1674,0.04,2297.00,156222,44703,200925,93.26,68,2020-05-31
⾼雄福華⼤飯店,Kaohsiung,271,8401,0.71,2760.00,16429121,34432379,54163456,1955.46,5952,2020-01-31
遠百企業觀光旅館,Others,40,1200,0.02,1000.00,18000,0,18000,15.00,18,2020-04-30
瓏⼭林台北中和飯店,Others,126,3654,0.12,2379.00,1073077,1481277,3129399,293.57,451,2020-02-29
⼤億麗緻酒店,Others,315,9765,0.24,2911.00,6944835,7259761,16313717,711.16,2386,2020-03-31
三德大飯店,Taipei,287,8897,0.30,1109.23,2967196,206757,7450617,333.51,2675,2020-07-31
台中福華大飯店,Taichung,155,4805,0.72,2737.47,9422384,11183855,24411241,1960.95,3442,2020-10-31
寶華大飯店,Others,78,2340,0.51,2117.17,2546953,34200,2583153,1088.44,1203,2020-09-30
台北有園飯店,Taipei,56,1736,0.41,2212.41,1559751,0,2201018,898.47,705,2020-08-31
台中福華大飯店,Taichung,155,4805,0.79,2625.29,9973486,8814116,23053160,2075.65,3799,2020-08-31
合尊酒店 S Hotel,Taipei,101,3131,0.60,3481.19,6575970,2024906,9483087,2100.28,1889,2020-12-31
台中金典酒店,Taichung,222,6882,0.58,2763.32,11069860,18892092,40410379,1608.52,4006,2020-12-31
麒麟大飯店,Others,167,5177,0.59,3184.33,9801354,3364648,13397642,1893.25,3078,2020-07-31
陽明山中國麗緻大飯店,Scenery,47,1457,0.48,3857.45,2696356,2803434,7793830,1850.62,699,2020-08-31
晶悅國際飯店,Taoyuan-Hsinchu-Miaoli,380,11780,0.03,1946.00,607083,1384221,2152168,51.57,312,2020-03-31
首都大飯店,Taipei,129,3870,0.00,,0,447851,1082227,,0,2020-11-30
台中港酒店,Taichung,200,6000,0.36,2472.00,5298357,665282,6362911,883.00,2143,2020-04-30
神旺大飯店,Taipei,268,8308,0.03,2555.44,666969,22085024,24078322,80.28,261,2020-08-31
寶華⼤飯店,Others,78,2340,0.04,1374.00,138798,1560,142358,59.36,101,2020-04-30
第一大飯店,Taipei,176,5280,0.19,1146.24,1119872,3149055,23453532,212.10,977,2020-09-30
國聯大飯店,Taipei,243,7533,0.41,1525.05,4729189,598131,5875471,627.80,3101,2020-12-31
晶華酒店,Taipei,538,16678,0.66,3286.91,36303963,127561450,184468300,2176.76,11045,2020-10-31
⾸都⼤飯店,Taipei,129,3999,0.08,2102.00,678900,1331914,2543521,169.84,323,2020-05-31
義華酒店,Taipei,149,4619,0.14,4336.00,2831408,221080,8582531,613.11,653,2020-01-31
瑞穗天合國際觀光酒店,Hualien,198,6138,0.93,8582.25,49047572,23864428,84826183,7990.81,5715,2020-08-31
福容⼤飯店⾼雄,Kaohsiung,250,7500,0.13,1744.00,1733344,899625,2632969,231.08,994,2020-04-30
台北中⼭雅樂軒酒店,Taipei,88,2640,0.28,2064.00,1498454,424456,2123016,567.60,726,2020-06-30
老爺⼤酒店,Taipei,202,5858,0.49,4494.00,12838319,14802727,32235803,2191.72,2857,2020-02-29
台中⾦典酒店,Taichung,222,6882,0.26,2399.00,4250695,6861377,15992098,617.74,1772,2020-03-31
娜路彎大酒店,Others,276,8280,0.68,3503.18,19607272,13151416,37099719,2368.03,5597,2020-11-30
台南大飯店,Others,152,4560,0.48,2007.03,4395392,5990262,11082721,963.90,2190,2020-09-30
名人堂花園大飯店,Taoyuan-Hsinchu-Miaoli,128,3968,0.62,5125.11,12597515,19782332,40559612,3174.78,2458,2020-07-31
Total,Total,27977,839310,0.47,3281.58,1290354867,1983183003,3749750410,1537.40,393212,2020-09-30
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11520,0.16,2102.89,3755753,1836759,6227273,326.02,1786,2020-09-30
台北中山雅樂軒酒店,Taipei,88,2728,0.51,1886.87,2603886,779386,3727090,954.50,1380,2020-07-31
豪景⼤酒店,Taipei,209,6270,0.01,766.00,41350,0,286350,6.59,54,2020-04-30
⻑榮鳳凰酒店(礁溪),Others,231,7161,0.29,4518.00,9410735,8227499,21700041,1314.29,2083,2020-03-31
趣淘漫旅,Scenery,198,6138,0.89,2882.43,15703482,3776666,21530259,2558.40,5448,2020-10-31
洛碁⼤飯店花華本館,Taipei,112,3360,0.00,1515.00,16662,0,19805,5.00,11,2020-06-30
台北君悅酒店,Taipei,850,26350,0.08,4385.00,9055886,53151528,72244671,343.78,2065,2020-05-31
桃園喜來登酒店,Taoyuan-Hsinchu-Miaoli,190,5890,0.53,1689.44,5232182,10644487,17392722,888.32,3097,2020-12-31
名⼈堂花園⼤飯店,Taoyuan-Hsinchu-Miaoli,128,3840,0.10,4849.00,1920351,6038228,11542630,499.93,396,2020-04-30
台北諾富特華航桃園機場飯店,Taoyuan-Hsinchu-Miaoli,516,15996,0.20,2981.78,9476098,7356671,18949475,592.40,3178,2020-07-31
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,11580,0.30,2253.00,7837385,11578922,21964032,676.80,3479,2020-04-30
瑞穗天合國際觀光酒店,Hualien,198,5940,0.84,7698.85,38347976,17672866,64664667,6455.89,4981,2020-11-30
洛碁⼤飯店花華本館,Taipei,112,3472,0.75,1937.00,5041554,0,5041554,1452.17,2603,2020-01-31
第一大飯店,Taipei,176,5456,0.26,1308.97,1883608,3156349,24425201,345.24,1439,2020-12-31
日月行館,Scenery,92,2852,0.29,13638.61,11360963,6232060,18014774,3983.51,833,2020-12-31
福容大飯店 福隆,Scenery,174,5220,0.52,3733.85,10223274,7651390,18035452,1958.48,2738,2020-09-30
國聯⼤飯店,Taipei,243,7533,0.20,1110.00,1676360,371168,2280459,222.56,1510,2020-05-31
福容大飯店 福隆,Scenery,174,5394,0.63,5318.72,18078333,9258049,28299517,3351.56,3399,2020-08-31
耐斯王子大飯店,Others,245,7595,0.46,2260.55,7891566,11965137,20944534,1039.05,3491,2020-12-31
台北美福大飯店,Taipei,146,4526,0.40,4800.31,8611754,54601910,67712290,1902.73,1794,2020-10-31
台北美福大飯店,Taipei,146,4526,0.36,5432.77,8882580,76068705,91549037,1962.57,1635,2020-12-31
寶華⼤飯店,Others,78,2262,0.04,1127.00,92398,2160,96558,40.91,82,2020-02-29
雲品溫泉酒店⽇⽉潭,Scenery,211,6541,0.81,10106.00,53681626,27048294,86155509,8207.08,5312,2020-01-31
華泰王子大飯店,Taipei,220,6820,0.21,1238.33,1746039,8284034,12047564,256.02,1410,2020-07-31
福華⼤飯店,Taipei,606,18786,0.07,3220.00,4061000,15236000,31190000,216.06,1261,2020-03-31
福容大飯店 台北一館,Taipei,120,3720,0.25,2902.51,2681917,10192088,13908599,720.95,924,2020-12-31
慶泰大飯店,Taipei,150,4650,0.00,,0,2129061,2394585,,0,2020-08-31
亞⼠都飯店,Taipei,40,1240,0.09,2173.00,239082,0,239082,192.75,110,2020-05-31
阿里山賓館(新館),Scenery,104,3120,0.88,4808.29,13208365,9096009,22695721,4233.45,2747,2020-09-30
蘭城晶英酒店,Others,193,5597,0.52,8776.00,25458739,29554261,61675130,4548.60,2901,2020-02-29
香格⾥拉台南遠東國際⼤飯店,Others,331,10261,0.34,3063.00,10728536,13435606,27314249,1045.71,3503,2020-05-31
新⽵喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,386,11966,0.33,2303.00,9101082,20038848,32523186,760.45,3951,2020-05-31
