Hotel,Area,Room,Supply,Occupancy,ADR,Room_Revenue,F&B_Revenue,Total_Revenue,RevPAR,Demand,Date
⼭泉⼤飯店,Others,146,4234,0.33,2083.00,2954307,536566,3674603,697.60,1418,2020-02-29
台北凱撒⼤飯店,Taipei,478,14818,0.07,3361.00,3633105,5152593,13255965,245.35,1081,2020-03-31
台北君品大酒店,Taipei,286,8580,0.30,2632.44,6839083,56921388,68828458,797.10,2598,2020-11-30
兄弟⼤飯店,Taipei,250,7750,0.04,2930.00,846858,31712653,36003400,109.29,289,2020-05-31
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7905,0.74,3058.00,17969967,20863260,41130717,2273.01,5876,2020-01-31
豪景大酒店,Taipei,209,6479,0.10,1860.48,1214894,299012,1802900,187.51,653,2020-12-31
台北萬豪酒店,Taipei,318,9858,0.38,4709.61,17745799,42754035,76830461,1800.14,3768,2020-07-31
豐⾢喜來登⼤飯店,Taoyuan-Hsinchu-Miaoli,384,11904,0.01,2828.00,288406,2067454,2518079,24.32,102,2020-03-31
高雄國賓大飯店,Kaohsiung,453,14043,0.67,2290.85,21501906,32960215,55920224,1531.15,9386,2020-08-31
名都觀光渡假⼤飯店,Scenery,97,2910,0.11,3331.00,1025844,755883,1806395,352.42,308,2020-06-30
花蓮亞士都飯店,Hualien,168,5208,0.23,1325.78,1579000,800000,2399558,303.19,1191,2020-12-31
台北寒舍喜來登大飯店,Taipei,688,21328,0.28,3033.46,18218954,82887164,115489635,854.23,6006,2020-07-31
華園⼤飯店,Kaohsiung,269,8339,0.14,1339.00,1511477,1984918,4001006,181.30,1129,2020-05-31
⽇⽉⾏館,Scenery,92,2760,0.14,9366.00,3493474,1083016,4698712,1265.35,373,2020-04-30
晶華酒店,Taipei,538,15602,0.40,5337.00,33170701,87228021,161829207,2125.73,6215,2020-02-29
陸島酒店,Others,47,1457,0.79,1216.88,1394540,186240,1586840,957.13,1146,2020-07-31
合尊酒店,Taipei,101,2929,0.36,3031.00,3155515,1702192,5406117,1077.22,1041,2020-02-29
合尊酒店,Taipei,101,3131,0.64,3056.09,6115240,2765217,9800456,1953.13,2001,2020-07-31
北投老爺酒店,Taipei,50,1500,0.73,3176.26,3487528,3975204,8670968,2325.02,1098,2020-09-30
娜路彎⼤酒店,Others,276,8280,0.66,3528.00,19358136,11135647,34248729,2338.01,5487,2020-06-30
南⽅莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3441,0.16,4686.00,2652369,3047477,7693759,770.85,566,2020-03-31
長榮桂冠酒店(基隆),Others,140,4340,0.80,2847.13,9851060,5664963,18188385,2269.83,3460,2020-07-31
礁溪老爺⼤酒店,Scenery,197,5910,0.34,6614.00,13365918,8511405,28733287,2261.99,2021,2020-04-30
台北君品大酒店,Taipei,286,8866,0.36,3234.55,10444353,57044732,71927304,1178.02,3229,2020-12-31
桃園喜來登酒店,Taoyuan-Hsinchu-Miaoli,190,5890,0.45,2099.77,5551784,11937899,19116993,942.58,2644,2020-10-31
⼭泉⼤飯店,Others,146,4526,0.18,2484.00,2007195,414350,2548995,443.39,808,2020-03-31
華園大飯店,Kaohsiung,269,8339,0.47,1600.43,6232071,2670341,9393913,747.34,3894,2020-07-31
麒麟⼤飯店,Others,167,5177,0.22,2805.00,3262231,730308,4227099,630.00,1163,2020-05-31
台南大員皇冠假日酒店,Others,231,7161,0.70,3371.65,16834665,20881002,41543030,2350.88,4993,2020-12-31
台北花園⼤酒店,Taipei,241,7230,0.24,1032.00,1783221,14116955,17530409,246.65,1728,2020-06-30
凱撒大飯店,Scenery,281,8430,0.98,5295.20,43944892,8692467,55121772,5212.92,8299,2020-09-30
板橋凱撒⼤飯店,Others,400,12400,0.18,2895.00,6308439,3019508,9359553,508.65,2179,2020-03-31
新竹喜來登大飯店,Taoyuan-Hsinchu-Miaoli,386,11966,0.60,2654.65,18959540,46121111,72032046,1584.45,7142,2020-10-31
日勝生加賀屋國際溫泉飯店,Taipei,90,2790,0.48,9361.76,12516676,10501873,28766838,4486.26,1337,2020-10-31
合尊酒店 S Hotel,Taipei,101,3030,0.56,3556.54,5989219,2368643,9195765,1976.64,1684,2020-11-30
台北華國⼤飯店,Taipei,326,10106,0.16,2651.00,4263218,6216833,11658045,421.77,1608,2020-03-31
雲品溫泉酒店日月潭,Scenery,211,6541,0.93,9385.09,56939346,29921550,93024446,8704.99,6067,2020-10-31
美侖大飯店,Hualien,343,10633,0.47,2630.13,13226906,4344341,18370532,1243.95,5029,2020-10-31
阿里山賓館(新館),Scenery,104,3120,0.88,5027.89,13861882,8558647,22900866,4442.91,2757,2020-11-30
高雄福華大飯店,Kaohsiung,271,8401,0.63,2329.14,12328133,20869506,36258015,1467.46,5293,2020-08-31
台中金典酒店,Taichung,222,6660,0.60,2609.50,10492796,16612078,37039371,1575.49,4021,2020-11-30
台北君品大酒店,Taipei,286,8866,0.23,2855.62,5748355,43448219,53031264,648.36,2013,2020-07-31
高雄圓山大飯店,Scenery,107,3210,0.40,2622.21,3387898,9611726,15513773,1055.42,1292,2020-09-30
國聯⼤飯店,Taipei,243,7047,0.13,2154.00,1988109,357451,2608537,282.17,923,2020-02-29
台北美福大飯店,Taipei,146,4380,0.45,4562.04,8909669,53628470,68735135,2034.17,1953,2020-09-30
寶華⼤飯店,Others,78,2418,0.02,1242.00,70800,0,72800,29.31,57,2020-01-31
華泰王子大飯店,Taipei,202,6262,0.32,1757.08,3491326,10296737,16175241,557.54,1987,2020-12-31
桃園喜來登酒店,Taoyuan-Hsinchu-Miaoli,190,5890,0.38,2845.00,6415551,16209180,24334266,1089.35,2255,2020-01-31
綠舞國際觀光飯店,Others,104,3224,0.55,5238.78,9262162,5255191,16314063,2872.88,1768,2020-12-31
新竹老爺大酒店,Taoyuan-Hsinchu-Miaoli,208,6448,0.59,2578.29,9740797,11851921,23247383,1510.67,3778,2020-08-31
⾼雄福華⼤飯店,Kaohsiung,271,8130,0.44,2148.00,7706429,12569845,22881659,947.91,3588,2020-06-30
台北凱撒⼤飯店,Taipei,478,14818,0.72,4076.00,43319635,30856972,77021469,2923.31,10628,2020-01-31
寶華大飯店,Others,78,2418,0.04,1281.28,114034,0,116034,47.16,89,2020-12-31
美麗信花園酒店,Taipei,203,6090,0.14,1275.00,1098759,924571,3593023,180.41,862,2020-04-30
古華花園飯店,Taoyuan-Hsinchu-Miaoli,255,7905,0.29,1956.00,4479468,14703562,19707152,566.65,2290,2020-03-31
碧特弗⼤飯店,Others,54,1620,0.04,2074.00,147275,31800,179075,90.84,71,2020-04-30
高雄圓山大飯店,Scenery,107,3317,0.45,2957.32,4456688,9731348,15448484,1343.59,1507,2020-08-31
高雄福華大飯店,Kaohsiung,271,8130,0.60,2114.80,10254671,20805441,34235086,1261.34,4849,2020-11-30
墾丁怡灣渡假酒店,Scenery,236,7316,0.55,3065.13,12373929,248405,13207400,1691.35,4037,2020-07-31
樂樂⽇暉溫泉酒店,Others,48,1488,0.33,2459.00,1217288,0,1222428,818.11,495,2020-01-31
尊爵天際⼤飯店,Taoyuan-Hsinchu-Miaoli,250,7750,0.22,1615.00,2716203,25992391,28801075,350.46,1682,2020-05-31
台北凱撒大飯店,Taipei,478,14340,0.43,2054.79,12558892,16879465,33777786,875.79,6112,2020-11-30
遠百企業觀光旅館,Others,40,1240,0.05,1000.00,56000,0,56000,45.20,56,2020-01-31
墾丁福華渡假飯店,Scenery,458,13740,0.23,2953.00,9455088,2191348,12084574,688.05,3202,2020-04-30
福容⼤飯店林⼝,Taoyuan-Hsinchu-Miaoli,149,4321,0.27,2537.00,2955820,1286215,4257786,683.98,1165,2020-02-29
福容大飯店 福隆,Scenery,174,5220,0.31,3823.52,6236155,5867368,12253093,1194.67,1631,2020-11-30
國王⼤飯店,Taipei,97,3007,0.48,1818.00,2606300,630428,3286713,867.00,1434,2020-01-31
兄弟⼤飯店,Taipei,250,7500,0.08,2090.00,1287659,17274194,20732807,171.59,616,2020-04-30
台北寒舍喜來登大飯店,Taipei,688,21328,0.32,2917.33,19718224,103832852,138750996,924.52,6759,2020-10-31
阿⾥⼭賓館,Scenery,35,1085,0.26,4478.00,1267396,0,1267396,1167.86,283,2020-05-31
亞⼠都飯店,Taipei,40,1200,0.09,2279.00,250696,0,250696,208.98,110,2020-06-30
圓山大飯店,Taipei,470,14100,0.51,2701.76,19344590,51378861,84940511,1371.96,7160,2020-11-30
娜路彎大酒店,Others,276,8280,0.70,3827.18,22212979,14756780,44568951,2682.73,5804,2020-09-30
高雄圓山大飯店,Scenery,107,3317,0.58,2628.68,5052327,13423567,19760874,1523.16,1922,2020-10-31
高雄國賓大飯店,Kaohsiung,453,13590,0.59,2114.51,17047195,40980551,58659173,1254.39,8062,2020-09-30
海灣藝術酒店,Taichung,226,7006,0.03,1553.56,377514,0,392539,53.88,243,2020-07-31
福容⼤飯店林⼝,Taoyuan-Hsinchu-Miaoli,149,4619,0.18,2238.00,1909189,700149,2622834,413.36,853,2020-05-31
尊爵⼤飯店,Taoyuan-Hsinchu-Miaoli,231,7161,0.71,2297.00,11607962,27962768,42159676,1621.22,5054,2020-01-31
福容大飯店 高雄,Kaohsiung,250,7750,0.63,1959.94,9572363,4491195,14070829,1235.14,4884,2020-10-31
台北中山雅樂軒酒店,Taipei,88,2728,0.56,2052.58,3146608,1155134,4744334,1153.45,1533,2020-08-31
尊爵大飯店,Taoyuan-Hsinchu-Miaoli,231,6930,0.17,2871.68,3334017,13191285,17048475,481.10,1161,2020-09-30
長榮桂冠酒店(台中),Taichung,354,10620,0.49,2202.58,11561358,21198699,37633431,1088.64,5249,2020-11-30
台北君悅酒店,Taipei,850,26350,0.14,4950.74,17792962,64909432,96277426,675.25,3594,2020-07-31
兄弟⼤飯店,Taipei,250,7750,0.61,3468.00,16270967,65909030,88955017,2099.53,4692,2020-01-31
台北寒舍艾美酒店,Taipei,160,4960,0.18,4888.00,4266791,25664310,34232151,860.29,873,2020-05-31
花蓮亞士都飯店,Hualien,167,5010,0.38,1163.41,2200000,1000000,3219191,439.12,1891,2020-11-30
台南⼤飯店,Others,152,4712,0.37,1833.00,3181330,3142316,6843738,675.28,1736,2020-03-31
美侖⼤飯店,Hualien,343,10633,0.55,2904.00,16939834,12622552,30841916,1593.13,5833,2020-01-31
涵碧樓⼤飯店,Scenery,96,2880,0.38,13673.00,15149234,5224695,23195697,5260.00,1108,2020-04-30
台東桂田喜來登酒店,Others,290,8990,0.64,2549.72,14665980,20538332,39193744,1631.37,5752,2020-12-31
圓山大飯店,Taipei,466,14446,0.78,2810.33,31624660,59805506,106632109,2189.16,11253,2020-12-31
福容⼤飯店桃園,Taoyuan-Hsinchu-Miaoli,182,5642,0.71,1954.00,7778986,7452120,15971288,1379.13,3982,2020-01-31
台北有園飯店,Taipei,56,1736,0.29,2307.20,1176673,0,1734067,677.81,510,2020-07-31
漢來⼤飯店,Kaohsiung,535,16585,0.18,2478.00,7463378,39616128,59459746,450.00,3012,2020-05-31
香格⾥拉台北遠東國際⼤飯店,Taipei,420,12600,0.07,5041.00,4471600,16709284,25740455,354.89,887,2020-04-30
墾丁福華渡假飯店,Scenery,458,13740,0.50,2686.00,18632790,8858431,28718176,1356.10,6937,2020-11-30
香格⾥拉台北遠東國際⼤飯店,Taipei,420,13020,0.10,4585.00,5717824,30560788,42993748,439.24,1247,2020-05-31
福容⼤飯店林⼝,Taoyuan-Hsinchu-Miaoli,149,4619,0.24,2535.00,2783950,624801,3419058,602.57,1098,2020-03-31
國賓⼤飯店,Taipei,422,13082,0.57,3647.00,27229634,119806163,157208363,2081.34,7466,2020-01-31
太魯閣晶英酒店,Scenery,160,4800,0.71,8596.00,29329206,9165914,43007521,6110.04,3412,2020-06-30
台北君悅酒店,Taipei,850,26350,0.62,6031.00,98944277,125793598,254434031,3754.90,16405,2020-01-31
福容大飯店 台北一館,Taipei,120,3600,0.16,2225.48,1281876,7545819,9628590,356.08,576,2020-09-30
晶英國際⾏館,Kaohsiung,147,4557,0.32,7844.00,11436898,13600111,27781881,2509.30,1458,2020-01-31
台南大員皇冠假日酒店,Others,230,7130,0.67,3753.22,17947889,15636758,37020267,2517.24,4782,2020-08-31
高雄福華大飯店,Kaohsiung,271,8401,0.59,2478.07,12328407,21926552,37263587,1467.49,4975,2020-10-31
趣淘漫旅,Scenery,198,5742,0.53,2915.00,8854803,1489470,12102803,1542.33,3038,2020-02-29
寶華大飯店,Others,78,2418,0.26,1715.46,1091030,16380,1109410,451.21,636,2020-10-31
墾丁怡灣渡假酒店,Scenery,234,7254,0.28,2403.03,4926211,906006,5963807,679.10,2050,2020-12-31
墾丁福華渡假飯店,Scenery,458,14198,0.82,4795.48,55689953,11781107,70576525,3922.38,11613,2020-07-31
豐邑喜來登大飯店,Taoyuan-Hsinchu-Miaoli,384,11520,0.12,2922.92,3896247,3461064,7970708,338.22,1333,2020-11-30
台東桂田喜來登酒店,Others,278,8618,0.84,3402.34,24561475,20924069,49384677,2850.02,7219,2020-08-31
山泉大飯店,Others,146,4526,0.84,2047.66,7807746,1186594,9467726,1725.09,3813,2020-08-31
亞士都飯店,Taipei,40,1240,0.12,2262.01,348349,0,348349,280.93,154,2020-08-31
和逸飯店桃園青埔館,Taoyuan-Hsinchu-Miaoli,218,6540,0.84,2607.46,14294070,20613,18124173,2185.64,5482,2020-09-30
陽明山中國麗緻大飯店,Scenery,47,1457,0.46,4103.59,2737095,2362194,7328791,1878.58,667,2020-12-31
台北W飯店,Taipei,405,12150,0.33,5587.21,22192414,41219316,70952102,1826.54,3972,2020-11-30
海灣藝術酒店,Taichung,226,6780,0.04,1355.00,378118,9517,597102,55.83,279,2020-06-30
娜路彎大酒店,Others,276,8556,0.51,3955.61,17238550,9749403,27791732,2014.79,4358,2020-12-31
澎湖福朋喜來登酒店,Others,331,9930,0.14,1937.00,2645432,3303163,6809525,266.53,1366,2020-04-30
礁溪老爺⼤酒店,Scenery,197,5713,0.69,7214.00,28581004,17349624,56077866,5002.91,3962,2020-02-29
六福客棧,Taipei,230,6900,0.17,763.69,919478,0,1098764,133.26,1204,2020-11-30
豪景大酒店,Taipei,209,6479,0.01,2389.32,229375,0,575391,35.40,96,2020-08-31
⾸都⼤飯店,Taipei,129,3741,0.18,2761.00,1852334,881483,3254604,495.32,671,2020-02-29
瓏山林台北中和飯店,Others,126,3780,0.13,1902.39,905539,6581457,8878734,239.56,476,2020-09-30
高雄國賓大飯店,Kaohsiung,453,14043,0.59,2259.67,18649097,29722975,49696451,1328.00,8253,2020-07-31
第一⼤飯店,Taipei,176,5104,0.27,1671.00,2306004,3092562,24742635,451.84,1380,2020-02-29
三德大飯店,Taipei,287,8897,0.20,2873.98,5184668,974186,7288745,582.74,1804,2020-12-31
北投老爺酒店,Taipei,50,1550,0.56,3622.31,3151414,3187159,7568296,2033.17,870,2020-07-31
美麗春天大飯店,Others,34,1054,0.19,2723.68,552907,175354,728261,524.58,203,2020-10-31
台中金典酒店,Taichung,222,6882,0.79,2923.90,15891372,18267750,45528669,2309.12,5435,2020-08-31
福華⼤飯店,Taipei,606,18786,0.51,4002.00,38298000,80955000,137868000,2038.62,9569,2020-01-31
墾丁怡灣渡假酒店,Scenery,234,7020,0.42,2551.00,7516550,143984,8126074,1070.65,2946,2020-06-30
尊爵⼤飯店,Taoyuan-Hsinchu-Miaoli,231,6930,0.00,0.00,0,9564645,10164962,0.00,0,2020-06-30
台中港酒店,Taichung,200,6200,0.89,2617.92,14466622,2641437,18175984,2333.33,5526,2020-10-31
合尊酒店,Taipei,101,3131,1.00,2509.00,7857015,3310591,12331558,2509.00,3131,2020-01-31
台東桂⽥喜來登酒店,Others,278,8618,0.21,2517.00,4641601,5348980,10916066,538.64,1844,2020-03-31
南方莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3330,0.62,2770.78,5718885,16991774,26621017,1717.38,2064,2020-09-30
墾丁怡灣渡假酒店,Scenery,236,7316,0.08,2393.00,1361657,133435,1603782,186.18,569,2020-03-31
福華大飯店,Taipei,606,18786,0.27,2741.79,14027000,36262000,63652000,746.67,5116,2020-12-31
尊爵大飯店,Taoyuan-Hsinchu-Miaoli,231,7161,0.04,2757.24,780300,10435165,11859278,108.97,283,2020-08-31
⻑榮桂冠酒店(台中),Taichung,354,10974,0.26,1977.00,5546019,13398137,21520264,505.32,2805,2020-05-31
南⽅莊園渡假飯店,Taoyuan-Hsinchu-Miaoli,111,3330,0.17,4515.00,2551186,1949517,6090256,766.20,565,2020-04-30
裕元花園酒店,Taichung,149,4619,0.79,3020.32,10999991,27759056,43916890,2381.47,3642,2020-08-31
⾼雄國賓⼤飯店,Kaohsiung,453,13590,0.48,2026.00,13154813,24433819,38626029,968.02,6493,2020-06-30
洛碁⼤飯店花華本館,Taipei,112,3360,0.00,1029.00,15432,0,15432,4.63,15,2020-04-30
名人堂花園大飯店,Taoyuan-Hsinchu-Miaoli,128,3968,0.58,5141.16,11747552,18947640,39564907,2960.57,2285,2020-10-31
礁溪老爺⼤酒店,Scenery,197,6107,0.66,6371.00,25649970,17641095,53061657,4199.76,4026,2020-05-31
花蓮翰品酒店,Hualien,197,6107,0.59,3236.00,11667920,13865651,26593635,1910.86,3606,2020-01-31
兄弟大飯店,Taipei,250,7750,0.13,3019.11,2964766,40594008,48595458,382.55,982,2020-08-31
台中港酒店,Taichung,200,6000,0.82,2663.32,13095556,4080946,18140244,2182.59,4917,2020-09-30
